language,week,visits
ar,25,301904
ar,26,313086
ar,27,312859
ar,28,281355
ar,29,253156
ar,30,189520
ar,31,122142
ar,32,148688
ar,33,162061
ar,34,172512
ar,35,178642
ar,36,190930
ar,37,209298
ar,38,214521
ar,39,200893
ar,40,210907
ar,41,223568
ar,42,218612
ar,43,225308
ar,44,235712
ar,45,258178
ar,46,276064
ar,47,286607
ar,48,268856
ar,49,257005
ar,50,248513
ar,51,243095
ar,52,234860
ar,53,192924
ar-ae,1,29395
ar-ae,2,28467
ar-ae,3,29041
ar-ae,4,30416
ar-ae,5,31288
ar-ae,6,32084
ar-ae,7,36333
ar-ae,8,40649
ar-ae,9,41894
ar-ae,10,41926
ar-ae,11,46265
ar-ae,12,54944
ar-ae,13,59940
ar-ae,14,55516
ar-ae,15,60085
ar-ae,16,57614
ar-ae,17,45506
ar-ae,18,44809
ar-ae,19,71264
ar-ae,20,92199
ar-ae,21,72622
ar-ae,22,95572
ar-ae,23,87504
ar-ae,24,77920
ar-ae,25,67268
ar-ae,26,67298
ar-ae,27,66080
ar-ae,28,58772
ar-ae,29,53287
ar-ae,30,41638
ar-ae,31,29407
ar-ae,32,34361
ar-ae,33,36604
ar-ae,34,37585
ar-ae,35,37472
ar-ae,36,38766
ar-ae,37,39205
ar-ae,38,38337
ar-ae,39,36643
ar-ae,40,36432
ar-ae,41,39194
ar-ae,42,40009
ar-ae,43,41140
ar-ae,44,42115
ar-ae,45,44753
ar-ae,46,48178
ar-ae,47,50427
ar-ae,48,48652
ar-ae,49,52653
ar-ae,50,53022
ar-ae,51,53031
ar-ae,52,55240
ar-ae,53,46625
ar-ar,9,125
ar-ar,10,744
ar-ar,11,993
ar-ar,12,1685
ar-ar,13,2479
ar-ar,14,1469
ar-ar,15,2184
ar-ar,16,2139
ar-ar,17,1783
ar-ar,18,3212
ar-ar,19,3637
ar-ar,20,5911
ar-ar,21,5750
ar-ar,22,5415
ar-ar,23,6623
ar-ar,24,5808
ar-ar,25,4881
ar-ar,26,3859
ar-ar,27,2922
ar-ar,28,1916
ar-ar,29,1602
ar-ar,30,1214
ar-ar,31,1054
ar-ar,32,995
ar-ar,33,881
ar-ar,34,1052
ar-ar,35,694
ar-ar,36,945
ar-ar,37,766
ar-ar,38,552
ar-ar,39,1168
ar-ar,40,880
ar-ar,41,1029
ar-ar,42,764
ar-ar,43,954
ar-ar,44,804
ar-ar,45,1031
ar-ar,46,1007
ar-ar,47,1058
ar-ar,48,1333
ar-ar,49,1074
ar-ar,50,1234
ar-ar,51,1388
ar-ar,52,1729
ar-ar,53,1210
ar-bh,12,104
ar-bh,13,113
ar-bh,14,120
ar-bh,15,105
ar-bh,20,236
ar-bh,21,107
ar-bh,22,119
ar-bh,52,109
ar-dz,1,499
ar-dz,2,876
ar-dz,3,334
ar-dz,5,223
ar-dz,6,240
ar-dz,7,730
ar-dz,8,902
ar-dz,9,982
ar-dz,10,934
ar-dz,11,1168
ar-dz,12,1684
ar-dz,13,1358
ar-dz,14,1236
ar-dz,15,914
ar-dz,16,948
ar-dz,17,606
ar-dz,18,507
ar-dz,19,740
ar-dz,20,827
ar-dz,21,862
ar-dz,22,987
ar-dz,23,895
ar-dz,24,652
ar-dz,25,584
ar-dz,26,247
ar-dz,27,367
ar-dz,28,213
ar-dz,29,825
ar-dz,30,551
ar-dz,31,212
ar-dz,32,209
ar-dz,33,602
ar-dz,34,126
ar-dz,35,453
ar-dz,36,455
ar-dz,37,337
ar-dz,38,255
ar-dz,39,608
ar-dz,40,924
ar-dz,41,730
ar-dz,42,117
ar-dz,44,110
ar-dz,45,251
ar-dz,46,452
ar-dz,48,330
ar-dz,49,210
ar-dz,50,799
ar-dz,51,674
ar-dz,52,852
ar-dz,53,527
ar-eg,1,32915
ar-eg,2,30248
ar-eg,3,29183
ar-eg,4,27349
ar-eg,5,28087
ar-eg,6,28373
ar-eg,7,33587
ar-eg,8,39699
ar-eg,9,42200
ar-eg,10,45897
ar-eg,11,47697
ar-eg,12,56722
ar-eg,13,57831
ar-eg,14,55324
ar-eg,15,58247
ar-eg,16,55474
ar-eg,17,41151
ar-eg,18,47648
ar-eg,19,142886
ar-eg,20,220147
ar-eg,21,164783
ar-eg,22,226378
ar-eg,23,190465
ar-eg,24,129261
ar-eg,25,78668
ar-eg,26,53430
ar-eg,27,47103
ar-eg,28,43924
ar-eg,29,43434
ar-eg,30,37126
ar-eg,31,26128
ar-eg,32,31742
ar-eg,33,34771
ar-eg,34,34277
ar-eg,35,35061
ar-eg,36,35632
ar-eg,37,37013
ar-eg,38,35843
ar-eg,39,34815
ar-eg,40,34119
ar-eg,41,35692
ar-eg,42,36405
ar-eg,43,40658
ar-eg,44,45081
ar-eg,45,48923
ar-eg,46,54276
ar-eg,47,59267
ar-eg,48,58911
ar-eg,49,67280
ar-eg,50,65560
ar-eg,51,68845
ar-eg,52,70848
ar-eg,53,55182
ar-il,2,107
ar-il,3,103
ar-il,6,330
ar-il,7,472
ar-il,8,484
ar-il,9,580
ar-il,10,493
ar-il,11,462
ar-il,12,828
ar-il,13,947
ar-il,14,1112
ar-il,15,1073
ar-il,16,1215
ar-il,17,1096
ar-il,18,1193
ar-il,19,1656
ar-il,20,2069
ar-il,21,1342
ar-il,22,1950
ar-il,23,1587
ar-il,24,1241
ar-il,25,607
ar-il,26,581
ar-il,27,211
ar-il,28,212
ar-il,29,212
ar-il,32,104
ar-il,33,211
ar-il,37,102
ar-il,38,113
ar-il,39,223
ar-il,40,105
ar-il,41,455
ar-il,42,590
ar-il,43,471
ar-il,44,219
ar-il,45,620
ar-il,46,792
ar-il,47,337
ar-il,48,735
ar-il,49,912
ar-il,50,842
ar-il,51,960
ar-il,52,924
ar-il,53,487
ar-iq,1,3143
ar-iq,2,3320
ar-iq,3,3871
ar-iq,4,3867
ar-iq,5,3936
ar-iq,6,4402
ar-iq,7,4527
ar-iq,8,5200
ar-iq,9,5697
ar-iq,10,4606
ar-iq,11,5445
ar-iq,12,6939
ar-iq,13,9396
ar-iq,14,8140
ar-iq,15,9589
ar-iq,16,9771
ar-iq,17,7961
ar-iq,18,6610
ar-iq,19,6564
ar-iq,20,6389
ar-iq,21,5567
ar-iq,22,6172
ar-iq,23,8630
ar-iq,24,16805
ar-iq,25,20775
ar-iq,26,26065
ar-iq,27,25863
ar-iq,28,21957
ar-iq,29,18333
ar-iq,30,11394
ar-iq,31,7233
ar-iq,32,8117
ar-iq,33,8012
ar-iq,34,9315
ar-iq,35,10425
ar-iq,36,9591
ar-iq,37,8352
ar-iq,38,6560
ar-iq,39,5906
ar-iq,40,5539
ar-iq,41,5092
ar-iq,42,4896
ar-iq,43,4906
ar-iq,44,5028
ar-iq,45,4833
ar-iq,46,4968
ar-iq,47,4865
ar-iq,48,4949
ar-iq,49,5123
ar-iq,50,6109
ar-iq,51,7039
ar-iq,52,7737
ar-iq,53,7419
ar-jo,1,3411
ar-jo,2,3407
ar-jo,3,3116
ar-jo,4,2716
ar-jo,5,2878
ar-jo,6,3347
ar-jo,7,3989
ar-jo,8,4411
ar-jo,9,4928
ar-jo,10,5375
ar-jo,11,5491
ar-jo,12,6802
ar-jo,13,6388
ar-jo,14,6701
ar-jo,15,8331
ar-jo,16,8178
ar-jo,17,7669
ar-jo,18,8269
ar-jo,19,7560
ar-jo,20,6704
ar-jo,21,4635
ar-jo,22,5000
ar-jo,23,4986
ar-jo,24,4554
ar-jo,25,3682
ar-jo,26,3571
ar-jo,27,4066
ar-jo,28,4406
ar-jo,29,4965
ar-jo,30,5155
ar-jo,31,3810
ar-jo,32,4903
ar-jo,33,5254
ar-jo,34,5316
ar-jo,35,4079
ar-jo,36,3915
ar-jo,37,3417
ar-jo,38,3368
ar-jo,39,3266
ar-jo,40,3021
ar-jo,41,3692
ar-jo,42,3928
ar-jo,43,4970
ar-jo,44,5858
ar-jo,45,6088
ar-jo,46,5763
ar-jo,47,7026
ar-jo,48,7016
ar-jo,49,7171
ar-jo,50,7757
ar-jo,51,7648
ar-jo,52,7479
ar-jo,53,6763
ar-kw,6,225
ar-kw,7,240
ar-kw,8,109
ar-kw,9,231
ar-kw,10,105
ar-kw,11,458
ar-kw,12,705
ar-kw,13,943
ar-kw,14,944
ar-kw,15,642
ar-kw,16,567
ar-kw,18,113
ar-kw,19,699
ar-kw,20,893
ar-kw,21,493
ar-kw,22,1090
ar-kw,23,1002
ar-kw,24,552
ar-kw,34,268
ar-kw,45,101
ar-kw,51,241
ar-kw,52,211
ar-kw,53,118
ar-lb,1,104
ar-lb,5,121
ar-lb,11,358
ar-lb,12,324
ar-lb,13,424
ar-lb,14,345
ar-lb,15,330
ar-lb,17,103
ar-lb,49,229
ar-lb,50,689
ar-lb,51,762
ar-lb,52,210
ar-lb,53,109
ar-ly,1,1265
ar-ly,2,1163
ar-ly,3,1220
ar-ly,4,1384
ar-ly,5,1410
ar-ly,6,1423
ar-ly,7,1587
ar-ly,8,1840
ar-ly,9,1828
ar-ly,10,1926
ar-ly,11,1990
ar-ly,12,2207
ar-ly,13,2074
ar-ly,14,1778
ar-ly,15,1296
ar-ly,16,1099
ar-ly,17,507
ar-ly,18,935
ar-ly,19,995
ar-ly,20,947
ar-ly,21,589
ar-ly,22,1148
ar-ly,23,1220
ar-ly,24,1030
ar-ly,25,1105
ar-ly,26,1282
ar-ly,27,1225
ar-ly,28,1403
ar-ly,29,1408
ar-ly,30,1240
ar-ly,31,685
ar-ly,32,1220
ar-ly,33,1380
ar-ly,34,1263
ar-ly,35,1309
ar-ly,36,1447
ar-ly,37,1548
ar-ly,38,1626
ar-ly,39,1452
ar-ly,40,1538
ar-ly,41,1712
ar-ly,42,2025
ar-ly,43,2008
ar-ly,44,1965
ar-ly,45,2034
ar-ly,46,2397
ar-ly,47,2381
ar-ly,48,2198
ar-ly,49,2374
ar-ly,50,2467
ar-ly,51,2416
ar-ly,52,2707
ar-ly,53,2617
ar-ma,1,212
ar-ma,8,258
ar-ma,9,230
ar-ma,10,859
ar-ma,11,1195
ar-ma,12,1684
ar-ma,13,1200
ar-ma,14,1097
ar-ma,15,925
ar-ma,16,937
ar-ma,17,479
ar-ma,18,220
ar-ma,19,479
ar-ma,20,286
ar-ma,21,340
ar-ma,22,734
ar-ma,23,825
ar-ma,24,775
ar-ma,25,448
ar-ma,26,461
ar-ma,27,669
ar-ma,28,209
ar-ma,29,665
ar-ma,30,337
ar-ma,33,457
ar-ma,34,425
ar-ma,35,210
ar-ma,36,533
ar-ma,37,540
ar-ma,38,627
ar-ma,39,633
ar-ma,40,105
ar-ma,41,221
ar-ma,42,574
ar-ma,43,346
ar-ma,44,550
ar-ma,45,574
ar-ma,46,917
ar-ma,47,864
ar-ma,48,833
ar-ma,49,1001
ar-ma,50,970
ar-ma,51,1103
ar-ma,52,1172
ar-ma,53,1089
ar-om,1,606
ar-om,2,116
ar-om,3,104
ar-om,4,970
ar-om,5,999
ar-om,6,1311
ar-om,7,1485
ar-om,8,1376
ar-om,9,1464
ar-om,10,1622
ar-om,11,1522
ar-om,12,1747
ar-om,13,1646
ar-om,14,1730
ar-om,15,2119
ar-om,16,1818
ar-om,17,2304
ar-om,18,2548
ar-om,19,2996
ar-om,20,3090
ar-om,21,2015
ar-om,22,1688
ar-om,23,1610
ar-om,24,1236
ar-om,25,1015
ar-om,26,1145
ar-om,27,1143
ar-om,28,1128
ar-om,29,1063
ar-om,30,934
ar-om,31,394
ar-om,32,472
ar-om,33,765
ar-om,34,511
ar-om,35,212
ar-om,36,476
ar-om,37,318
ar-om,38,601
ar-om,39,1000
ar-om,40,1024
ar-om,41,1403
ar-om,42,1605
ar-om,43,1688
ar-om,44,1452
ar-om,45,1551
ar-om,46,1522
ar-om,47,1514
ar-om,48,1294
ar-om,49,1516
ar-om,50,1494
ar-om,51,1475
ar-om,52,1297
ar-om,53,1183
ar-ps,7,104
ar-ps,8,788
ar-ps,9,870
ar-ps,10,256
ar-ps,11,352
ar-ps,12,787
ar-ps,13,779
ar-ps,14,1135
ar-ps,15,1365
ar-ps,16,1561
ar-ps,17,1479
ar-ps,18,1446
ar-ps,19,1526
ar-ps,20,1451
ar-ps,21,1112
ar-ps,22,1303
ar-ps,23,1189
ar-ps,24,625
ar-ps,26,456
ar-ps,27,214
ar-ps,28,237
ar-ps,32,102
ar-ps,33,102
ar-ps,36,101
ar-ps,37,229
ar-ps,38,109
ar-ps,39,552
ar-ps,40,325
ar-ps,41,731
ar-ps,42,501
ar-ps,43,875
ar-ps,44,1058
ar-ps,45,922
ar-ps,46,896
ar-ps,47,1159
ar-ps,48,1063
ar-ps,49,1080
ar-ps,50,1078
ar-ps,51,1250
ar-ps,52,1070
ar-ps,53,975
ar-qa,15,102
ar-qa,23,103
ar-qa,46,119
ar-sa,1,7095
ar-sa,2,6673
ar-sa,3,7404
ar-sa,4,9340
ar-sa,5,11366
ar-sa,6,12797
ar-sa,7,13868
ar-sa,8,14965
ar-sa,9,14486
ar-sa,10,13928
ar-sa,11,16841
ar-sa,12,24077
ar-sa,13,25099
ar-sa,14,23972
ar-sa,15,25024
ar-sa,16,21859
ar-sa,17,14119
ar-sa,18,13279
ar-sa,19,13880
ar-sa,20,13804
ar-sa,21,10173
ar-sa,22,13765
ar-sa,23,13780
ar-sa,24,11771
ar-sa,25,10334
ar-sa,26,9089
ar-sa,27,9089
ar-sa,28,9422
ar-sa,29,8642
ar-sa,30,7794
ar-sa,31,5573
ar-sa,32,6400
ar-sa,33,7311
ar-sa,34,7678
ar-sa,35,7431
ar-sa,36,8367
ar-sa,37,9108
ar-sa,38,10475
ar-sa,39,9769
ar-sa,40,10771
ar-sa,41,11345
ar-sa,42,10977
ar-sa,43,11027
ar-sa,44,11231
ar-sa,45,11764
ar-sa,46,13380
ar-sa,47,13226
ar-sa,48,12547
ar-sa,49,11978
ar-sa,50,10981
ar-sa,51,10539
ar-sa,52,11995
ar-sa,53,8832
ar-sd,1,2059
ar-sd,2,2347
ar-sd,3,2213
ar-sd,4,2403
ar-sd,5,2642
ar-sd,6,2530
ar-sd,7,2633
ar-sd,8,2583
ar-sd,9,2639
ar-sd,10,2441
ar-sd,11,2613
ar-sd,12,1847
ar-sd,13,1704
ar-sd,14,1265
ar-sd,15,1349
ar-sd,16,1011
ar-sd,17,717
ar-sd,18,1167
ar-sd,19,999
ar-sd,20,832
ar-sd,21,897
ar-sd,22,1487
ar-sd,23,1221
ar-sd,24,1295
ar-sd,25,1191
ar-sd,26,1177
ar-sd,27,1352
ar-sd,28,1530
ar-sd,29,1593
ar-sd,30,1395
ar-sd,31,748
ar-sd,32,1304
ar-sd,33,1526
ar-sd,34,1921
ar-sd,35,1992
ar-sd,36,2372
ar-sd,37,2567
ar-sd,38,2816
ar-sd,39,3032
ar-sd,40,3319
ar-sd,41,3467
ar-sd,42,3859
ar-sd,43,3687
ar-sd,44,3764
ar-sd,45,4006
ar-sd,46,5089
ar-sd,47,4404
ar-sd,48,4068
ar-sd,49,4114
ar-sd,50,3775
ar-sd,51,3459
ar-sd,52,3551
ar-sd,53,3294
ar-sy,1,1117
ar-sy,2,1197
ar-sy,3,1134
ar-sy,4,1167
ar-sy,5,1111
ar-sy,6,1131
ar-sy,7,1234
ar-sy,8,1421
ar-sy,9,1602
ar-sy,10,1645
ar-sy,11,2094
ar-sy,12,2725
ar-sy,13,3378
ar-sy,14,2370
ar-sy,15,1960
ar-sy,16,1722
ar-sy,17,1478
ar-sy,18,1596
ar-sy,19,1650
ar-sy,20,1431
ar-sy,21,1384
ar-sy,22,1477
ar-sy,23,1548
ar-sy,24,1583
ar-sy,25,1635
ar-sy,26,1801
ar-sy,27,1850
ar-sy,28,1784
ar-sy,29,1628
ar-sy,30,1551
ar-sy,31,1126
ar-sy,32,1434
ar-sy,33,1513
ar-sy,34,1459
ar-sy,35,1258
ar-sy,36,1326
ar-sy,37,1455
ar-sy,38,1286
ar-sy,39,1489
ar-sy,40,1307
ar-sy,41,1557
ar-sy,42,1538
ar-sy,43,1484
ar-sy,44,1492
ar-sy,45,1651
ar-sy,46,1800
ar-sy,47,1752
ar-sy,48,1734
ar-sy,49,1858
ar-sy,50,2280
ar-sy,51,1673
ar-sy,52,1480
ar-sy,53,1404
ar-us,8,705
ar-us,9,241
ar-us,10,371
ar-us,11,734
ar-us,12,1356
ar-us,13,1097
ar-us,14,952
ar-us,15,885
ar-us,16,906
ar-us,17,352
ar-us,18,433
ar-us,19,997
ar-us,20,1402
ar-us,21,848
ar-us,22,1420
ar-us,23,1193
ar-us,24,898
ar-us,25,871
ar-us,26,857
ar-us,27,868
ar-us,28,893
ar-us,29,343
ar-us,30,216
ar-us,31,102
ar-us,33,127
ar-us,34,105
ar-us,36,311
ar-us,37,102
ar-us,38,227
ar-us,39,682
ar-us,40,475
ar-us,41,853
ar-us,42,831
ar-us,43,822
ar-us,44,959
ar-us,45,1003
ar-us,46,1125
ar-us,47,1184
ar-us,48,1131
ar-us,49,1263
ar-us,50,1484
ar-us,51,1202
ar-us,52,1246
ar-us,53,1009
ar-ye,1,1590
ar-ye,2,709
ar-ye,3,901
ar-ye,4,1333
ar-ye,5,1198
ar-ye,6,957
ar-ye,7,1251
ar-ye,8,2329
ar-ye,9,2222
ar-ye,10,2244
ar-ye,11,2468
ar-ye,12,2332
ar-ye,13,2004
ar-ye,14,1995
ar-ye,15,1900
ar-ye,16,1659
ar-ye,17,1231
ar-ye,18,1416
ar-ye,19,1650
ar-ye,20,1673
ar-ye,21,1448
ar-ye,22,1876
ar-ye,23,1650
ar-ye,24,1720
ar-ye,25,1519
ar-ye,26,1615
ar-ye,27,1536
ar-ye,28,1790
ar-ye,29,1823
ar-ye,30,1720
ar-ye,31,1059
ar-ye,32,1306
ar-ye,33,1852
ar-ye,34,2140
ar-ye,35,2256
ar-ye,36,1981
ar-ye,37,2264
ar-ye,38,2125
ar-ye,39,2215
ar-ye,40,2228
ar-ye,41,2216
ar-ye,42,2323
ar-ye,43,2300
ar-ye,44,2339
ar-ye,45,2552
ar-ye,46,2563
ar-ye,47,2684
ar-ye,48,2573
ar-ye,49,2648
ar-ye,50,2854
ar-ye,51,3205
ar-ye,52,3145
ar-ye,53,2728
az,13,121
az,21,101
az,47,102
az,48,104
az,49,335
az,50,344
az,51,768
az,52,700
az,53,114
az-az,1,809
az-az,2,996
az-az,3,967
az-az,4,924
az-az,5,1083
az-az,6,1076
az-az,7,876
az-az,8,1083
az-az,9,1541
az-az,10,1381
az-az,11,2332
az-az,12,3125
az-az,13,3460
az-az,14,1639
az-az,15,1260
az-az,16,1116
az-az,17,1157
az-az,18,1116
az-az,19,990
az-az,20,946
az-az,21,1052
az-az,22,879
az-az,23,895
az-az,24,645
az-az,25,561
az-az,26,924
az-az,27,883
az-az,28,716
az-az,29,309
az-az,30,581
az-az,31,589
az-az,32,336
az-az,33,622
az-az,34,320
az-az,35,322
az-az,36,548
az-az,37,458
az-az,38,557
az-az,39,737
az-az,40,126
az-az,41,1100
az-az,42,1243
az-az,43,1121
az-az,44,1220
az-az,45,1236
az-az,46,896
az-az,47,1007
az-az,48,1176
az-az,49,1271
az-az,50,1345
az-az,51,1435
az-az,52,1483
az-az,53,1301
bg,1,4403
bg,2,5753
bg,3,6164
bg,4,6345
bg,5,7306
bg,6,7318
bg,7,6673
bg,8,6602
bg,9,9709
bg,10,9345
bg,11,20286
bg,12,18083
bg,13,12463
bg,14,10148
bg,15,8695
bg,16,7391
bg,17,8170
bg,18,7640
bg,19,6892
bg,20,6685
bg,21,6570
bg,22,6389
bg,23,6025
bg,24,6128
bg,25,6128
bg,26,6132
bg,27,5826
bg,28,5391
bg,29,5653
bg,30,5618
bg,31,5559
bg,32,5459
bg,33,5525
bg,34,5492
bg,35,5388
bg,36,5456
bg,37,5877
bg,38,5843
bg,39,5710
bg,40,5992
bg,41,6746
bg,42,7240
bg,43,7381
bg,44,7503
bg,45,7519
bg,46,8056
bg,47,7908
bg,48,7760
bg,49,7891
bg,50,8446
bg,51,7939
bg,52,6221
bg,53,6206
bg-bg,1,12304
bg-bg,2,15727
bg-bg,3,16421
bg-bg,4,17114
bg-bg,5,18765
bg-bg,6,18842
bg-bg,7,17421
bg-bg,8,17168
bg-bg,9,27599
bg-bg,10,25369
bg-bg,11,53854
bg-bg,12,48900
bg-bg,13,34615
bg-bg,14,29385
bg-bg,15,24283
bg-bg,16,20858
bg-bg,17,23193
bg-bg,18,22644
bg-bg,19,20545
bg-bg,20,20487
bg-bg,21,19492
bg-bg,22,19719
bg-bg,23,17663
bg-bg,24,17135
bg-bg,25,16238
bg-bg,26,16464
bg-bg,27,14746
bg-bg,28,13775
bg-bg,29,13814
bg-bg,30,14058
bg-bg,31,13111
bg-bg,32,13323
bg-bg,33,12717
bg-bg,34,13317
bg-bg,35,12890
bg-bg,36,12792
bg-bg,37,13345
bg-bg,38,13969
bg-bg,39,14446
bg-bg,40,14447
bg-bg,41,16174
bg-bg,42,17075
bg-bg,43,18550
bg-bg,44,19542
bg-bg,45,20837
bg-bg,46,22144
bg-bg,47,22253
bg-bg,48,22231
bg-bg,49,22705
bg-bg,50,23795
bg-bg,51,22655
bg-bg,52,17921
bg-bg,53,19002
bn,1,424
bn,2,453
bn,3,342
bn,4,743
bn,5,903
bn,6,989
bn,7,1113
bn,8,1055
bn,9,1081
bn,10,1313
bn,11,1441
bn,12,1763
bn,13,1663
bn,14,1315
bn,15,1251
bn,16,1272
bn,17,1198
bn,18,1099
bn,19,954
bn,20,1075
bn,21,933
bn,22,1112
bn,23,1067
bn,24,824
bn,25,888
bn,26,977
bn,27,889
bn,28,989
bn,29,986
bn,30,1064
bn,31,691
bn,32,866
bn,33,907
bn,34,991
bn,35,923
bn,36,939
bn,37,935
bn,38,1043
bn,39,1090
bn,40,1020
bn,41,971
bn,42,951
bn,43,707
bn,44,887
bn,45,915
bn,46,984
bn,47,1006
bn,48,1018
bn,49,947
bn,50,1070
bn,51,1007
bn,52,931
bn,53,921
bn-bd,1,144
bn-bd,11,323
bn-bd,12,696
bn-bd,13,1014
bn-bd,14,465
bn-bd,15,685
bn-bd,16,248
bn-bd,17,323
bn-bd,18,107
bn-bd,19,103
bn-bd,20,106
bn-bd,22,109
bn-bd,23,210
bn-bd,24,111
bn-bd,27,580
bn-bd,28,750
bn-bd,29,248
bn-bd,37,325
bn-bd,39,113
bn-bd,44,105
bn-bd,47,203
bn-bd,49,204
bn-bd,50,624
bn-bd,51,222
bn-bd,53,435
bn-in,1,102
bn-in,2,101
bn-in,7,103
bn-in,10,206
bn-in,11,432
bn-in,12,994
bn-in,13,1011
bn-in,14,796
bn-in,15,708
bn-in,16,325
bn-in,17,103
bn-in,18,225
bn-in,19,104
bn-in,20,314
bn-in,22,101
bn-in,23,222
bn-in,24,104
bn-in,26,213
bn-in,27,103
bn-in,28,103
bn-in,29,361
bn-in,30,204
bn-in,32,110
bn-in,40,124
bn-in,41,318
bn-in,42,286
bn-in,43,102
bn-in,45,109
bn-in,49,313
bn-in,50,104
bn-in,51,470
bn-in,52,575
bn-in,53,116
bs,18,538
bs,19,102
bs,20,436
bs,21,435
bs,23,204
bs,24,102
bs,25,209
bs,26,107
bs,27,238
bs,28,331
bs,29,550
bs,30,125
bs,31,343
bs,32,315
bs,33,116
bs,34,107
bs,35,533
bs,36,623
bs,37,345
bs,38,216
bs,39,441
bs,40,107
bs,41,102
bs,42,482
bs,43,830
bs,44,976
bs,45,720
bs,46,821
bs,47,858
bs,48,964
bs,49,927
bs,50,1048
bs,51,845
bs,52,1017
bs,53,831
bs-ba,1,466
bs-ba,2,881
bs-ba,3,965
bs-ba,4,1089
bs-ba,5,1336
bs-ba,6,1138
bs-ba,7,1028
bs-ba,8,963
bs-ba,9,1333
bs-ba,10,1267
bs-ba,11,2755
bs-ba,12,3230
bs-ba,13,2485
bs-ba,14,1962
bs-ba,15,1566
bs-ba,16,1393
bs-ba,17,1443
bs-ba,18,1345
bs-ba,19,1198
bs-ba,20,1133
bs-ba,21,970
bs-ba,22,1113
bs-ba,23,1168
bs-ba,24,838
bs-ba,25,939
bs-ba,26,1164
bs-ba,27,1123
bs-ba,28,1123
bs-ba,29,1282
bs-ba,30,1173
bs-ba,31,1034
bs-ba,32,1025
bs-ba,33,1003
bs-ba,34,1012
bs-ba,35,1040
bs-ba,36,1042
bs-ba,37,1210
bs-ba,38,1042
bs-ba,39,1318
bs-ba,40,1160
bs-ba,41,1149
bs-ba,42,1298
bs-ba,43,1433
bs-ba,44,1627
bs-ba,45,1504
bs-ba,46,1585
bs-ba,47,1639
bs-ba,48,1682
bs-ba,49,1652
bs-ba,50,1859
bs-ba,51,1667
bs-ba,52,1722
bs-ba,53,1606
c,1,29807
c,2,69148
c,3,59309
c,4,40033
c,5,37101
c,6,40385
c,7,31060
c,8,25738
c,9,31076
c,10,29529
c,11,30595
c,12,29801
c,13,35680
c,14,30341
c,15,31581
c,16,25766
c,17,20810
c,18,15979
c,19,13404
c,20,15125
c,21,12729
c,22,9428
c,23,12339
c,24,10537
c,25,9088
c,26,9802
c,27,9558
c,28,23279
c,29,22027
c,30,25146
c,31,69469
c,32,28915
c,33,23106
c,34,14145
c,35,25569
c,36,44186
c,37,33717
c,38,40800
c,39,26448
c,40,22031
c,41,24367
c,42,22389
c,43,46415
c,44,30662
c,45,41010
c,46,47998
c,47,50873
c,48,24747
c,49,52215
c,50,46640
c,51,40857
c,52,28259
c,53,20522
ca,1,17493
ca,2,26810
ca,3,30614
ca,4,28546
ca,5,30629
ca,6,30739
ca,7,30191
ca,8,29714
ca,9,31783
ca,10,32411
ca,11,40544
ca,12,31440
ca,13,30268
ca,14,29677
ca,15,27840
ca,16,31577
