language,week,visits
en-pk,9,1901
en-pk,10,6745
en-pk,11,8384
en-pk,12,8776
en-pk,13,9564
en-pk,14,9552
en-pk,15,10280
en-pk,16,10512
en-pk,17,10289
en-pk,18,9443
en-pk,19,9279
en-pk,20,9364
en-pk,21,8805
en-pk,22,6888
en-pk,23,5095
en-pk,24,8412
en-pk,25,9158
en-pk,26,8647
en-pk,27,8315
en-pk,28,8774
en-pk,29,9009
en-pk,30,8725
en-pk,31,8751
en-pk,32,7186
en-pk,33,5918
en-pk,34,9154
en-pk,35,9333
en-pk,36,9344
en-pk,37,9409
en-pk,38,11080
en-pk,39,11178
en-pk,40,11184
en-pk,41,12285
en-pk,42,12290
en-pk,43,12547
en-pk,44,11456
en-pk,45,11558
en-pk,46,12208
en-pk,47,12626
en-pk,48,12400
en-pk,49,12690
en-pk,50,12103
en-pk,51,10852
en-pk,52,10075
en-pr,2,112
en-pr,3,680
en-pr,4,897
en-pr,5,855
en-pr,6,1163
en-pr,7,1314
en-pr,8,1272
en-pr,9,1320
en-pr,10,1537
en-pr,11,1500
en-pr,12,1618
en-pr,13,1882
en-pr,14,1695
en-pr,15,1945
en-pr,16,1623
en-pr,17,1672
en-pr,18,1916
en-pr,19,1724
en-pr,20,1380
en-pr,21,988
en-pr,22,846
en-pr,23,1026
en-pr,24,1023
en-pr,25,879
en-pr,26,852
en-pr,27,415
en-pr,28,858
en-pr,29,647
en-pr,30,497
en-pr,31,527
en-pr,32,890
en-pr,33,1090
en-pr,34,1425
en-pr,35,1248
en-pr,36,1541
en-pr,37,1706
en-pr,38,1847
en-pr,39,1731
en-pr,40,2198
en-pr,41,1830
en-pr,42,2007
en-pr,43,2172
en-pr,44,2116
en-pr,45,1840
en-pr,46,1789
en-pr,47,1771
en-pr,48,1722
en-pr,49,2292
en-pr,50,1736
en-pr,51,799
en-pr,52,118
en-sa,36,108
en-sa,37,212
en-sa,38,116
en-sa,39,229
en-sa,40,662
en-sa,41,775
en-sa,42,885
en-sa,43,962
en-sa,44,953
en-sa,45,884
en-sa,46,1079
en-sa,47,1012
en-sa,48,1020
en-sa,49,1067
en-sa,50,935
en-sa,51,928
en-sa,52,999
en-sd,13,106
en-sd,29,314
en-sd,30,428
en-sd,31,117
en-sd,32,215
en-sd,34,381
en-sd,35,326
en-sd,36,844
en-sd,37,990
en-sd,38,1045
en-sd,39,1072
en-sd,40,1144
en-sd,41,1086
en-sd,42,1158
en-sd,43,1221
en-sd,44,1146
en-sd,45,1251
en-sd,46,1233
en-sd,47,1286
en-sd,48,1200
en-sd,49,1283
en-sd,50,1135
en-sd,51,1187
en-sd,52,1215
en-se,10,1204
en-se,11,1639
en-se,12,1852
en-se,13,1708
en-se,14,1704
en-se,15,1779
en-se,16,1450
en-se,17,1626
en-se,18,1607
en-se,19,1884
en-se,20,1892
en-se,21,1870
en-se,22,1547
en-se,23,1571
en-se,24,1537
en-se,25,1294
en-se,26,1273
en-se,27,1277
en-se,28,1059
en-se,29,1200
en-se,30,964
en-se,31,1219
en-se,32,1200
en-se,33,1421
en-se,34,1536
en-se,35,1623
en-se,36,1865
en-se,37,1934
en-se,38,1913
en-se,39,1909
en-se,40,2106
en-se,41,2218
en-se,42,2220
en-se,43,2126
en-se,44,2121
en-se,45,2272
en-se,46,2256
en-se,47,2526
en-se,48,2294
en-se,49,2189
en-se,50,2203
en-se,51,2078
en-se,52,1119
en-sg,1,24705
en-sg,2,30584
en-sg,3,30046
en-sg,4,30307
en-sg,5,29930
en-sg,6,28447
en-sg,7,31301
en-sg,8,31144
en-sg,9,31046
en-sg,10,75260
en-sg,11,91192
en-sg,12,98096
en-sg,13,100384
en-sg,14,99317
en-sg,15,101544
en-sg,16,96084
en-sg,17,99766
en-sg,18,95886
en-sg,19,99881
en-sg,20,96083
en-sg,21,94738
en-sg,22,89772
en-sg,23,79876
en-sg,24,84374
en-sg,25,86404
en-sg,26,89997
en-sg,27,91294
en-sg,28,95426
en-sg,29,96650
en-sg,30,97903
en-sg,31,97034
en-sg,32,85565
en-sg,33,93468
en-sg,34,97141
en-sg,35,95329
en-sg,36,95494
en-sg,37,97462
en-sg,38,99477
en-sg,39,99590
en-sg,40,98144
en-sg,41,102170
en-sg,42,102625
en-sg,43,96494
en-sg,44,100395
en-sg,45,103579
en-sg,46,99312
en-sg,47,96718
en-sg,48,93068
en-sg,49,90341
en-sg,50,83891
en-sg,51,75445
en-sg,52,70274
en-si,43,126
en-si,45,106
en-th,38,208
en-th,40,203
en-th,41,372
en-th,43,109
en-th,44,448
en-th,45,224
en-th,46,231
en-th,47,447
en-th,48,464
en-th,49,231
en-th,50,212
en-th,51,111
en-th,52,353
en-tt,3,349
en-tt,4,124
en-tt,5,207
en-tt,6,337
en-tt,7,334
en-tt,8,447
en-tt,9,349
en-tt,10,1399
en-tt,11,1781
en-tt,12,1756
en-tt,13,1975
en-tt,14,1866
en-tt,15,1740
en-tt,16,1587
en-tt,17,1638
en-tt,18,1527
en-tt,19,1240
en-tt,20,1256
en-tt,21,964
en-tt,22,921
en-tt,23,1038
en-tt,24,1094
en-tt,25,1095
en-tt,26,1107
en-tt,27,1126
en-tt,28,1077
en-tt,29,974
en-tt,30,847
en-tt,31,508
en-tt,32,689
en-tt,33,768
en-tt,34,807
en-tt,35,847
en-tt,36,1119
en-tt,37,1348
en-tt,38,1672
en-tt,39,1506
en-tt,40,1867
en-tt,41,2003
en-tt,42,1942
en-tt,43,1762
en-tt,44,2067
en-tt,45,1865
en-tt,46,2041
en-tt,47,1966
en-tt,48,1701
en-tt,49,1282
en-tt,50,1147
en-tt,51,415
en-tz,22,108
en-tz,44,104
en-tz,46,212
en-tz,47,234
en-tz,48,227
en-tz,49,122
en-tz,50,231
en-tz,51,105
en-ug,11,125
en-ug,12,216
en-ug,13,124
en-ug,14,239
en-ug,15,345
en-ug,16,101
en-ug,17,366
en-ug,19,215
en-ug,20,123
en-ug,26,111
en-ug,34,101
en-ug,36,533
en-ug,37,555
en-ug,38,353
en-ug,39,744
en-ug,40,391
en-ug,41,467
en-ug,42,682
en-ug,43,684
en-ug,44,669
en-ug,45,765
en-ug,46,656
en-ug,47,668
en-ug,48,454
en-ug,49,482
en-ug,50,406
en-ug,51,103
en-us,1,16475265
en-us,2,22686771
en-us,3,22936361
en-us,4,22539416
en-us,5,24144460
en-us,6,24500607
en-us,7,23874465
en-us,8,23387470
en-us,9,24484829
en-us,10,41805055
en-us,11,45987468
en-us,12,48305372
en-us,13,49184546
en-us,14,49200041
en-us,15,50069014
en-us,16,46747504
en-us,17,48263543
en-us,18,48092280
en-us,19,45920860
en-us,20,45957897
en-us,21,42968202
en-us,22,40293668
en-us,23,41088540
en-us,24,41447045
en-us,25,41378521
en-us,26,41798440
en-us,27,36641543
en-us,28,41202441
en-us,29,41083235
en-us,30,40342688
en-us,31,39553835
en-us,32,39126946
en-us,33,39414090
en-us,34,40749570
en-us,35,41390127
en-us,36,41813062
en-us,37,47230357
en-us,38,48056646
en-us,39,50120531
en-us,40,49415916
en-us,41,49036430
en-us,42,50447026
en-us,43,51385939
en-us,44,52063632
en-us,45,54333933
en-us,46,53608427
en-us,47,54634933
en-us,48,43634784
en-us,49,55252457
en-us,50,51419718
en-us,51,37935740
en-us,52,29292150
en-vi,13,110
en-vi,16,117
en-vi,17,103
en-vi,18,118
en-vi,39,135
en-vi,40,328
en-vi,41,232
en-vi,42,359
en-vi,43,451
en-vi,44,445
en-vi,45,103
en-vi,46,475
en-vi,47,246
en-vi,48,310
en-vi,49,451
en-vi,50,454
en-xa,50,102
en-za,1,11147
en-za,2,17580
en-za,3,18548
en-za,4,19225
en-za,5,20171
en-za,6,22406
en-za,7,22238
en-za,8,25515
en-za,9,24657
en-za,10,65506
en-za,11,76211
en-za,12,69423
en-za,13,80015
en-za,14,87424
en-za,15,93476
en-za,16,77115
en-za,17,86399
en-za,18,87674
en-za,19,85228
en-za,20,90528
en-za,21,82694
en-za,22,76460
en-za,23,75195
en-za,24,68747
en-za,25,65700
en-za,26,64272
en-za,27,67403
en-za,28,77918
en-za,29,85477
en-za,30,89504
en-za,31,100823
en-za,32,102082
en-za,33,113277
en-za,34,109196
en-za,35,104598
en-za,36,98396
en-za,37,100119
en-za,38,90196
en-za,39,81711
en-za,40,96199
en-za,41,101135
en-za,42,96759
en-za,43,90226
en-za,44,85400
en-za,45,87634
en-za,46,84383
en-za,47,79601
en-za,48,68315
en-za,49,66498
en-za,50,56388
en-za,51,51178
en-za,52,44318
en-zg,4,102
en-zg,5,213
en-zg,6,501
en-zg,7,358
en-zg,9,222
en-zg,10,2272
en-zg,11,2560
en-zg,12,2429
en-zg,13,2315
en-zg,14,2165
en-zg,15,1981
en-zg,16,2683
en-zg,17,2506
en-zg,18,2186
en-zg,19,2532
en-zg,20,2835
en-zg,21,2907
en-zg,22,2737
en-zg,23,2693
en-zg,24,3166
en-zg,25,3460
en-zg,26,3232
en-zg,27,3323
en-zg,28,3296
en-zg,29,3336
en-zg,30,3874
en-zg,31,3789
en-zg,32,3608
en-zg,33,3578
en-zg,34,4516
en-zg,35,3736
en-zg,36,3972
en-zg,37,3921
en-zg,38,3479
en-zg,39,3405
en-zg,40,2488
en-zg,41,2010
en-zg,42,2101
en-zg,43,2048
en-zg,44,1965
en-zg,45,1839
en-zg,46,1646
en-zg,47,1551
en-zg,48,1762
en-zg,49,1725
en-zg,50,1664
en-zg,51,1532
en-zg,52,1301
en-zm,10,230
en-zm,11,587
en-zm,12,709
en-zm,13,638
en-zm,14,600
en-zm,15,810
en-zm,16,396
en-zm,17,501
en-zm,18,758
en-zm,19,370
en-zm,20,589
en-zm,21,577
en-zm,22,520
en-zm,23,481
en-zm,24,477
en-zm,25,364
en-zm,26,496
en-zm,27,234
en-zm,28,429
en-zm,29,492
en-zm,30,514
en-zm,31,677
en-zm,32,628
en-zm,33,836
en-zm,34,877
en-zm,35,988
en-zm,36,572
en-zm,37,681
en-zm,38,798
en-zm,39,633
en-zm,40,624
en-zm,41,1030
en-zm,42,809
en-zm,43,720
en-zm,44,579
en-zm,45,891
en-zm,46,988
en-zm,47,770
en-zm,48,579
en-zm,49,721
en-zm,50,513
en-zm,51,264
en-zm,52,101
en-zw,5,108
en-zw,7,105
en-zw,9,312
en-zw,10,1418
en-zw,11,1950
en-zw,12,1939
en-zw,13,1937
en-zw,14,1963
en-zw,15,1760
en-zw,16,1592
en-zw,17,1847
en-zw,18,1576
en-zw,19,1604
en-zw,20,1595
en-zw,21,1474
en-zw,22,1477
en-zw,23,1291
en-zw,24,1176
en-zw,25,1053
en-zw,26,881
en-zw,27,951
en-zw,28,1150
en-zw,29,996
en-zw,30,1157
en-zw,31,1053
en-zw,32,959
en-zw,33,990
en-zw,34,1313
en-zw,35,1378
en-zw,36,1488
en-zw,37,1647
en-zw,38,1771
en-zw,39,1971
en-zw,40,1807
en-zw,41,1727
en-zw,42,1805
en-zw,43,1683
en-zw,44,1553
en-zw,45,1640
en-zw,46,1473
en-zw,47,1328
en-zw,48,1140
en-zw,49,983
en-zw,50,708
en-zw,51,670
es,1,572205
es,2,787776
es,3,821724
es,4,819663
es,5,826061
es,6,837186
es,7,835194
es,8,854557
es,9,806896
es,10,854889
es,11,988006
es,12,1083264
es,13,1099205
es,14,1124606
es,15,1062870
es,16,872078
es,17,982528
es,18,955749
es,19,1023514
es,20,1028385
es,21,1008086
es,22,962610
es,23,982108
es,24,994655
es,25,949322
es,26,914229
es,27,906801
es,28,921364
es,29,903290
es,30,911988
es,31,912027
es,32,911651
es,33,924875
es,34,989264
es,35,1015987
es,36,955997
es,37,895893
es,38,902809
es,39,968682
es,40,982710
es,41,999640
es,42,965330
es,43,966858
es,44,963068
es,45,1017748
es,46,995840
es,47,995389
es,48,952475
es,49,886678
es,50,875564
es,51,742754
es,52,656446
es-419,1,1722338
es-419,2,2350282
es-419,3,2372693
es-419,4,2426658
es-419,5,2458158
es-419,6,2581573
es-419,7,2546761
es-419,8,2692615
es-419,9,2677554
es-419,10,2761905
es-419,11,3138552
es-419,12,3408259
es-419,13,3600496
es-419,14,3613891
es-419,15,3421843
es-419,16,2747879
es-419,17,3148552
es-419,18,3108469
es-419,19,3204190
es-419,20,3350262
es-419,21,3330859
es-419,22,3223759
es-419,23,3254268
es-419,24,3276499
es-419,25,3183351
es-419,26,3126553
es-419,27,3045050
es-419,28,3110009
es-419,29,3063581
es-419,30,3052933
es-419,31,3088170
es-419,32,3134650
es-419,33,3214759
es-419,34,3222357
es-419,35,3247898
es-419,36,3295593
es-419,37,3235082
es-419,38,3161926
es-419,39,3492330
es-419,40,3400349
es-419,41,3494876
es-419,42,3480047
es-419,43,3389728
es-419,44,3179137
es-419,45,3450229
es-419,46,3302924
es-419,47,3278493
es-419,48,3144247
es-419,49,2927389
es-419,50,2682561
es-419,51,2170359
es-419,52,2022404
es-ar,1,80232
es-ar,2,104143
es-ar,3,105297
es-ar,4,107240
es-ar,5,109519
es-ar,6,113802
es-ar,7,113391
es-ar,8,118769
es-ar,9,116387
es-ar,10,119985
es-ar,11,150654
es-ar,12,164822
es-ar,13,174846
es-ar,14,175941
es-ar,15,180188
es-ar,16,158871
es-ar,17,184892
es-ar,18,176436
es-ar,19,188346
es-ar,20,195829
es-ar,21,191618
es-ar,22,188353
es-ar,23,197604
es-ar,24,204397
es-ar,25,193604
es-ar,26,199169
es-ar,27,190263
es-ar,28,189008
es-ar,29,189184
es-ar,30,190711
es-ar,31,194110
es-ar,32,197610
es-ar,33,195645
es-ar,34,206061
es-ar,35,212223
es-ar,36,207348
es-ar,37,208061
es-ar,38,202043
es-ar,39,218794
es-ar,40,218209
es-ar,41,219038
es-ar,42,217163
es-ar,43,217235
es-ar,44,216413
es-ar,45,224149
es-ar,46,223359
es-ar,47,218414
es-ar,48,207527
es-ar,49,193987
es-ar,50,185404
es-ar,51,163771
es-ar,52,153138
es-bo,1,5935
es-bo,2,7929
es-bo,3,7916
es-bo,4,7985
es-bo,5,7995
es-bo,6,8797
es-bo,7,9596
es-bo,8,10382
es-bo,9,9832
es-bo,10,10118
es-bo,11,13448
es-bo,12,14330
es-bo,13,15511
es-bo,14,15320
es-bo,15,14906
es-bo,16,13885
es-bo,17,15349
es-bo,18,14542
es-bo,19,15598
es-bo,20,15485
es-bo,21,14914
es-bo,22,15065
es-bo,23,14951
es-bo,24,15898
es-bo,25,13000
es-bo,26,14373
es-bo,27,13755
es-bo,28,12985
es-bo,29,12498
es-bo,30,13108
es-bo,31,13663
es-bo,32,13605
es-bo,33,15555
es-bo,34,15930
es-bo,35,16087
es-bo,36,16428
es-bo,37,15714
es-bo,38,14735
es-bo,39,15667
es-bo,40,15987
es-bo,41,16460
es-bo,42,16876
es-bo,43,13046
es-bo,44,12206
es-bo,45,12986
es-bo,46,11404
es-bo,47,14388
es-bo,48,14811
es-bo,49,12895
es-bo,50,12177
es-bo,51,10443
es-bo,52,10009
es-cl,1,40317
es-cl,2,50892
es-cl,3,49275
es-cl,4,48845
es-cl,5,48535
es-cl,6,44972
es-cl,7,45009
es-cl,8,46902
es-cl,9,47436
es-cl,10,57195
es-cl,11,73027
es-cl,12,82691
es-cl,13,87964
es-cl,14,89101
es-cl,15,90775
es-cl,16,82962
es-cl,17,90049
es-cl,18,86680
es-cl,19,89705
es-cl,20,95252
es-cl,21,90681
es-cl,22,91206
es-cl,23,100472
es-cl,24,111510
es-cl,25,106139
es-cl,26,98623
es-cl,27,91695
es-cl,28,90099
es-cl,29,81848
es-cl,30,83454
es-cl,31,86373
es-cl,32,89441
es-cl,33,90586
es-cl,34,97657
es-cl,35,95086
es-cl,36,92654
es-cl,37,87086
es-cl,38,64504
es-cl,39,99982
es-cl,40,96449
es-cl,41,99493
es-cl,42,89104
es-cl,43,61741
es-cl,44,67065
es-cl,45,74969
es-cl,46,73657
es-cl,47,82561
es-cl,48,79045
es-cl,49,77428
es-cl,50,75783
es-cl,51,66702
es-cl,52,63691
es-co,1,49511
es-co,2,66489
es-co,3,69102
es-co,4,72988
es-co,5,74557
es-co,6,81422
es-co,7,86449
es-co,8,87562
es-co,9,89861
es-co,10,96363
es-co,11,110512
es-co,12,112476
es-co,13,116504
es-co,14,117711
es-co,15,111589
es-co,16,92841
es-co,17,112121
es-co,18,110074
es-co,19,115012
es-co,20,118949
es-co,21,119294
es-co,22,111502
es-co,23,110065
es-co,24,107362
es-co,25,102585
es-co,26,97632
es-co,27,105224
es-co,28,113680
es-co,29,112109
es-co,30,115093
es-co,31,118133
es-co,32,115934
es-co,33,119466
es-co,34,120032
es-co,35,121405
es-co,36,120511
es-co,37,119555
es-co,38,116376
es-co,39,119995
es-co,40,117593
es-co,41,116996
es-co,42,122561
es-co,43,119637
es-co,44,115602
es-co,45,121736
es-co,46,120536
es-co,47,109442
es-co,48,101533
es-co,49,95979
es-co,50,98465
es-co,51,87252
es-co,52,85598
es-cr,1,10661
es-cr,2,13762
es-cr,3,13489
es-cr,4,13961
es-cr,5,14817
es-cr,6,14482
es-cr,7,15162
es-cr,8,16630
es-cr,9,16811
es-cr,10,18126
es-cr,11,20030
es-cr,12,21301
es-cr,13,21790
es-cr,14,21944
es-cr,15,19977
es-cr,16,16368
es-cr,17,22915
es-cr,18,19958
es-cr,19,20626
es-cr,20,20191
es-cr,21,20761
es-cr,22,21494
es-cr,23,22842
es-cr,24,23847
es-cr,25,23134
es-cr,26,21225
es-cr,27,20527
es-cr,28,21153
es-cr,29,21158
es-cr,30,20714
es-cr,31,20318
es-cr,32,20451
es-cr,33,19103
es-cr,34,20240
es-cr,35,19796
es-cr,36,19670
es-cr,37,19564
es-cr,38,20489
es-cr,39,21440
es-cr,40,21342
es-cr,41,22503
es-cr,42,21860
es-cr,43,22003
es-cr,44,21204
es-cr,45,21202
es-cr,46,20780
es-cr,47,20353
es-cr,48,19173
es-cr,49,18394
es-cr,50,17514
es-cr,51,16130
es-cr,52,16886
es-cu,10,103
es-cu,11,472
es-cu,12,469
es-cu,13,660
es-cu,14,573
es-cu,15,335
es-cu,16,102
es-cu,17,317
es-cu,18,210
es-cu,19,355
es-cu,20,341
es-cu,21,443
es-cu,22,547
es-cu,23,214
es-cu,24,228
es-cu,25,645
es-cu,26,427
es-cu,27,682
es-cu,28,470
es-cu,29,323
es-cu,30,360
es-cu,31,710
es-cu,32,574
es-cu,33,729
es-cu,34,474
es-cu,35,596
es-cu,36,687
es-cu,37,759
es-cu,38,925
es-cu,39,969
es-cu,40,999
es-cu,41,1088
es-cu,42,1173
es-cu,43,1165
es-cu,44,1265
es-cu,45,1238
es-cu,46,1277
es-cu,47,1222
es-cu,48,1147
es-cu,49,1242
es-cu,50,1318
es-cu,51,1168
es-cu,52,1002
es-do,1,3302
es-do,2,5161
es-do,3,5392
es-do,4,5359
es-do,5,6664
es-do,6,6477
es-do,7,6137
es-do,8,6668
es-do,9,6056
es-do,10,7090
es-do,11,7533
es-do,12,8127
es-do,13,8358
es-do,14,8527
es-do,15,7618
es-do,16,5484
es-do,17,6760
es-do,18,6448
es-do,19,7318
es-do,20,7379
es-do,21,6975
es-do,22,7166
es-do,23,7350
es-do,24,6902
es-do,25,6671
es-do,26,6950
es-do,27,7081
es-do,28,7183
es-do,29,7153
es-do,30,7225
es-do,31,7200
es-do,32,7427
es-do,33,6764
es-do,34,6677
es-do,35,7161
es-do,36,7538
es-do,37,7991
es-do,38,8126
es-do,39,8264
es-do,40,8905
es-do,41,9639
es-do,42,9600
es-do,43,9290
es-do,44,9310
es-do,45,9294
es-do,46,9662
es-do,47,9862
es-do,48,9363
es-do,49,9392
es-do,50,8149
es-do,51,5957
es-do,52,5570
es-ec,1,14949
es-ec,2,20195
es-ec,3,20889
es-ec,4,19728
es-ec,5,18888
es-ec,6,17613
es-ec,7,16205
es-ec,8,16296
es-ec,9,15445
es-ec,10,15826
es-ec,11,20279
es-ec,12,20608
es-ec,13,22039
es-ec,14,23014
es-ec,15,22521
es-ec,16,21157
es-ec,17,23358
es-ec,18,21948
es-ec,19,23533
es-ec,20,25510
es-ec,21,24331
es-ec,22,25113
es-ec,23,26791
es-ec,24,26607
es-ec,25,27005
es-ec,26,27422
es-ec,27,26993
es-ec,28,27472
es-ec,29,26281
es-ec,30,24605
es-ec,31,24858
es-ec,32,23148
es-ec,33,24561
es-ec,34,24876
es-ec,35,23707
es-ec,36,22693
es-ec,37,23206
es-ec,38,22164
es-ec,39,24102
es-ec,40,23230
es-ec,41,19746
es-ec,42,26479
es-ec,43,28053
es-ec,44,25746
es-ec,45,29050
es-ec,46,30398
es-ec,47,30469
es-ec,48,30127
es-ec,49,28006
es-ec,50,29577
es-ec,51,23802
es-ec,52,20476
es-es,1,1920923
es-es,2,2757603
es-es,3,2885969
es-es,4,2929554
es-es,5,2967658
es-es,6,3071323
es-es,7,3091603
es-es,8,3206498
es-es,9,3091042
es-es,10,3669982
es-es,11,4322115
es-es,12,4677889
es-es,13,4829983
es-es,14,4933989
es-es,15,4698125
es-es,16,3675297
es-es,17,4469441
es-es,18,4341137
es-es,19,4694364
es-es,20,4797294
es-es,21,4759252
es-es,22,4583026
es-es,23,4565585
es-es,24,4540592
es-es,25,4319011
es-es,26,4113825
es-es,27,3988501
es-es,28,4011793
es-es,29,3867385
es-es,30,3842921
es-es,31,3849611
es-es,32,3905961
es-es,33,3985531
es-es,34,4301330
es-es,35,4419214
es-es,36,4384919
es-es,37,4310385
es-es,38,4297421
es-es,39,4720953
es-es,40,4730441
es-es,41,4808945
es-es,42,4804592
es-es,43,4749396
es-es,44,4543879
es-es,45,4938222
es-es,46,4856269
es-es,47,4900952
es-es,48,4669063
es-es,49,4284487
es-es,50,4103219
es-es,51,3354768
es-es,52,2803286
"es-es,es",9,477
"es-es,es",10,2717
"es-es,es",11,2295
"es-es,es",12,1344
"es-es,es",13,1560
"es-es,es",14,1617
"es-es,es",15,1495
"es-es,es",16,787
"es-es,es",17,691
"es-es,es",18,982
"es-es,es",19,1244
es-es_tradnl,2,211
es-es_tradnl,3,330
es-es_tradnl,4,107
es-es_tradnl,5,108
es-es_tradnl,6,232
es-es_tradnl,7,235
es-es_tradnl,8,223
es-es_tradnl,9,338
es-es_tradnl,10,806
es-es_tradnl,11,1035
es-es_tradnl,12,1259
es-es_tradnl,13,1151
es-es_tradnl,14,1376
es-es_tradnl,15,1053
es-es_tradnl,16,542
es-es_tradnl,17,982
es-es_tradnl,18,959
es-es_tradnl,19,1050
es-es_tradnl,20,1211
es-es_tradnl,21,989
es-es_tradnl,22,1005
es-es_tradnl,23,955
es-es_tradnl,24,924
es-es_tradnl,25,935
es-es_tradnl,26,849
es-es_tradnl,27,845
es-es_tradnl,28,864
es-es_tradnl,29,786
es-es_tradnl,30,783
es-es_tradnl,31,642
es-es_tradnl,32,689
es-es_tradnl,33,225
es-es_tradnl,34,632
es-es_tradnl,35,746
es-es_tradnl,36,802
es-es_tradnl,37,787
es-es_tradnl,38,872
es-es_tradnl,39,819
es-es_tradnl,40,915
es-es_tradnl,41,952
es-es_tradnl,42,916
es-es_tradnl,43,959
es-es_tradnl,44,761
es-es_tradnl,45,938
es-es_tradnl,46,1029
es-es_tradnl,47,1032
es-es_tradnl,48,888
es-es_tradnl,49,824
es-es_tradnl,50,808
es-es_tradnl,51,601
es-gt,1,7640
es-gt,2,10055
es-gt,3,10575
es-gt,4,12162
es-gt,5,13160
es-gt,6,14584
es-gt,7,14093
es-gt,8,15284
es-gt,9,15237
es-gt,10,15554
es-gt,11,17135
es-gt,12,18385
es-gt,13,19346
es-gt,14,19157
es-gt,15,17824
es-gt,16,13560
es-gt,17,19192
es-gt,18,19126
es-gt,19,17931
es-gt,20,20232
es-gt,21,19515
es-gt,22,17751
es-gt,23,17895
es-gt,24,17298
es-gt,25,16825
es-gt,26,17303
es-gt,27,19098
es-gt,28,19593
es-gt,29,19409
es-gt,30,20540
es-gt,31,19863
es-gt,32,18992
es-gt,33,19409
es-gt,34,18860
es-gt,35,19540
es-gt,36,18950
es-gt,37,17595
es-gt,38,18947
es-gt,39,19643
es-gt,40,19238
es-gt,41,19565
es-gt,42,18535
es-gt,43,18063
es-gt,44,16325
es-gt,45,17857
es-gt,46,17276
es-gt,47,16905
es-gt,48,15779
es-gt,49,14720
es-gt,50,15063
es-gt,51,13339
es-gt,52,14221
es-hn,1,3607
es-hn,2,4691
es-hn,3,4891
es-hn,4,4833
es-hn,5,5163
es-hn,6,5516
es-hn,7,5868
es-hn,8,6295
es-hn,9,6337
es-hn,10,6735
es-hn,11,7150
es-hn,12,7669
es-hn,13,8190
es-hn,14,7928
es-hn,15,6691
es-hn,16,5166
es-hn,17,7075
es-hn,18,6516
es-hn,19,6709
es-hn,20,6999
es-hn,21,7307
es-hn,22,6656
es-hn,23,6925
es-hn,24,7257
es-hn,25,7275
es-hn,26,7273
es-hn,27,7594
es-hn,28,7489
es-hn,29,7740
es-hn,30,8521
es-hn,31,8049
es-hn,32,7749
es-hn,33,7710
es-hn,34,7505
es-hn,35,7454
es-hn,36,7412
es-hn,37,6976
es-hn,38,7275
es-hn,39,7544
es-hn,40,6593
es-hn,41,8022
es-hn,42,8016
es-hn,43,8118
es-hn,44,8357
es-hn,45,8329
es-hn,46,8033
es-hn,47,7787
es-hn,48,7568
es-hn,49,7496
es-hn,50,6853
es-hn,51,5792
es-hn,52,5776
es-la,1,2929
es-la,2,3736
es-la,3,3749
es-la,4,3637
es-la,5,3932
es-la,6,4176
es-la,7,4118
es-la,8,4232
es-la,9,4008
es-la,10,3613
es-la,11,3951
es-la,12,4780
es-la,13,4364
es-la,14,4497
es-la,15,4342
es-la,16,3623
es-la,17,4218
es-la,18,4088
es-la,19,4335
es-la,20,4510
es-la,21,4758
es-la,22,4903
es-la,23,4568
es-la,24,4718
es-la,25,4205
es-la,26,3866
es-la,27,3931
es-la,28,3673
es-la,29,3534
es-la,30,3476
es-la,31,3656
es-la,32,3679
es-la,33,3721
es-la,34,3869
es-la,35,3340
es-la,36,3247
es-la,37,3058
es-la,38,2953
es-la,39,3182
es-la,40,3338
es-la,41,3160
es-la,42,3164
es-la,43,3247
es-la,44,3036
es-la,45,3195
es-la,46,3000
es-la,47,2980
es-la,48,2816
es-la,49,2734
es-la,50,2469
es-la,51,2092
es-la,52,1837
es-mx,1,251423
es-mx,2,363437
es-mx,3,373592
es-mx,4,387524
es-mx,5,390041
es-mx,6,424063
es-mx,7,421215
es-mx,8,454624
es-mx,9,456996
es-mx,10,486605
es-mx,11,533651
es-mx,12,564112
es-mx,13,607796
es-mx,14,606096
es-mx,15,549498
es-mx,16,403371
es-mx,17,479852
es-mx,18,492659
es-mx,19,509443
es-mx,20,534473
es-mx,21,544700
es-mx,22,524227
es-mx,23,506788
es-mx,24,488700
es-mx,25,480437
es-mx,26,459093
es-mx,27,464134
es-mx,28,453482
es-mx,29,445433
es-mx,30,446924
es-mx,31,456684
es-mx,32,478980
es-mx,33,506520
es-mx,34,516599
es-mx,35,533661
es-mx,36,560919
es-mx,37,547795
es-mx,38,570117
es-mx,39,625555
es-mx,40,604671
es-mx,41,636492
es-mx,42,631974
es-mx,43,626273
es-mx,44,562426
es-mx,45,639275
es-mx,46,596639
es-mx,47,606472
es-mx,48,592720
es-mx,49,535572
es-mx,50,475746
es-mx,51,384668
es-mx,52,377018
es-ni,1,2095
es-ni,2,2999
es-ni,3,2915
es-ni,4,2761
es-ni,5,2881
es-ni,6,3034
es-ni,7,3142
es-ni,8,3317
es-ni,9,3459
es-ni,10,3530
es-ni,11,3847
es-ni,12,4283
es-ni,13,4442
es-ni,14,4506
es-ni,15,4029
es-ni,16,2690
es-ni,17,4114
es-ni,18,4035
es-ni,19,4552
es-ni,20,4480
es-ni,21,4316
es-ni,22,3798
es-ni,23,4304
es-ni,24,4469
es-ni,25,4448
