language,week,visits
de-ch,47,55455
de-ch,48,53207
de-ch,49,52789
de-ch,50,51385
de-ch,51,44747
de-ch,52,24996
de-de,1,33965
de-de,2,53512
de-de,3,52573
de-de,4,51619
de-de,5,52608
de-de,6,52295
de-de,7,53280
de-de,8,52439
de-de,9,47161
de-de,10,341868
de-de,11,468980
de-de,12,478532
de-de,13,480229
de-de,14,484568
de-de,15,488100
de-de,16,394428
de-de,17,435626
de-de,18,457874
de-de,19,508545
de-de,20,508732
de-de,21,490424
de-de,22,414545
de-de,23,451043
de-de,24,424930
de-de,25,428759
de-de,26,443164
de-de,27,438756
de-de,28,432964
de-de,29,419461
de-de,30,404508
de-de,31,400583
de-de,32,407856
de-de,33,408385
de-de,34,414920
de-de,35,413763
de-de,36,425586
de-de,37,430346
de-de,38,438040
de-de,39,447000
de-de,40,410197
de-de,41,464091
de-de,42,486347
de-de,43,495091
de-de,44,472018
de-de,45,523144
de-de,46,515238
de-de,47,540782
de-de,48,524763
de-de,49,515851
de-de,50,508768
de-de,51,423261
de-de,52,238284
el,1,3373
el,2,2435
el,3,2305
el,4,2241
el,5,2397
el,6,2413
el,7,2356
el,8,2252
el,9,2054
el,10,9635
el,11,12754
el,12,13713
el,13,13645
el,14,14572
el,15,14972
el,16,13619
el,17,10318
el,18,11542
el,19,13524
el,20,13699
el,21,12834
el,22,12589
el,23,12612
el,24,11630
el,25,11412
el,26,11372
el,27,10743
el,28,10313
el,29,10298
el,30,10013
el,31,9997
el,32,9597
el,33,8538
el,34,10202
el,35,10279
el,36,11334
el,37,11500
el,38,12221
el,39,12367
el,40,12261
el,41,13181
el,42,13492
el,43,13256
el,44,13094
el,45,14282
el,46,13252
el,47,14493
el,48,13278
el,49,13501
el,50,13587
el,51,10954
el,52,8541
el-cy,10,348
el-cy,11,888
el-cy,12,959
el-cy,13,930
el-cy,14,1018
el-cy,15,1031
el-cy,16,732
el-cy,17,327
el-cy,18,816
el-cy,19,981
el-cy,20,725
el-cy,21,633
el-cy,22,324
el-cy,23,337
el-cy,24,105
el-cy,25,322
el-cy,26,214
el-cy,27,342
el-cy,28,325
el-cy,29,236
el-cy,30,216
el-cy,31,333
el-cy,32,206
el-cy,33,221
el-cy,34,454
el-cy,35,550
el-cy,36,582
el-cy,37,226
el-cy,38,592
el-cy,39,594
el-cy,40,805
el-cy,41,1076
el-cy,42,1123
el-cy,43,979
el-cy,44,1058
el-cy,45,1032
el-cy,46,1039
el-cy,47,1257
el-cy,48,1133
el-cy,49,1182
el-cy,50,1172
el-cy,51,799
el-gr,1,29368
el-gr,2,16776
el-gr,3,14409
el-gr,4,13949
el-gr,5,14511
el-gr,6,14835
el-gr,7,13917
el-gr,8,13794
el-gr,9,12603
el-gr,10,75186
el-gr,11,99270
el-gr,12,105484
el-gr,13,107218
el-gr,14,114125
el-gr,15,117259
el-gr,16,103762
el-gr,17,80628
el-gr,18,100439
el-gr,19,112443
el-gr,20,112670
el-gr,21,104986
el-gr,22,106302
el-gr,23,99556
el-gr,24,91834
el-gr,25,88927
el-gr,26,85906
el-gr,27,78317
el-gr,28,77417
el-gr,29,75862
el-gr,30,72108
el-gr,31,70502
el-gr,32,65788
el-gr,33,59425
el-gr,34,72758
el-gr,35,79214
el-gr,36,85483
el-gr,37,88983
el-gr,38,96852
el-gr,39,96862
el-gr,40,99208
el-gr,41,106938
el-gr,42,111652
el-gr,43,108883
el-gr,44,111257
el-gr,45,118188
el-gr,46,118352
el-gr,47,127341
el-gr,48,120689
el-gr,49,122331
el-gr,50,121329
el-gr,51,99280
el-gr,52,70948
en,1,76570
en,2,113092
en,3,117137
en,4,123689
en,5,124746
en,6,126851
en,7,126474
en,8,128743
en,9,130203
en,10,364142
en,11,458422
en,12,500385
en,13,513077
en,14,503031
en,15,504740
en,16,453319
en,17,469280
en,18,452533
en,19,463665
en,20,482310
en,21,473336
en,22,439111
en,23,421319
en,24,425189
en,25,425310
en,26,389678
en,27,397839
en,28,412490
en,29,418857
en,30,409245
en,31,415310
en,32,409545
en,33,414836
en,34,428929
en,35,431331
en,36,435008
en,37,450290
en,38,455511
en,39,472676
en,40,468627
en,41,499686
en,42,502149
en,43,493840
en,44,507287
en,45,519821
en,46,523121
en,47,514938
en,48,482864
en,49,485980
en,50,330159
en,51,234133
en,52,181135
en-029,10,272
en-029,11,637
en-029,12,502
en-029,13,550
en-029,14,496
en-029,15,265
en-029,16,437
en-029,17,238
en-029,18,211
en-029,19,127
en-029,20,104
en-029,21,203
en-029,26,107
en-029,38,204
en-029,39,361
en-029,40,107
en-029,41,225
en-029,42,128
en-029,43,216
en-029,44,224
en-029,45,112
en-029,46,234
en-029,49,109
en-150,29,125
en-150,33,101
en-150,36,110
en-150,37,224
en-150,42,101
en-150,43,115
en-150,44,129
en-150,45,349
en-150,46,335
en-150,47,400
en-150,48,473
en-150,49,399
en-150,50,345
en-ae,10,383
en-ae,11,635
en-ae,12,643
en-ae,13,715
en-ae,14,634
en-ae,15,687
en-ae,16,851
en-ae,17,741
en-ae,18,683
en-ae,19,573
en-ae,20,483
en-ae,21,337
en-ae,22,476
en-ae,23,103
en-ae,24,554
en-ae,25,657
en-ae,26,730
en-ae,27,681
en-ae,28,501
en-ae,29,618
en-ae,30,745
en-ae,31,540
en-ae,32,534
en-ae,33,505
en-ae,34,785
en-ae,35,740
en-ae,36,956
en-ae,37,1113
en-ae,38,1122
en-ae,39,1056
en-ae,40,1187
en-ae,41,1330
en-ae,42,1251
en-ae,43,1202
en-ae,44,1364
en-ae,45,1329
en-ae,46,1233
en-ae,47,1295
en-ae,48,1229
en-ae,49,1227
en-ae,50,1277
en-ae,51,1175
en-ae,52,1230
en-as,15,105
en-as,19,101
en-as,21,103
en-as,22,117
en-as,25,101
en-as,35,105
en-as,37,310
en-as,38,685
en-as,39,705
en-as,40,522
en-as,41,851
en-as,42,982
en-as,43,824
en-as,44,1006
en-as,45,909
en-as,46,926
en-as,47,873
en-as,48,743
en-as,49,962
en-as,50,862
en-as,51,779
en-as,52,441
en-at,19,119
en-at,21,104
en-at,26,104
en-at,35,104
en-at,36,206
en-at,37,327
en-at,38,436
en-at,39,346
en-at,40,241
en-at,41,471
en-at,42,569
en-at,43,334
en-at,44,225
en-at,45,491
en-at,46,441
en-at,47,525
en-at,48,461
en-at,49,318
en-at,50,612
en-at,51,356
en-au,1,138621
en-au,2,171318
en-au,3,170855
en-au,4,165462
en-au,5,179513
en-au,6,188541
en-au,7,191440
en-au,8,197160
en-au,9,208118
en-au,10,608524
en-au,11,794794
en-au,12,876369
en-au,13,898899
en-au,14,888229
en-au,15,867735
en-au,16,743993
en-au,17,783943
en-au,18,893252
en-au,19,875493
en-au,20,899052
en-au,21,921731
en-au,22,866080
en-au,23,796722
en-au,24,796618
en-au,25,743657
en-au,26,710765
en-au,27,689557
en-au,28,677317
en-au,29,699021
en-au,30,750174
en-au,31,782546
en-au,32,818539
en-au,33,847655
en-au,34,875702
en-au,35,870417
en-au,36,878365
en-au,37,867844
en-au,38,842414
en-au,39,791090
en-au,40,789350
en-au,41,847846
en-au,42,872884
en-au,43,849677
en-au,44,836565
en-au,45,791007
en-au,46,750452
en-au,47,753066
en-au,48,712459
en-au,49,693865
en-au,50,665743
en-au,51,549412
en-au,52,490081
en-bd,16,224
en-bd,17,852
en-bd,18,747
en-bd,19,474
en-bd,45,101
en-bd,49,206
en-be,10,1170
en-be,11,1645
en-be,12,1977
en-be,13,1755
en-be,14,1733
en-be,15,1742
en-be,16,1575
en-be,17,1769
en-be,18,1806
en-be,19,1951
en-be,20,2080
en-be,21,2125
en-be,22,1715
en-be,23,1870
en-be,24,2513
en-be,25,1900
en-be,26,2209
en-be,27,1845
en-be,28,1708
en-be,29,1670
en-be,30,1489
en-be,31,1578
en-be,32,1753
en-be,33,1556
en-be,34,1753
en-be,35,2081
en-be,36,1996
en-be,37,1933
en-be,38,1991
en-be,39,2053
en-be,40,2097
en-be,41,2303
en-be,42,2397
en-be,43,2361
en-be,44,2212
en-be,45,2319
en-be,46,2228
en-be,47,2598
en-be,48,2528
en-be,49,2593
en-be,50,2504
en-be,51,2290
en-be,52,1338
en-bw,15,225
en-bw,17,248
en-bw,19,227
en-bw,33,110
en-bw,35,449
en-bw,36,114
en-bw,37,388
en-bw,38,596
en-bw,39,343
en-bw,40,617
en-bw,41,875
en-bw,42,882
en-bw,43,220
en-bw,44,619
en-bw,45,486
en-bw,46,436
en-bw,47,342
en-bw,48,339
en-bz,46,103
en-ca,1,283449
en-ca,2,382883
en-ca,3,382943
en-ca,4,381326
en-ca,5,374032
en-ca,6,384899
en-ca,7,374216
en-ca,8,397860
en-ca,9,402379
en-ca,10,900927
en-ca,11,1005751
en-ca,12,1083864
en-ca,13,1107335
en-ca,14,1111274
en-ca,15,1077441
en-ca,16,959841
en-ca,17,943064
en-ca,18,942212
en-ca,19,934871
en-ca,20,953345
en-ca,21,926905
en-ca,22,924095
en-ca,23,894627
en-ca,24,882086
en-ca,25,858830
en-ca,26,825860
en-ca,27,816276
en-ca,28,849362
en-ca,29,847118
en-ca,30,827609
en-ca,31,784751
en-ca,32,770626
en-ca,33,796208
en-ca,34,790115
en-ca,35,780040
en-ca,36,815753
en-ca,37,955027
en-ca,38,1012694
en-ca,39,1061145
en-ca,40,1090534
en-ca,41,1058939
en-ca,42,1074448
en-ca,43,1108975
en-ca,44,1138728
en-ca,45,1172003
en-ca,46,1165135
en-ca,47,1244506
en-ca,48,1168870
en-ca,49,1127848
en-ca,50,1060634
en-ca,51,865286
en-ca,52,740988
en-ch,10,517
en-ch,11,906
en-ch,12,913
en-ch,13,964
en-ch,14,1215
en-ch,15,1064
en-ch,16,672
en-ch,17,809
en-ch,18,1274
en-ch,19,1093
en-ch,20,1289
en-ch,21,1218
en-ch,22,889
en-ch,23,1114
en-ch,24,866
en-ch,25,1178
en-ch,26,1195
en-ch,27,1088
en-ch,28,1171
en-ch,29,1146
en-ch,30,1162
en-ch,31,741
en-ch,32,1200
en-ch,33,1238
en-ch,34,1182
en-ch,35,1209
en-ch,36,1332
en-ch,37,1194
en-ch,38,1334
en-ch,39,1386
en-ch,40,1470
en-ch,41,1450
en-ch,42,1625
en-ch,43,1442
en-ch,44,1613
en-ch,45,1582
en-ch,46,1494
en-ch,47,1763
en-ch,48,1636
en-ch,49,1653
en-ch,50,1924
en-ch,51,1339
en-ch,52,220
en-cn,38,107
en-cn,39,260
en-cn,41,704
en-cn,42,828
en-cn,43,866
en-cn,44,865
en-cn,45,1031
en-cn,46,1049
en-cn,47,1046
en-cn,48,946
en-cn,49,1169
en-cn,50,1048
en-cn,51,824
en-cn,52,841
en-co,46,108
en-de,2,210
en-de,4,211
en-de,5,210
en-de,6,233
en-de,7,221
en-de,8,216
en-de,9,112
en-de,10,2495
en-de,11,3156
en-de,12,3381
en-de,13,3466
en-de,14,3380
en-de,15,3503
en-de,16,3181
en-de,17,3306
en-de,18,3346
en-de,19,3707
en-de,20,3953
en-de,21,3784
en-de,22,3204
en-de,23,3513
en-de,24,3550
en-de,25,3347
en-de,26,3445
en-de,27,3520
en-de,28,3502
en-de,29,3735
en-de,30,3605
en-de,31,3499
en-de,32,3680
en-de,33,3516
en-de,34,3672
en-de,35,3824
en-de,36,4016
en-de,37,3999
en-de,38,3941
en-de,39,4264
en-de,40,3958
en-de,41,4448
en-de,42,4637
en-de,43,4686
en-de,44,4416
en-de,45,4919
en-de,46,4761
en-de,47,5081
en-de,48,5096
en-de,49,5127
en-de,50,5181
en-de,51,4273
en-de,52,3155
en-dk,10,366
en-dk,11,633
en-dk,12,707
en-dk,13,634
en-dk,14,638
en-dk,15,523
en-dk,16,107
en-dk,17,484
en-dk,18,716
en-dk,19,704
en-dk,20,542
en-dk,21,844
en-dk,22,570
en-dk,23,546
en-dk,24,536
en-dk,25,776
en-dk,26,687
en-dk,27,667
en-dk,28,679
en-dk,29,238
en-dk,30,476
en-dk,31,570
en-dk,32,586
en-dk,33,683
en-dk,34,660
en-dk,35,898
en-dk,36,769
en-dk,37,907
en-dk,38,834
en-dk,39,868
en-dk,40,847
en-dk,41,1021
en-dk,42,884
en-dk,43,870
en-dk,44,1028
en-dk,45,941
en-dk,46,832
en-dk,47,1051
en-dk,48,1057
en-dk,49,1079
en-dk,50,1088
en-dk,51,922
en-dk,52,115
en-eg,16,468
en-eg,17,593
en-eg,18,688
en-eg,19,110
en-eg,37,236
en-eg,40,216
en-eg,41,647
en-eg,42,905
en-eg,43,929
en-eg,44,892
en-eg,45,951
en-eg,46,978
en-eg,47,1088
en-eg,48,1202
en-eg,49,1255
en-eg,50,1161
en-eg,51,1040
en-eg,52,1038
en-fi,10,247
en-fi,11,339
en-fi,12,592
en-fi,13,512
en-fi,14,482
en-fi,15,609
en-fi,16,531
en-fi,17,482
en-fi,18,588
en-fi,19,667
en-fi,20,676
en-fi,21,734
en-fi,22,611
en-fi,23,637
en-fi,24,491
en-fi,25,329
en-fi,26,467
en-fi,27,224
en-fi,28,216
en-fi,29,316
en-fi,30,107
en-fi,31,319
en-fi,32,473
en-fi,33,680
en-fi,34,663
en-fi,35,654
en-fi,36,824
en-fi,37,1005
en-fi,38,879
en-fi,39,888
en-fi,40,942
en-fi,41,1102
en-fi,42,949
en-fi,43,870
en-fi,44,1106
en-fi,45,1052
en-fi,46,878
en-fi,47,1006
en-fi,48,877
en-fi,49,965
en-fi,50,1022
en-fi,51,628
en-fi,52,216
en-gb,1,1156620
en-gb,2,1503497
en-gb,3,1514387
en-gb,4,1518304
en-gb,5,1519382
en-gb,6,1570727
en-gb,7,1561520
en-gb,8,1554081
en-gb,9,1567284
en-gb,10,4866097
en-gb,11,6131432
en-gb,12,6466946
en-gb,13,6563093
en-gb,14,6539569
en-gb,15,6368134
en-gb,16,5744095
en-gb,17,6312011
en-gb,18,6391114
en-gb,19,6306843
en-gb,20,6386208
en-gb,21,5957376
en-gb,22,5480892
en-gb,23,5370409
en-gb,24,5513351
en-gb,25,5494851
en-gb,26,5276450
en-gb,27,5210318
en-gb,28,5288688
en-gb,29,5316982
en-gb,30,5288813
en-gb,31,5295460
en-gb,32,5216272
en-gb,33,5193484
en-gb,34,5431313
en-gb,35,5417658
en-gb,36,5404159
en-gb,37,5735037
en-gb,38,5883256
en-gb,39,6019614
en-gb,40,6020767
en-gb,41,6391553
en-gb,42,6627340
en-gb,43,6285891
en-gb,44,6367295
en-gb,45,6887951
en-gb,46,6912965
en-gb,47,6994491
en-gb,48,6765297
en-gb,49,6681281
en-gb,50,6341615
en-gb,51,5323016
en-gb,52,4251226
en-gh,10,116
en-gh,11,113
en-gh,12,361
en-gh,13,344
en-gh,14,440
en-gh,15,327
en-gh,16,228
en-gh,17,232
en-gh,18,227
en-gh,19,333
en-gh,20,215
en-gh,21,327
en-gh,22,446
en-gh,23,223
en-gh,24,241
en-gh,25,329
en-gh,26,212
en-gh,28,118
en-gh,29,101
en-gh,30,107
en-gh,35,107
en-gh,36,102
en-gh,37,338
en-gh,38,623
en-gh,39,737
en-gh,40,887
en-gh,41,1072
en-gh,42,901
en-gh,43,1074
en-gh,44,960
en-gh,45,898
en-gh,46,1001
en-gh,47,1051
en-gh,48,925
en-gh,49,809
en-gh,50,833
en-gh,51,455
en-hk,1,358
en-hk,2,609
en-hk,3,783
en-hk,4,802
en-hk,5,569
en-hk,6,459
en-hk,7,879
en-hk,8,1062
en-hk,9,1052
en-hk,10,3430
en-hk,11,4506
en-hk,12,5112
en-hk,13,5340
en-hk,14,4861
en-hk,15,4780
en-hk,16,4541
en-hk,17,4830
en-hk,18,4680
en-hk,19,4535
en-hk,20,4305
en-hk,21,4350
en-hk,22,4289
en-hk,23,3770
en-hk,24,3751
en-hk,25,3818
en-hk,26,3671
en-hk,27,3699
en-hk,28,4173
en-hk,29,3869
en-hk,30,3707
en-hk,31,3613
en-hk,32,3678
en-hk,33,3700
en-hk,34,3999
en-hk,35,3909
en-hk,36,4235
en-hk,37,4370
en-hk,38,4941
en-hk,39,4990
en-hk,40,4488
en-hk,41,4777
en-hk,42,5209
en-hk,43,5323
en-hk,44,5705
en-hk,45,5461
en-hk,46,4417
en-hk,47,5157
en-hk,48,5154
en-hk,49,5255
en-hk,50,4999
en-hk,51,4349
en-hk,52,3127
en-id,8,212
en-id,10,1627
en-id,11,2617
en-id,12,2767
en-id,13,2906
en-id,14,2622
en-id,15,3228
en-id,16,2865
en-id,17,3992
en-id,18,4243
en-id,19,4364
en-id,20,3307
en-id,21,2905
en-id,22,1783
en-id,23,984
en-id,24,2091
en-id,25,2408
en-id,26,2361
en-id,27,2333
en-id,28,2410
en-id,29,2279
en-id,30,2405
en-id,31,2208
en-id,32,2411
en-id,33,2462
en-id,34,2540
en-id,35,2769
en-id,36,3134
en-id,37,3608
en-id,38,3932
en-id,39,3805
en-id,40,3844
en-id,41,3833
en-id,42,3728
en-id,43,3690
en-id,44,4032
en-id,45,3877
en-id,46,3982
en-id,47,3860
en-id,48,4110
en-id,49,3763
en-id,50,3639
en-id,51,2742
en-id,52,2194
en-ie,1,26299
en-ie,2,36782
en-ie,3,34997
en-ie,4,34298
en-ie,5,31862
en-ie,6,33516
en-ie,7,32904
en-ie,8,32344
en-ie,9,31635
en-ie,10,84930
en-ie,11,100061
en-ie,12,108818
en-ie,13,110474
en-ie,14,114258
en-ie,15,111445
en-ie,16,99269
en-ie,17,106186
en-ie,18,106571
en-ie,19,97205
en-ie,20,101385
en-ie,21,92481
en-ie,22,84097
en-ie,23,81251
en-ie,24,84272
en-ie,25,80917
en-ie,26,79825
en-ie,27,76734
en-ie,28,79091
en-ie,29,81750
en-ie,30,78593
en-ie,31,76690
en-ie,32,77892
en-ie,33,80118
en-ie,34,81255
en-ie,35,82846
en-ie,36,83229
en-ie,37,90909
en-ie,38,96226
en-ie,39,103979
en-ie,40,108194
en-ie,41,116151
en-ie,42,117011
en-ie,43,112583
en-ie,44,108122
en-ie,45,121693
en-ie,46,122420
en-ie,47,125559
en-ie,48,123442
en-ie,49,121600
en-ie,50,113238
en-ie,51,85489
en-ie,52,62299
en-il,10,863
en-il,11,1306
en-il,12,1363
en-il,13,1311
en-il,14,1247
en-il,15,1211
en-il,16,1336
en-il,17,1379
en-il,18,1451
en-il,19,1416
en-il,20,1454
en-il,21,1385
en-il,22,1297
en-il,23,1198
en-il,24,1459
en-il,25,1336
en-il,26,1454
en-il,27,1373
en-il,28,1504
en-il,29,1365
en-il,30,1168
en-il,31,1418
en-il,32,1250
en-il,33,1336
en-il,34,1221
en-il,35,1108
en-il,36,1432
en-il,37,1454
en-il,38,1339
en-il,39,1148
en-il,40,1321
en-il,41,1145
en-il,42,1253
en-il,43,1639
en-il,44,1829
en-il,45,1810
en-il,46,1877
en-il,47,1673
en-il,48,1944
en-il,49,2032
en-il,50,2045
en-il,51,1874
en-il,52,1890
en-in,1,59814
en-in,2,73829
en-in,3,72857
en-in,4,75277
en-in,5,78686
en-in,6,80578
en-in,7,82995
en-in,8,81975
en-in,9,78097
en-in,10,247888
en-in,11,328292
en-in,12,335913
en-in,13,374504
en-in,14,366566
en-in,15,364684
en-in,16,348588
en-in,17,378307
en-in,18,370066
en-in,19,363529
en-in,20,364010
en-in,21,340290
en-in,22,331632
en-in,23,319512
en-in,24,326488
en-in,25,341330
en-in,26,338080
en-in,27,332377
en-in,28,336800
en-in,29,354540
en-in,30,368793
en-in,31,358004
en-in,32,340735
en-in,33,332906
en-in,34,384494
en-in,35,385866
en-in,36,358788
en-in,37,392769
en-in,38,409243
en-in,39,415314
en-in,40,360605
en-in,41,377875
en-in,42,416569
en-in,43,355761
en-in,44,381128
en-in,45,425113
en-in,46,428848
en-in,47,439453
en-in,48,438164
en-in,49,418764
en-in,50,414490
en-in,51,368242
en-in,52,341644
en-jm,5,105
en-jm,6,231
en-jm,7,355
en-jm,8,352
en-jm,9,235
en-jm,10,1179
en-jm,11,1702
en-jm,12,1885
en-jm,13,1903
en-jm,14,1799
en-jm,15,1756
en-jm,16,1325
en-jm,17,1412
en-jm,18,1381
en-jm,19,1220
en-jm,20,1093
en-jm,21,1101
en-jm,22,1051
en-jm,23,1141
en-jm,24,1092
en-jm,25,1119
en-jm,26,896
en-jm,27,988
en-jm,28,1028
en-jm,29,1022
en-jm,30,1112
en-jm,31,758
en-jm,32,622
en-jm,33,840
en-jm,34,906
en-jm,35,1032
en-jm,36,1242
en-jm,37,1499
en-jm,38,1679
en-jm,39,1722
en-jm,40,1765
en-jm,41,2112
en-jm,42,2056
en-jm,43,2361
en-jm,44,2334
en-jm,45,2209
en-jm,46,2164
en-jm,47,2051
en-jm,48,1879
en-jm,49,1510
en-jm,50,1352
en-jm,51,567
en-jm,52,104
en-ke,3,110
en-ke,4,216
en-ke,5,216
en-ke,6,108
en-ke,8,214
en-ke,9,225
en-ke,10,1487
en-ke,11,2040
en-ke,12,2233
en-ke,13,2132
en-ke,14,2110
en-ke,15,2167
en-ke,16,1838
en-ke,17,1939
en-ke,18,1680
en-ke,19,1824
en-ke,20,1907
en-ke,21,2081
en-ke,22,1868
en-ke,23,1864
en-ke,24,1994
en-ke,25,2020
en-ke,26,1955
en-ke,27,1965
en-ke,28,2183
en-ke,29,2125
en-ke,30,2057
en-ke,31,1947
en-ke,32,1856
en-ke,33,1765
en-ke,34,1872
en-ke,35,1811
en-ke,36,1730
en-ke,37,1952
en-ke,38,1908
en-ke,39,2134
en-ke,40,2296
en-ke,41,2225
en-ke,42,2348
en-ke,43,2478
en-ke,44,2568
en-ke,45,2702
en-ke,46,3054
en-ke,47,2749
en-ke,48,2658
en-ke,49,2712
en-ke,50,2160
en-ke,51,1749
en-ke,52,1213
en-lb,14,107
en-lb,37,101
en-lb,38,221
en-lb,39,107
en-lb,40,418
en-lb,41,236
en-lb,42,104
en-lb,47,214
en-lb,48,109
en-lb,49,219
en-lb,50,419
en-lb,51,226
en-lb,52,105
en-mt,13,217
en-mt,17,105
en-mt,19,117
en-mt,20,131
en-mt,22,231
en-mt,42,219
en-mt,43,206
en-mt,44,108
en-mt,45,214
en-mt,47,241
en-mt,48,103
en-mt,49,102
en-mt,50,231
en-mu,12,107
en-mu,13,221
en-mu,15,101
en-mu,19,114
en-mu,38,324
en-mu,39,211
en-mu,40,109
en-mu,42,101
en-mu,46,134
en-mx,36,211
en-mx,37,449
en-mx,38,472
en-mx,39,662
en-mx,40,784
en-mx,41,924
en-mx,42,1023
en-mx,43,1125
en-mx,44,1080
en-mx,45,1384
en-mx,46,1201
en-mx,47,1335
en-mx,48,1313
en-mx,49,1230
en-mx,50,1130
en-mx,51,819
en-mx,52,1117
en-my,1,2187
en-my,2,2833
en-my,3,2605
en-my,4,2672
en-my,5,2604
en-my,6,2005
en-my,7,3008
en-my,8,3299
en-my,9,3254
en-my,10,9260
en-my,11,12243
en-my,12,12398
en-my,13,11956
en-my,14,12085
en-my,15,12788
en-my,16,13820
en-my,17,13489
en-my,18,12745
en-my,19,14238
en-my,20,12248
en-my,21,11360
en-my,22,9283
en-my,23,6759
en-my,24,10624
en-my,25,10431
en-my,26,10037
en-my,27,10126
en-my,28,10678
en-my,29,10739
en-my,30,10248
en-my,31,9607
en-my,32,9532
en-my,33,9549
en-my,34,10338
en-my,35,9453
en-my,36,9464
en-my,37,9883
en-my,38,11854
en-my,39,13206
en-my,40,13871
en-my,41,14230
en-my,42,14757
en-my,43,12865
en-my,44,13059
en-my,45,14034
en-my,46,14577
en-my,47,14612
en-my,48,14683
en-my,49,14388
en-my,50,13689
en-my,51,11558
en-my,52,9889
en-na,15,102
en-na,16,102
en-na,17,102
en-na,30,101
en-na,33,321
en-na,36,221
en-na,37,326
en-na,38,351
en-na,39,350
en-na,40,228
en-na,41,322
en-na,43,106
en-ng,10,1294
en-ng,11,1696
en-ng,12,1973
en-ng,13,2030
en-ng,14,2012
en-ng,15,2086
en-ng,16,2149
en-ng,17,2146
en-ng,18,2107
en-ng,19,2052
en-ng,20,2298
en-ng,21,2089
en-ng,22,2015
en-ng,23,1922
en-ng,24,2240
en-ng,25,2187
en-ng,26,2162
en-ng,27,2220
en-ng,28,2311
en-ng,29,2314
en-ng,30,2300
en-ng,31,2305
en-ng,32,1952
en-ng,33,2168
en-ng,34,2475
en-ng,35,2422
en-ng,36,2525
en-ng,37,2476
en-ng,38,2637
en-ng,39,2733
en-ng,40,2654
en-ng,41,2712
en-ng,42,3064
en-ng,43,3021
en-ng,44,3138
en-ng,45,3033
en-ng,46,3195
en-ng,47,2979
en-ng,48,2958
en-ng,49,2721
en-ng,50,2555
en-ng,51,2179
en-ng,52,1734
en-nl,2,104
en-nl,3,102
en-nl,4,422
en-nl,5,221
en-nl,6,224
en-nl,8,251
en-nl,9,102
en-nl,10,1839
en-nl,11,2434
en-nl,12,2610
en-nl,13,2578
en-nl,14,2579
en-nl,15,2541
en-nl,16,2420
en-nl,17,2259
en-nl,18,2630
en-nl,19,2563
en-nl,20,2826
en-nl,21,2650
en-nl,22,2316
en-nl,23,2556
en-nl,24,2624
en-nl,25,2598
en-nl,26,2476
en-nl,27,2498
en-nl,28,2346
en-nl,29,2180
en-nl,30,1971
en-nl,31,1946
en-nl,32,2082
en-nl,33,2203
en-nl,34,2241
en-nl,35,2092
en-nl,36,2777
en-nl,37,3194
en-nl,38,3179
en-nl,39,3422
en-nl,40,3414
en-nl,41,3419
en-nl,42,3279
en-nl,43,3330
en-nl,44,3272
en-nl,45,3408
en-nl,46,3369
en-nl,47,3537
en-nl,48,3420
en-nl,49,3597
en-nl,50,3702
en-nl,51,2974
en-nl,52,1658
en-nz,1,7111
en-nz,2,10108
en-nz,3,10223
en-nz,4,10005
en-nz,5,10987
en-nz,6,10621
en-nz,7,12001
en-nz,8,12465
en-nz,9,12770
en-nz,10,39547
en-nz,11,50180
en-nz,12,51228
en-nz,13,52588
en-nz,14,52504
en-nz,15,50548
en-nz,16,38441
en-nz,17,43234
en-nz,18,50999
en-nz,19,52603
en-nz,20,53870
en-nz,21,53256
en-nz,22,47947
en-nz,23,49611
en-nz,24,48811
en-nz,25,45331
en-nz,26,44283
en-nz,27,43818
en-nz,28,43490
en-nz,29,45760
en-nz,30,48323
en-nz,31,49753
en-nz,32,51440
en-nz,33,51997
en-nz,34,51841
en-nz,35,51927
en-nz,36,56312
en-nz,37,54186
en-nz,38,52784
en-nz,39,52503
en-nz,40,50996
en-nz,41,51098
en-nz,42,52164
en-nz,43,46391
en-nz,44,48570
en-nz,45,47127
en-nz,46,44171
en-nz,47,42750
en-nz,48,41346
en-nz,49,42222
en-nz,50,39629
en-nz,51,32529
en-nz,52,25004
en-ph,1,18155
en-ph,2,28932
en-ph,3,30189
en-ph,4,31388
en-ph,5,31742
en-ph,6,46733
en-ph,7,34274
en-ph,8,34451
en-ph,9,34730
en-ph,10,74364
en-ph,11,84943
en-ph,12,81891
en-ph,13,73628
en-ph,14,67704
en-ph,15,65349
en-ph,16,60822
en-ph,17,76158
en-ph,18,67853
en-ph,19,67303
en-ph,20,64232
en-ph,21,61715
en-ph,22,56524
en-ph,23,59242
en-ph,24,64104
en-ph,25,76217
en-ph,26,80870
en-ph,27,86223
en-ph,28,91014
en-ph,29,87767
en-ph,30,88300
en-ph,31,88909
en-ph,32,89974
en-ph,33,97010
en-ph,34,99010
en-ph,35,105998
en-ph,36,113231
en-ph,37,111965
en-ph,38,116010
en-ph,39,119606
en-ph,40,116893
en-ph,41,121623
en-ph,42,114148
en-ph,43,99619
en-ph,44,83096
en-ph,45,107382
en-ph,46,116623
en-ph,47,123008
en-ph,48,117273
en-ph,49,108592
en-ph,50,99131
en-ph,51,61968
en-ph,52,47467
en-pk,1,1455
en-pk,2,1824
en-pk,3,1936
en-pk,4,1872
en-pk,5,1925
en-pk,6,1976
en-pk,7,2101
en-pk,8,2165
