language,week,visits
ar-dz,8,1137
ar-dz,9,1129
ar-dz,10,1277
ar-dz,11,1448
ar-dz,12,1020
ar-dz,13,241
ar-dz,14,493
ar-dz,15,1257
ar-dz,16,1232
ar-dz,17,880
ar-dz,18,1446
ar-dz,19,1645
ar-dz,20,1664
ar-dz,21,1706
ar-dz,22,1566
ar-dz,23,1287
ar-dz,24,1223
ar-dz,25,1127
ar-dz,26,1069
ar-dz,27,927
ar-dz,28,1092
ar-dz,29,958
ar-dz,30,1119
ar-dz,31,1133
ar-dz,32,1233
ar-dz,33,1169
ar-dz,34,1256
ar-dz,35,1178
ar-dz,36,1116
ar-dz,37,1114
ar-dz,38,1446
ar-dz,39,1381
ar-dz,40,2025
ar-dz,41,2435
ar-dz,42,2239
ar-dz,43,2118
ar-dz,44,1878
ar-dz,45,1959
ar-dz,46,1863
ar-dz,47,1717
ar-dz,48,1667
ar-dz,49,1580
ar-dz,50,1597
ar-dz,51,1347
ar-dz,52,1075
ar-eg,1,69329
ar-eg,2,69409
ar-eg,3,59558
ar-eg,4,57198
ar-eg,5,55143
ar-eg,6,55594
ar-eg,7,59205
ar-eg,8,65152
ar-eg,9,72967
ar-eg,10,80443
ar-eg,11,81348
ar-eg,12,62313
ar-eg,13,52128
ar-eg,14,54599
ar-eg,15,70510
ar-eg,16,69346
ar-eg,17,54553
ar-eg,18,60748
ar-eg,19,77835
ar-eg,20,77420
ar-eg,21,73089
ar-eg,22,66073
ar-eg,23,63733
ar-eg,24,60808
ar-eg,25,57269
ar-eg,26,51362
ar-eg,27,37671
ar-eg,28,43097
ar-eg,29,49023
ar-eg,30,49153
ar-eg,31,49092
ar-eg,32,50837
ar-eg,33,52857
ar-eg,34,51803
ar-eg,35,49778
ar-eg,36,50831
ar-eg,37,52452
ar-eg,38,54345
ar-eg,39,52948
ar-eg,40,61493
ar-eg,41,72632
ar-eg,42,81430
ar-eg,43,85059
ar-eg,44,89291
ar-eg,45,88617
ar-eg,46,86647
ar-eg,47,85900
ar-eg,48,86961
ar-eg,49,88529
ar-eg,50,87163
ar-eg,51,78652
ar-eg,52,58214
ar-il,1,104
ar-il,7,122
ar-il,8,106
ar-il,16,108
ar-il,18,106
ar-il,49,101
ar-il,50,103
ar-iq,1,8570
ar-iq,2,9816
ar-iq,3,7696
ar-iq,4,7440
ar-iq,5,7197
ar-iq,6,7346
ar-iq,7,7859
ar-iq,8,7913
ar-iq,9,7499
ar-iq,10,7973
ar-iq,11,7718
ar-iq,12,6096
ar-iq,13,5615
ar-iq,14,6265
ar-iq,15,8407
ar-iq,16,8439
ar-iq,17,6752
ar-iq,18,6770
ar-iq,19,8830
ar-iq,20,8126
ar-iq,21,7219
ar-iq,22,6136
ar-iq,23,6268
ar-iq,24,6360
ar-iq,25,5914
ar-iq,26,5229
ar-iq,27,4055
ar-iq,28,4177
ar-iq,29,4600
ar-iq,30,4589
ar-iq,31,4585
ar-iq,32,4658
ar-iq,33,4868
ar-iq,34,4778
ar-iq,35,4444
ar-iq,36,4661
ar-iq,37,4771
ar-iq,38,4857
ar-iq,39,5003
ar-iq,40,5509
ar-iq,41,6593
ar-iq,42,7125
ar-iq,43,7607
ar-iq,44,8261
ar-iq,45,8470
ar-iq,46,8135
ar-iq,47,8115
ar-iq,48,7651
ar-iq,49,7723
ar-iq,50,7948
ar-iq,51,7525
ar-iq,52,5587
ar-jo,1,6879
ar-jo,2,6497
ar-jo,3,5334
ar-jo,4,4208
ar-jo,5,4247
ar-jo,6,3891
ar-jo,7,3983
ar-jo,8,3848
ar-jo,9,4212
ar-jo,10,4989
ar-jo,11,5681
ar-jo,12,4274
ar-jo,13,4289
ar-jo,14,4305
ar-jo,15,5126
ar-jo,16,5246
ar-jo,17,3957
ar-jo,18,4312
ar-jo,19,6326
ar-jo,20,6684
ar-jo,21,6377
ar-jo,22,5519
ar-jo,23,4817
ar-jo,24,4077
ar-jo,25,3460
ar-jo,26,3175
ar-jo,27,2341
ar-jo,28,2785
ar-jo,29,3948
ar-jo,30,4173
ar-jo,31,4225
ar-jo,32,4392
ar-jo,33,4443
ar-jo,34,4307
ar-jo,35,4029
ar-jo,36,3508
ar-jo,37,3371
ar-jo,38,3120
ar-jo,39,3137
ar-jo,40,3202
ar-jo,41,3872
ar-jo,42,4798
ar-jo,43,5175
ar-jo,44,5886
ar-jo,45,5993
ar-jo,46,5995
ar-jo,47,5576
ar-jo,48,5142
ar-jo,49,5376
ar-jo,50,5593
ar-jo,51,6238
ar-jo,52,4928
ar-kw,1,210
ar-kw,21,125
ar-kw,29,233
ar-kw,30,108
ar-kw,45,122
ar-kw,46,211
ar-lb,2,343
ar-lb,4,219
ar-lb,21,102
ar-lb,29,432
ar-lb,40,102
ar-ly,1,2918
ar-ly,2,3087
ar-ly,3,2798
ar-ly,4,2992
ar-ly,5,2781
ar-ly,6,2990
ar-ly,7,3302
ar-ly,8,3419
ar-ly,9,3118
ar-ly,10,3218
ar-ly,11,3147
ar-ly,12,2164
ar-ly,13,1429
ar-ly,14,1281
ar-ly,15,1827
ar-ly,16,1739
ar-ly,17,1290
ar-ly,18,1780
ar-ly,19,2461
ar-ly,20,2738
ar-ly,21,2911
ar-ly,22,2837
ar-ly,23,3000
ar-ly,24,3185
ar-ly,25,3145
ar-ly,26,2796
ar-ly,27,1680
ar-ly,28,2420
ar-ly,29,3145
ar-ly,30,2989
ar-ly,31,2831
ar-ly,32,2746
ar-ly,33,2534
ar-ly,34,2690
ar-ly,35,2541
ar-ly,36,2570
ar-ly,37,2575
ar-ly,38,2793
ar-ly,39,2483
ar-ly,40,2692
ar-ly,41,2673
ar-ly,42,3008
ar-ly,43,3034
ar-ly,44,2683
ar-ly,45,2914
ar-ly,46,2930
ar-ly,47,2721
ar-ly,48,2739
ar-ly,49,2784
ar-ly,50,2874
ar-ly,51,2968
ar-ly,52,2612
ar-ma,1,1380
ar-ma,2,1241
ar-ma,3,1239
ar-ma,4,1319
ar-ma,5,1269
ar-ma,6,1207
ar-ma,7,1331
ar-ma,8,1446
ar-ma,9,1380
ar-ma,10,1564
ar-ma,11,1530
ar-ma,12,1125
ar-ma,13,988
ar-ma,14,978
ar-ma,15,1146
ar-ma,16,1279
ar-ma,17,1033
ar-ma,18,1186
ar-ma,19,1500
ar-ma,20,1585
ar-ma,21,1609
ar-ma,22,1475
ar-ma,23,1412
ar-ma,24,1366
ar-ma,25,1453
ar-ma,26,1234
ar-ma,27,747
ar-ma,28,1017
ar-ma,29,1152
ar-ma,30,1207
ar-ma,31,1180
ar-ma,32,1183
ar-ma,33,1254
ar-ma,34,1161
ar-ma,35,1184
ar-ma,36,1149
ar-ma,37,1129
ar-ma,38,1240
ar-ma,39,1264
ar-ma,40,1241
ar-ma,41,1388
ar-ma,42,1498
ar-ma,43,1530
ar-ma,44,1578
ar-ma,45,1651
ar-ma,46,1544
ar-ma,47,1393
ar-ma,48,1481
ar-ma,49,1382
ar-ma,50,1553
ar-ma,51,1562
ar-ma,52,1202
ar-om,1,957
ar-om,2,1006
ar-om,3,839
ar-om,4,967
ar-om,5,1106
ar-om,6,1297
ar-om,7,1391
ar-om,8,1483
ar-om,9,1277
ar-om,10,1390
ar-om,11,1346
ar-om,12,955
ar-om,13,751
ar-om,14,686
ar-om,15,1156
ar-om,16,1103
ar-om,17,448
ar-om,18,243
ar-om,19,954
ar-om,20,998
ar-om,21,827
ar-om,22,693
ar-om,23,608
ar-om,24,813
ar-om,25,616
ar-om,26,520
ar-om,27,140
ar-om,28,428
ar-om,29,898
ar-om,30,673
ar-om,31,709
ar-om,32,359
ar-om,33,215
ar-om,34,211
ar-om,35,337
ar-om,36,336
ar-om,37,785
ar-om,38,1028
ar-om,39,1109
ar-om,40,1199
ar-om,41,1353
ar-om,42,1315
ar-om,43,1336
ar-om,44,1326
ar-om,45,1339
ar-om,46,1290
ar-om,47,1090
ar-om,48,1065
ar-om,49,1227
ar-om,50,1172
ar-om,51,907
ar-om,52,372
ar-ps,1,701
ar-ps,2,915
ar-ps,3,835
ar-ps,4,838
ar-ps,5,607
ar-ps,6,447
ar-ps,7,335
ar-ps,8,830
ar-ps,9,765
ar-ps,10,982
ar-ps,11,961
ar-ps,12,325
ar-ps,15,736
ar-ps,16,932
ar-ps,17,345
ar-ps,18,238
ar-ps,19,837
ar-ps,20,918
ar-ps,21,871
ar-ps,22,696
ar-ps,23,323
ar-ps,24,548
ar-ps,25,332
ar-ps,27,110
ar-ps,28,223
ar-ps,29,720
ar-ps,30,872
ar-ps,31,350
ar-ps,32,101
ar-ps,34,102
ar-ps,39,126
ar-ps,40,591
ar-ps,41,835
ar-ps,42,952
ar-ps,43,771
ar-ps,44,571
ar-ps,45,890
ar-ps,46,877
ar-ps,47,935
ar-ps,48,999
ar-ps,49,1088
ar-ps,50,1026
ar-ps,51,962
ar-ps,52,582
ar-qa,20,106
ar-qa,29,203
ar-qa,30,103
ar-sa,1,9909
ar-sa,2,9680
ar-sa,3,9711
ar-sa,4,10225
ar-sa,5,10039
ar-sa,6,11155
ar-sa,7,11437
ar-sa,8,10545
ar-sa,9,11077
ar-sa,10,10852
ar-sa,11,10328
ar-sa,12,8651
ar-sa,13,7122
ar-sa,14,7290
ar-sa,15,9452
ar-sa,16,8902
ar-sa,17,6656
ar-sa,18,7948
ar-sa,19,10993
ar-sa,20,10997
ar-sa,21,9631
ar-sa,22,9372
ar-sa,23,8890
ar-sa,24,8279
ar-sa,25,8434
ar-sa,26,7465
ar-sa,27,5652
ar-sa,28,6419
ar-sa,29,8043
ar-sa,30,7996
ar-sa,31,7540
ar-sa,32,7613
ar-sa,33,7851
ar-sa,34,7759
ar-sa,35,8095
ar-sa,36,9325
ar-sa,37,10683
ar-sa,38,10178
ar-sa,39,10313
ar-sa,40,10479
ar-sa,41,11307
ar-sa,42,12587
ar-sa,43,13157
ar-sa,44,12564
ar-sa,45,11324
ar-sa,46,10381
ar-sa,47,8945
ar-sa,48,8922
ar-sa,49,10151
ar-sa,50,10339
ar-sa,51,11152
ar-sa,52,9283
ar-sd,1,4289
ar-sd,2,4431
ar-sd,3,4376
ar-sd,4,5125
ar-sd,5,5319
ar-sd,6,5823
ar-sd,7,5499
ar-sd,8,5603
ar-sd,9,5405
ar-sd,10,5348
ar-sd,11,5637
ar-sd,12,3528
ar-sd,13,2453
ar-sd,14,2183
ar-sd,15,3337
ar-sd,16,2659
ar-sd,17,1731
ar-sd,18,2144
ar-sd,19,3605
ar-sd,20,4668
ar-sd,21,5291
ar-sd,22,5359
ar-sd,23,5664
ar-sd,24,5224
ar-sd,25,5465
ar-sd,26,4232
ar-sd,27,2440
ar-sd,28,3050
ar-sd,29,4945
ar-sd,30,5489
ar-sd,31,5668
ar-sd,32,5623
ar-sd,33,5707
ar-sd,34,5688
ar-sd,35,5723
ar-sd,36,5927
ar-sd,37,6615
ar-sd,38,6544
ar-sd,39,5779
ar-sd,40,5866
ar-sd,41,6049
ar-sd,42,6490
ar-sd,43,6567
ar-sd,44,6214
ar-sd,45,6662
ar-sd,46,6444
ar-sd,47,6545
ar-sd,48,6106
ar-sd,49,5960
ar-sd,50,5962
ar-sd,51,5981
ar-sd,52,4556
ar-sy,1,1935
ar-sy,2,2012
ar-sy,3,1760
ar-sy,4,1695
ar-sy,5,1687
ar-sy,6,1707
ar-sy,7,1834
ar-sy,8,1840
ar-sy,9,2275
ar-sy,10,2133
ar-sy,11,1980
ar-sy,12,1593
ar-sy,13,1517
ar-sy,14,1664
ar-sy,15,2290
ar-sy,16,2281
ar-sy,17,1864
ar-sy,18,2069
ar-sy,19,2521
ar-sy,20,2580
ar-sy,21,2551
ar-sy,22,2364
ar-sy,23,2018
ar-sy,24,2085
ar-sy,25,2021
ar-sy,26,1812
ar-sy,27,1495
ar-sy,28,1631
ar-sy,29,1765
ar-sy,30,1697
ar-sy,31,1545
ar-sy,32,1547
ar-sy,33,1706
ar-sy,34,1576
ar-sy,35,1625
ar-sy,36,1759
ar-sy,37,1707
ar-sy,38,1774
ar-sy,39,1698
ar-sy,40,1701
ar-sy,41,1895
ar-sy,42,2064
ar-sy,43,2217
ar-sy,44,2157
ar-sy,45,2251
ar-sy,46,2063
ar-sy,47,2098
ar-sy,48,1979
ar-sy,49,1905
ar-sy,50,1763
ar-sy,51,1647
ar-sy,52,1366
ar-tn,29,101
ar-us,1,1657
ar-us,2,1686
ar-us,3,1568
ar-us,4,1418
ar-us,5,1561
ar-us,6,1533
ar-us,7,1620
ar-us,8,1578
ar-us,9,1504
ar-us,10,1623
ar-us,11,1817
ar-us,12,1293
ar-us,13,1242
ar-us,14,1077
ar-us,15,1403
ar-us,16,1370
ar-us,17,1021
ar-us,18,1107
ar-us,19,1663
ar-us,20,1805
ar-us,21,1634
ar-us,22,1533
ar-us,23,1519
ar-us,24,1405
ar-us,25,1343
ar-us,26,1202
ar-us,27,727
ar-us,28,1090
ar-us,29,1277
ar-us,30,1265
ar-us,31,1164
ar-us,32,1233
ar-us,33,1384
ar-us,34,1427
ar-us,35,1334
ar-us,36,1465
ar-us,37,1377
ar-us,38,1373
ar-us,39,1315
ar-us,40,1544
ar-us,41,1680
ar-us,42,1881
ar-us,43,1924
ar-us,44,1960
ar-us,45,1905
ar-us,46,1958
ar-us,47,1857
ar-us,48,1768
ar-us,49,1944
ar-us,50,1890
ar-us,51,1776
ar-us,52,1364
ar-ye,1,3300
ar-ye,2,3555
ar-ye,3,1954
ar-ye,4,3020
ar-ye,5,3553
ar-ye,6,3843
ar-ye,7,3690
ar-ye,8,3590
ar-ye,9,3680
ar-ye,10,3943
ar-ye,11,3703
ar-ye,12,2842
ar-ye,13,1882
ar-ye,14,1605
ar-ye,15,2119
ar-ye,16,2256
ar-ye,17,1516
ar-ye,18,1866
ar-ye,19,3055
ar-ye,20,3418
ar-ye,21,3680
ar-ye,22,3721
ar-ye,23,3689
ar-ye,24,3631
ar-ye,25,3684
ar-ye,26,3432
ar-ye,27,1988
ar-ye,28,2210
ar-ye,29,3249
ar-ye,30,3405
ar-ye,31,3407
ar-ye,32,3552
ar-ye,33,3822
ar-ye,34,3775
ar-ye,35,3849
ar-ye,36,4007
ar-ye,37,4218
ar-ye,38,4149
ar-ye,39,4392
ar-ye,40,4554
ar-ye,41,5226
ar-ye,42,5533
ar-ye,43,5363
ar-ye,44,5346
ar-ye,45,5491
ar-ye,46,5178
ar-ye,47,4240
ar-ye,48,4330
ar-ye,49,4497
ar-ye,50,4878
ar-ye,51,5132
ar-ye,52,4283
az,1,911
az,2,1066
az,3,1036
az,4,981
az,5,848
az,6,871
az,7,925
az,8,939
az,9,782
az,10,924
az,11,815
az,12,875
az,13,858
az,14,850
az,15,1118
az,16,1224
az,17,1115
az,18,1208
az,19,1250
az,20,1188
az,21,1066
az,22,1020
az,23,934
az,24,897
az,25,746
az,26,705
az,27,580
az,28,484
az,29,773
az,30,679
az,31,433
az,32,700
az,33,613
az,34,699
az,35,224
az,36,755
az,37,882
az,38,1070
az,39,1146
az,40,1182
az,41,1218
az,42,1324
az,43,1390
az,44,1266
az,45,3513
az,46,2216
az,47,1584
az,48,1754
az,49,1685
az,50,1727
az,51,1418
az,52,768
az-az,1,1622
az-az,2,2064
az-az,3,1603
az-az,4,1534
az-az,5,1400
az-az,6,1553
az-az,7,1518
az-az,8,1538
az-az,9,1321
az-az,10,1493
az-az,11,1445
az-az,12,1491
az-az,13,1516
az-az,14,1404
az-az,15,1503
az-az,16,1705
az-az,17,1668
az-az,18,1686
az-az,19,1838
az-az,20,1631
az-az,21,1510
az-az,22,1317
az-az,23,1346
az-az,24,1248
az-az,25,1165
az-az,26,1197
az-az,27,967
az-az,28,1101
az-az,29,1359
az-az,30,1377
az-az,31,1270
az-az,32,1172
az-az,33,1094
az-az,34,1041
az-az,35,1047
az-az,36,1061
az-az,37,1168
az-az,38,1395
az-az,39,1545
az-az,40,1610
az-az,41,1780
az-az,42,1758
az-az,43,1725
az-az,44,1838
az-az,45,4049
az-az,46,2940
az-az,47,2329
az-az,48,2571
az-az,49,2639
az-az,50,2614
az-az,51,2378
az-az,52,1370
be-by,49,113
bg,1,7111
bg,2,7170
bg,3,7426
bg,4,7229
bg,5,7222
bg,6,7112
bg,7,6580
bg,8,6019
bg,9,5711
bg,10,6210
bg,11,6197
bg,12,5160
bg,13,5426
bg,14,5489
bg,15,6448
bg,16,5449
bg,17,6029
bg,18,5796
bg,19,6243
bg,20,6536
bg,21,6459
bg,22,5899
bg,23,6084
bg,24,5653
bg,25,5736
bg,26,5174
bg,27,5318
bg,28,4811
bg,29,4807
bg,30,4919
bg,31,5107
bg,32,5230
bg,33,5265
bg,34,5463
bg,35,5327
bg,36,5045
bg,37,5102
bg,38,5305
bg,39,5512
bg,40,5747
bg,41,6278
bg,42,6505
bg,43,6497
bg,44,6533
bg,45,7049
bg,46,7391
bg,47,7194
bg,48,7177
bg,49,6761
bg,50,6591
bg,51,5374
bg,52,4208
bg-bg,1,22056
bg-bg,2,23290
bg-bg,3,22489
bg-bg,4,21585
bg-bg,5,20508
bg-bg,6,20096
bg-bg,7,18905
bg-bg,8,17444
bg-bg,9,16742
bg-bg,10,17250
bg-bg,11,18273
bg-bg,12,15391
bg-bg,13,14876
bg-bg,14,14898
bg-bg,15,16604
bg-bg,16,14843
bg-bg,17,15862
bg-bg,18,16324
bg-bg,19,16969
bg-bg,20,17345
bg-bg,21,16798
bg-bg,22,16042
bg-bg,23,16660
bg-bg,24,15701
bg-bg,25,15069
bg-bg,26,14200
bg-bg,27,13952
bg-bg,28,14179
bg-bg,29,14660
bg-bg,30,14248
bg-bg,31,13390
bg-bg,32,14183
bg-bg,33,13594
bg-bg,34,13753
bg-bg,35,13945
bg-bg,36,13292
bg-bg,37,13801
bg-bg,38,14195
bg-bg,39,15179
bg-bg,40,15870
bg-bg,41,16614
bg-bg,42,16621
bg-bg,43,17877
bg-bg,44,18431
bg-bg,45,18783
bg-bg,46,19791
bg-bg,47,19818
bg-bg,48,20506
bg-bg,49,18416
bg-bg,50,17037
bg-bg,51,14153
bg-bg,52,11143
bn,1,1303
bn,2,1346
bn,3,1278
bn,4,1193
bn,5,1056
bn,6,1283
bn,7,1293
bn,8,1322
bn,9,1230
bn,10,1322
bn,11,1079
bn,12,982
bn,13,1046
bn,14,890
bn,15,1113
bn,16,1236
bn,17,1193
bn,18,1161
bn,19,1367
bn,20,1413
bn,21,1446
bn,22,1370
bn,23,1366
bn,24,1333
bn,25,1364
bn,26,1382
bn,27,1186
bn,28,1162
bn,29,1261
bn,30,1416
bn,31,1288
bn,32,1299
bn,33,1300
bn,34,1503
bn,35,1426
bn,36,1421
bn,37,1482
bn,38,1529
bn,39,1394
bn,40,1267
bn,41,1498
bn,42,1485
bn,43,1505
bn,44,1604
bn,45,1562
bn,46,1472
bn,47,1572
bn,48,1559
bn,49,1426
bn,50,1438
bn,51,1408
bn,52,1208
bn-bd,1,959
bn-bd,2,1094
bn-bd,3,969
bn-bd,4,973
bn-bd,5,748
bn-bd,6,929
bn-bd,7,991
bn-bd,8,1003
bn-bd,9,982
bn-bd,10,956
bn-bd,11,917
bn-bd,12,897
bn-bd,13,1267
bn-bd,14,320
bn-bd,15,801
bn-bd,16,510
bn-bd,17,722
bn-bd,18,477
bn-bd,19,1061
bn-bd,20,1144
bn-bd,21,1169
bn-bd,22,1138
bn-bd,23,974
bn-bd,24,908
bn-bd,25,916
bn-bd,26,858
bn-bd,27,562
bn-bd,28,843
bn-bd,29,1225
bn-bd,30,1217
bn-bd,31,1141
bn-bd,32,1178
bn-bd,33,1097
bn-bd,34,1118
bn-bd,35,1010
bn-bd,36,996
bn-bd,37,1099
bn-bd,38,1109
bn-bd,39,1065
bn-bd,40,876
bn-bd,41,1150
bn-bd,42,1148
bn-bd,43,1065
bn-bd,44,1081
bn-bd,45,1248
bn-bd,46,1153
bn-bd,47,1187
bn-bd,48,1325
bn-bd,49,1195
bn-bd,50,1156
bn-bd,51,1095
bn-bd,52,934
bn-in,1,985
bn-in,2,1031
bn-in,3,947
bn-in,4,636
bn-in,5,616
bn-in,6,696
bn-in,7,894
bn-in,8,834
bn-in,9,912
bn-in,10,943
bn-in,11,740
bn-in,12,762
bn-in,13,539
bn-in,14,443
bn-in,15,749
bn-in,16,905
bn-in,17,907
bn-in,18,934
bn-in,19,1011
bn-in,20,1067
bn-in,21,995
bn-in,22,1072
bn-in,23,1346
bn-in,24,1067
bn-in,25,1038
bn-in,26,1037
bn-in,27,948
bn-in,28,1068
bn-in,29,1139
bn-in,30,1054
bn-in,31,944
bn-in,32,1629
bn-in,33,1221
bn-in,34,1060
bn-in,35,983
bn-in,36,1040
bn-in,37,1192
bn-in,38,1181
bn-in,39,1265
bn-in,40,733
bn-in,41,1097
bn-in,42,1116
bn-in,43,1108
bn-in,44,1231
bn-in,45,1253
bn-in,46,1239
bn-in,47,1272
bn-in,48,1530
bn-in,49,1365
bn-in,50,1494
bn-in,51,1478
bn-in,52,1303
bo,3,120
bs,1,1151
bs,2,1233
bs,3,1371
bs,4,1285
bs,5,1290
bs,6,1260
bs,7,1227
bs,8,1092
bs,9,1064
bs,10,996
bs,11,1112
bs,12,701
bs,13,878
bs,14,969
bs,15,1195
bs,16,1169
bs,17,1136
bs,18,1032
bs,19,1158
bs,20,1259
bs,21,1462
bs,22,1266
bs,23,1249
bs,24,1026
bs,25,1067
bs,26,1037
bs,27,1079
bs,28,1068
bs,29,1014
bs,30,949
bs,31,954
bs,32,986
bs,33,961
bs,34,1041
bs,35,1066
bs,36,1131
bs,37,1167
bs,38,1187
bs,39,1113
bs,40,1207
bs,41,1235
bs,42,1333
bs,43,1389
bs,44,1424
bs,45,1581
bs,46,1531
bs,47,1426
bs,48,1590
bs,49,1651
bs,50,1601
bs,51,1595
bs,52,1008
bs-ba,1,2367
bs-ba,2,2451
bs-ba,3,2261
bs-ba,4,2177
bs-ba,5,2203
bs-ba,6,2027
bs-ba,7,1874
bs-ba,8,1825
bs-ba,9,1737
bs-ba,10,1782
bs-ba,11,1826
bs-ba,12,1578
bs-ba,13,1590
bs-ba,14,1524
bs-ba,15,1968
bs-ba,16,1896
bs-ba,17,1753
bs-ba,18,1578
bs-ba,19,1781
bs-ba,20,1754
bs-ba,21,1968
bs-ba,22,2024
bs-ba,23,1878
bs-ba,24,1636
bs-ba,25,1666
bs-ba,26,1531
bs-ba,27,1520
bs-ba,28,1513
bs-ba,29,1754
bs-ba,30,1674
bs-ba,31,1664
bs-ba,32,1633
bs-ba,33,1475
bs-ba,34,1518
bs-ba,35,1511
bs-ba,36,1611
bs-ba,37,1550
bs-ba,38,1669
bs-ba,39,1566
bs-ba,40,1628
bs-ba,41,1839
bs-ba,42,1860
bs-ba,43,2024
bs-ba,44,2025
bs-ba,45,2251
bs-ba,46,2411
bs-ba,47,2073
bs-ba,48,2268
bs-ba,49,2155
bs-ba,50,2155
bs-ba,51,2170
bs-ba,52,1449
c,1,21681
c,2,22336
c,3,21552
c,4,27987
c,5,33102
c,6,36022
c,7,31923
c,8,27354
c,9,26126
c,10,27553
c,11,27542
c,12,28190
c,13,70144
c,14,112774
c,15,185593
c,16,182550
c,17,90141
c,18,58051
c,19,78137
c,20,47368
c,21,45742
c,22,63558
c,23,23263
c,24,14162
c,25,14387
c,26,18162
c,27,9170
c,28,12605
c,29,22686
c,30,12500
c,31,18464
c,32,192964
c,33,97348
c,34,295732
c,35,24372
