language,week,visits
en-gb,7,11731158
en-gb,8,11521669
en-gb,9,11693133
en-gb,10,12018694
en-gb,11,11848632
en-gb,12,10165852
en-gb,13,10008620
en-gb,14,9788106
en-gb,15,10522513
en-gb,16,11645070
en-gb,17,11788099
en-gb,18,11464793
en-gb,19,12308148
en-gb,20,12563177
en-gb,21,12097690
en-gb,22,10905373
en-gb,23,11366538
en-gb,24,10935578
en-gb,25,10934753
en-gb,26,10636386
en-gb,27,10094987
en-gb,28,10227697
en-gb,29,10560861
en-gb,30,10428447
en-gb,31,10391749
en-gb,32,10147201
en-gb,33,10600768
en-gb,34,10851591
en-gb,35,10625638
en-gb,36,11039345
en-gb,37,11564405
en-gb,38,11671191
en-gb,39,11794909
en-gb,40,12099067
en-gb,41,12913581
en-gb,42,12801239
en-gb,43,12656839
en-gb,44,13064854
en-gb,45,13525853
en-gb,46,13470512
en-gb,47,13096010
en-gb,48,13109459
en-gb,49,12981432
en-gb,50,11956892
en-gb,51,10004793
en-gb,52,8202794
en-gb-oxendict,1,6033
en-gb-oxendict,2,6763
en-gb-oxendict,3,6687
en-gb-oxendict,4,6271
en-gb-oxendict,5,5995
en-gb-oxendict,6,6671
en-gb-oxendict,7,6533
en-gb-oxendict,8,6284
en-gb-oxendict,9,6793
en-gb-oxendict,10,7213
en-gb-oxendict,11,7023
en-gb-oxendict,12,7038
en-gb-oxendict,13,6811
en-gb-oxendict,14,6818
en-gb-oxendict,15,6335
en-gb-oxendict,16,6902
en-gb-oxendict,17,7002
en-gb-oxendict,18,6912
en-gb-oxendict,19,7593
en-gb-oxendict,20,7500
en-gb-oxendict,21,7035
en-gb-oxendict,22,6087
en-gb-oxendict,23,6378
en-gb-oxendict,24,6089
en-gb-oxendict,25,6086
en-gb-oxendict,26,5586
en-gb-oxendict,27,5490
en-gb-oxendict,28,5705
en-gb-oxendict,29,5707
en-gb-oxendict,30,5423
en-gb-oxendict,31,5593
en-gb-oxendict,32,5643
en-gb-oxendict,33,5833
en-gb-oxendict,34,5733
en-gb-oxendict,35,6035
en-gb-oxendict,36,6228
en-gb-oxendict,37,6632
en-gb-oxendict,38,6542
en-gb-oxendict,39,7175
en-gb-oxendict,40,7252
en-gb-oxendict,41,7947
en-gb-oxendict,42,8186
en-gb-oxendict,43,8538
en-gb-oxendict,44,8874
en-gb-oxendict,45,9601
en-gb-oxendict,46,9783
en-gb-oxendict,47,8937
en-gb-oxendict,48,9404
en-gb-oxendict,49,9462
en-gb-oxendict,50,7972
en-gb-oxendict,51,6025
en-gb-oxendict,52,4290
en-ge,51,205
en-gh,1,1720
en-gh,2,1982
en-gh,3,2040
en-gh,4,2276
en-gh,5,2335
en-gh,6,2487
en-gh,7,2473
en-gh,8,2445
en-gh,9,2229
en-gh,10,2639
en-gh,11,2755
en-gh,12,2258
en-gh,13,2079
en-gh,14,2105
en-gh,15,2350
en-gh,16,2796
en-gh,17,2500
en-gh,18,2313
en-gh,19,2576
en-gh,20,2569
en-gh,21,2621
en-gh,22,2365
en-gh,23,2332
en-gh,24,2348
en-gh,25,2456
en-gh,26,2410
en-gh,27,2460
en-gh,28,2600
en-gh,29,3041
en-gh,30,2941
en-gh,31,2833
en-gh,32,2749
en-gh,33,2667
en-gh,34,2727
en-gh,35,2725
en-gh,36,2626
en-gh,37,2804
en-gh,38,2792
en-gh,39,2714
en-gh,40,2669
en-gh,41,2798
en-gh,42,2707
en-gh,43,2651
en-gh,44,2651
en-gh,45,2596
en-gh,46,2694
en-gh,47,2444
en-gh,48,2322
en-gh,49,2515
en-gh,50,2297
en-gh,51,1562
en-gh,52,1345
en-gr,1,969
en-gr,2,1084
en-gr,3,858
en-gr,4,710
en-gr,5,937
en-gr,6,926
en-gr,7,845
en-gr,8,617
en-gr,9,484
en-gr,10,723
en-gr,11,778
en-gr,12,507
en-gr,13,684
en-gr,14,623
en-gr,15,793
en-gr,16,381
en-gr,17,443
en-gr,18,620
en-gr,19,692
en-gr,20,938
en-gr,21,777
en-gr,22,457
en-gr,23,322
en-gr,24,531
en-gr,25,205
en-gr,26,125
en-gr,29,101
en-gr,30,103
en-gr,32,106
en-gr,34,245
en-gr,35,436
en-gr,36,485
en-gr,37,464
en-gr,38,455
en-gr,39,363
en-gr,40,354
en-gr,41,729
en-gr,42,703
en-gr,43,802
en-gr,44,685
en-gr,45,657
en-gr,46,869
en-gr,47,577
en-gr,48,788
en-gr,49,908
en-gr,50,724
en-gr,51,502
en-gr,52,339
en-gy,2,103
en-gy,29,268
en-gy,34,107
en-hk,1,6587
en-hk,2,6690
en-hk,3,6768
en-hk,4,6295
en-hk,5,5097
en-hk,6,7723
en-hk,7,8420
en-hk,8,9724
en-hk,9,9879
en-hk,10,8366
en-hk,11,7512
en-hk,12,6786
en-hk,13,6433
en-hk,14,6277
en-hk,15,6548
en-hk,16,6999
en-hk,17,6755
en-hk,18,6137
en-hk,19,6339
en-hk,20,6068
en-hk,21,5973
en-hk,22,5473
en-hk,23,5367
en-hk,24,5308
en-hk,25,5166
en-hk,26,4974
en-hk,27,5164
en-hk,28,5107
en-hk,29,5535
en-hk,30,5248
en-hk,31,5244
en-hk,32,5109
en-hk,33,5288
en-hk,34,4818
en-hk,35,5353
en-hk,36,5164
en-hk,37,5664
en-hk,38,5757
en-hk,39,6169
en-hk,40,6029
en-hk,41,6846
en-hk,42,6764
en-hk,43,6934
en-hk,44,6594
en-hk,45,6991
en-hk,46,7112
en-hk,47,6927
en-hk,48,6333
en-hk,49,5999
en-hk,50,5289
en-hk,51,4328
en-hk,52,4020
en-hr,1,120
en-hr,3,217
en-hr,4,107
en-hr,5,112
en-hr,6,103
en-hr,29,477
en-hr,30,568
en-hr,31,105
en-hr,47,102
en-hu,1,109
en-hu,29,218
en-hu,30,105
en-hu,31,117
en-id,1,1252
en-id,2,1191
en-id,3,1198
en-id,4,1220
en-id,5,1237
en-id,6,1440
en-id,7,1272
en-id,8,1283
en-id,9,1131
en-id,10,1286
en-id,11,1136
en-id,12,939
en-id,13,819
en-id,14,858
en-id,15,1157
en-id,16,1199
en-id,17,874
en-id,18,894
en-id,19,1125
en-id,20,1254
en-id,21,1178
en-id,22,1203
en-id,23,1357
en-id,24,1261
en-id,25,1286
en-id,26,1239
en-id,27,1283
en-id,28,1276
en-id,29,1622
en-id,30,1562
en-id,31,1470
en-id,32,1473
en-id,33,1546
en-id,34,1626
en-id,35,1674
en-id,36,1730
en-id,37,1887
en-id,38,2054
en-id,39,2182
en-id,40,2256
en-id,41,2308
en-id,42,2471
en-id,43,2435
en-id,44,2532
en-id,45,2311
en-id,46,2363
en-id,47,2432
en-id,48,2235
en-id,49,2163
en-id,50,2122
en-id,51,1953
en-id,52,1461
en-ie,1,65509
en-ie,2,63871
en-ie,3,56428
en-ie,4,55596
en-ie,5,56832
en-ie,6,56550
en-ie,7,56542
en-ie,8,52582
en-ie,9,52376
en-ie,10,55143
en-ie,11,50421
en-ie,12,45449
en-ie,13,43593
en-ie,14,42400
en-ie,15,48840
en-ie,16,49072
en-ie,17,49611
en-ie,18,46799
en-ie,19,47006
en-ie,20,47643
en-ie,21,44681
en-ie,22,41072
en-ie,23,41965
en-ie,24,40700
en-ie,25,41330
en-ie,26,41033
en-ie,27,38039
en-ie,28,38341
en-ie,29,40674
en-ie,30,38901
en-ie,31,38287
en-ie,32,37036
en-ie,33,39321
en-ie,34,38324
en-ie,35,37331
en-ie,36,38032
en-ie,37,39877
en-ie,38,41498
en-ie,39,43293
en-ie,40,46978
en-ie,41,48425
en-ie,42,50215
en-ie,43,49457
en-ie,44,47628
en-ie,45,52837
en-ie,46,51011
en-ie,47,49392
en-ie,48,50165
en-ie,49,49028
en-ie,50,43389
en-ie,51,35576
en-ie,52,30852
en-il,1,1880
en-il,2,1953
en-il,3,1924
en-il,4,1812
en-il,5,1644
en-il,6,1691
en-il,7,1605
en-il,8,1664
en-il,9,1440
en-il,10,1666
en-il,11,1511
en-il,12,1393
en-il,13,1495
en-il,14,1425
en-il,15,1359
en-il,16,1345
en-il,17,1512
en-il,18,1374
en-il,19,1561
en-il,20,1683
en-il,21,1573
en-il,22,1465
en-il,23,1716
en-il,24,1601
en-il,25,1438
en-il,26,1467
en-il,27,1366
en-il,28,1493
en-il,29,1820
en-il,30,1619
en-il,31,1462
en-il,32,1347
en-il,33,1267
en-il,34,1211
en-il,35,1189
en-il,36,1341
en-il,37,1281
en-il,38,1248
en-il,39,1222
en-il,40,990
en-il,41,1112
en-il,42,1483
en-il,43,1488
en-il,44,1366
en-il,45,1474
en-il,46,1440
en-il,47,1417
en-il,48,1482
en-il,49,1590
en-il,50,1522
en-il,51,1446
en-il,52,1289
en-in,1,1447769
en-in,2,1411913
en-in,3,1440111
en-in,4,1294588
en-in,5,1285854
en-in,6,1243383
en-in,7,1241002
en-in,8,1249046
en-in,9,1208409
en-in,10,1230828
en-in,11,1155346
en-in,12,959295
en-in,13,895999
en-in,14,917425
en-in,15,1110375
en-in,16,1286592
en-in,17,1256809
en-in,18,1199657
en-in,19,1275080
en-in,20,1283475
en-in,21,1311364
en-in,22,1286108
en-in,23,1312459
en-in,24,1293331
en-in,25,1338007
en-in,26,1316748
en-in,27,1306404
en-in,28,1339238
en-in,29,1391448
en-in,30,1364855
en-in,31,1339280
en-in,32,1232170
en-in,33,1307251
en-in,34,1444056
en-in,35,1341193
en-in,36,1385206
en-in,37,1499001
en-in,38,1492013
en-in,39,1472126
en-in,40,1366567
en-in,41,1521541
en-in,42,1392555
en-in,43,1347840
en-in,44,1554173
en-in,45,1579884
en-in,46,1611181
en-in,47,1582136
en-in,48,1559862
en-in,49,1516490
en-in,50,1536902
en-in,51,1449938
en-in,52,1210039
en-io,29,106
en-iq,1,1922
en-iq,2,2068
en-iq,3,1920
en-iq,4,2033
en-iq,5,1868
en-iq,6,1746
en-iq,7,1871
en-iq,8,1810
en-iq,9,1968
en-iq,10,1878
en-iq,11,1838
en-iq,12,1231
en-iq,13,1291
en-iq,14,1525
en-iq,15,1941
en-iq,16,2004
en-iq,17,1530
en-iq,18,1491
en-iq,19,1693
en-iq,20,1806
en-iq,21,1599
en-iq,22,1392
en-iq,23,1412
en-iq,24,1456
en-iq,25,1326
en-iq,26,1196
en-iq,27,842
en-iq,28,970
en-iq,29,1066
en-iq,30,1105
en-iq,31,1107
en-iq,32,1117
en-iq,33,1135
en-iq,34,1198
en-iq,35,1152
en-iq,36,1187
en-iq,37,1282
en-iq,38,1530
en-iq,39,1444
en-iq,40,1742
en-iq,41,1905
en-iq,42,2185
en-iq,43,2185
en-iq,44,2101
en-iq,45,2081
en-iq,46,2314
en-iq,47,2303
en-iq,48,2261
en-iq,49,1992
en-iq,50,2062
en-iq,51,1875
en-iq,52,1400
en-ir,1,1687
en-ir,2,1807
en-ir,3,1631
en-ir,4,1635
en-ir,5,1569
en-ir,6,1521
en-ir,7,1351
en-ir,8,1535
en-ir,9,1374
en-ir,10,1513
en-ir,11,854
en-ir,12,271
en-ir,13,734
en-ir,14,1002
en-ir,15,1489
en-ir,16,1385
en-ir,17,1457
en-ir,18,1285
en-ir,19,1462
en-ir,20,1588
en-ir,21,1617
en-ir,22,1483
en-ir,23,1661
en-ir,24,1635
en-ir,25,1571
en-ir,26,1528
en-ir,27,1352
en-ir,28,1397
en-ir,29,1254
en-ir,30,1426
en-ir,31,1293
en-ir,32,1363
en-ir,33,1630
en-ir,34,1453
en-ir,35,1465
en-ir,36,1336
en-ir,37,1362
en-ir,38,717
en-ir,39,910
en-ir,40,1132
en-ir,41,1160
en-ir,42,1579
en-ir,43,1548
en-ir,44,1626
en-ir,45,1850
en-ir,46,1731
en-ir,47,1737
en-ir,48,1829
en-ir,49,1710
en-ir,50,1728
en-ir,51,1568
en-ir,52,1376
en-it,1,1452
en-it,2,1626
en-it,3,1561
en-it,4,1509
en-it,5,1402
en-it,6,1381
en-it,7,1349
en-it,8,1103
en-it,9,1132
en-it,10,1335
en-it,11,1324
en-it,12,1038
en-it,13,1111
en-it,14,963
en-it,15,1074
en-it,16,1236
en-it,17,1226
en-it,18,1316
en-it,19,1153
en-it,20,1390
en-it,21,1261
en-it,22,1067
en-it,23,1104
en-it,24,1134
en-it,25,1087
en-it,26,1169
en-it,27,1123
en-it,28,1124
en-it,29,1270
en-it,30,1304
en-it,31,1275
en-it,32,739
en-it,33,675
en-it,34,1116
en-it,35,940
en-it,36,1023
en-it,37,1251
en-it,38,1085
en-it,39,1210
en-it,40,1299
en-it,41,1514
en-it,42,1499
en-it,43,1603
en-it,44,1508
en-it,45,1580
en-it,46,1541
en-it,47,1628
en-it,48,1648
en-it,49,1542
en-it,50,1668
en-it,51,1008
en-it,52,718
en-jm,1,1919
en-jm,2,1850
en-jm,3,1956
en-jm,4,1703
en-jm,5,1598
en-jm,6,1652
en-jm,7,1707
en-jm,8,1524
en-jm,9,1623
en-jm,10,1666
en-jm,11,1704
en-jm,12,1533
en-jm,13,1478
en-jm,14,1334
en-jm,15,1327
en-jm,16,1328
en-jm,17,1417
en-jm,18,1351
en-jm,19,1358
en-jm,20,1520
en-jm,21,1371
en-jm,22,1259
en-jm,23,1390
en-jm,24,1281
en-jm,25,1256
en-jm,26,1345
en-jm,27,1492
en-jm,28,1384
en-jm,29,1476
en-jm,30,1347
en-jm,31,1363
en-jm,32,1232
en-jm,33,1075
en-jm,34,1030
en-jm,35,1049
en-jm,36,1193
en-jm,37,1418
en-jm,38,1545
en-jm,39,1587
en-jm,40,1583
en-jm,41,1523
en-jm,42,1638
en-jm,43,1617
en-jm,44,1600
en-jm,45,1729
en-jm,46,1567
en-jm,47,1529
en-jm,48,1350
en-jm,49,1285
en-jm,50,1166
en-jm,51,693
en-jm,52,764
en-jo,1,2541
en-jo,2,2282
en-jo,3,2132
en-jo,4,1780
en-jo,5,1956
en-jo,6,1767
en-jo,7,1719
en-jo,8,1538
en-jo,9,1764
en-jo,10,1957
en-jo,11,2132
en-jo,12,1593
en-jo,13,1381
en-jo,14,1495
en-jo,15,1995
en-jo,16,2022
en-jo,17,1868
en-jo,18,1660
en-jo,19,2395
en-jo,20,2734
en-jo,21,2506
en-jo,22,2239
en-jo,23,2037
en-jo,24,1884
en-jo,25,1678
en-jo,26,1476
en-jo,27,1262
en-jo,28,1252
en-jo,29,1532
en-jo,30,1746
en-jo,31,1678
en-jo,32,1956
en-jo,33,1897
en-jo,34,1771
en-jo,35,1622
en-jo,36,1462
en-jo,37,1531
en-jo,38,1599
en-jo,39,1614
en-jo,40,1650
en-jo,41,1730
en-jo,42,2125
en-jo,43,2120
en-jo,44,2542
en-jo,45,2460
en-jo,46,2546
en-jo,47,2423
en-jo,48,2270
en-jo,49,2274
en-jo,50,2274
en-jo,51,2231
en-jo,52,1909
en-jp,1,331
en-jp,2,330
en-jp,3,662
en-jp,4,128
en-jp,5,234
en-jp,6,319
en-jp,7,121
en-jp,8,108
en-jp,20,103
en-jp,21,108
en-jp,23,116
en-jp,37,109
en-jp,40,112
en-jp,42,104
en-jp,45,108
en-jp,47,224
en-jp,48,339
en-jp,49,122
en-jp,51,107
en-ke,1,4952
en-ke,2,5878
en-ke,3,5894
en-ke,4,6172
en-ke,5,6295
en-ke,6,6327
en-ke,7,6371
en-ke,8,6117
en-ke,9,5865
en-ke,10,6206
en-ke,11,6594
en-ke,12,5528
en-ke,13,4829
en-ke,14,4833
en-ke,15,5545
en-ke,16,6015
en-ke,17,5420
en-ke,18,5226
en-ke,19,5780
en-ke,20,5657
en-ke,21,5863
en-ke,22,5651
en-ke,23,6035
en-ke,24,6343
en-ke,25,6133
en-ke,26,5690
en-ke,27,5798
en-ke,28,5630
en-ke,29,6110
en-ke,30,5296
en-ke,31,4363
en-ke,32,3593
en-ke,33,3878
en-ke,34,4505
en-ke,35,4436
en-ke,36,4890
en-ke,37,5144
en-ke,38,6243
en-ke,39,6431
en-ke,40,6669
en-ke,41,7410
en-ke,42,7297
en-ke,43,7713
en-ke,44,7879
en-ke,45,7928
en-ke,46,8026
en-ke,47,7471
en-ke,48,7704
en-ke,49,7064
en-ke,50,6008
en-ke,51,4266
en-ke,52,3394
en-kw,1,213
en-kw,2,437
en-kw,3,101
en-kw,6,119
en-kw,10,103
en-kw,40,205
en-kw,41,108
en-kw,42,325
en-kw,43,112
en-kw,44,114
en-kw,45,217
en-kw,46,202
en-kw,47,120
en-lb,1,1212
en-lb,2,1127
en-lb,3,975
en-lb,4,935
en-lb,5,655
en-lb,6,772
en-lb,7,954
en-lb,8,952
en-lb,9,788
en-lb,10,931
en-lb,11,912
en-lb,12,356
en-lb,13,216
en-lb,14,372
en-lb,15,708
en-lb,16,607
en-lb,17,247
en-lb,18,482
en-lb,19,488
en-lb,20,603
en-lb,21,639
en-lb,22,356
en-lb,23,460
en-lb,24,447
en-lb,25,462
en-lb,26,458
en-lb,27,323
en-lb,28,580
en-lb,29,501
en-lb,30,217
en-lb,31,215
en-lb,32,115
en-lb,33,104
en-lb,34,317
en-lb,35,318
en-lb,37,470
en-lb,38,554
en-lb,39,817
en-lb,40,823
en-lb,41,792
en-lb,42,744
en-lb,43,935
en-lb,44,899
en-lb,45,763
en-lb,46,934
en-lb,47,669
en-lb,48,699
en-lb,49,533
en-lb,50,434
en-lk,1,1094
en-lk,2,1202
en-lk,3,1261
en-lk,4,1276
en-lk,5,1155
en-lk,6,1234
en-lk,7,1164
en-lk,8,1099
en-lk,9,1058
en-lk,10,1136
en-lk,11,1071
en-lk,12,614
en-lk,13,455
en-lk,14,349
en-lk,15,443
en-lk,16,1059
en-lk,17,1104
en-lk,18,1021
en-lk,19,763
en-lk,20,1001
en-lk,21,1089
en-lk,22,1108
en-lk,23,1081
en-lk,24,939
en-lk,25,1073
en-lk,26,1075
en-lk,27,956
en-lk,28,1049
en-lk,29,1410
en-lk,30,1311
en-lk,31,1294
en-lk,32,1185
en-lk,33,1153
en-lk,34,1185
en-lk,35,1161
en-lk,36,1195
en-lk,37,1341
en-lk,38,1501
en-lk,39,1398
en-lk,40,1422
en-lk,41,1428
en-lk,42,1527
en-lk,43,1371
en-lk,44,1557
en-lk,45,1447
en-lk,46,1482
en-lk,47,1466
en-lk,48,1423
en-lk,49,1412
en-lk,50,1351
en-lk,51,1214
en-lk,52,1033
en-lt,24,104
en-mk,2,107
en-mk,6,119
en-mk,7,104
en-mk,9,116
en-mk,48,108
en-mm,1,222
en-mm,2,648
en-mm,3,334
en-mm,4,145
en-mm,5,336
en-mm,6,507
en-mm,7,565
en-mm,8,326
en-mm,9,577
en-mm,10,437
en-mm,11,227
en-mm,16,105
en-mm,17,224
en-mm,18,101
en-mm,19,408
en-mm,20,707
en-mm,21,592
en-mm,22,848
en-mm,23,226
en-mm,24,728
en-mm,25,613
en-mm,26,697
en-mm,27,802
en-mm,28,894
en-mm,29,1175
en-mm,30,1001
en-mm,31,1067
en-mm,32,799
en-mm,33,923
en-mm,34,975
en-mm,35,1013
en-mm,36,1033
en-mm,37,1168
en-mm,38,1272
en-mm,39,1257
en-mm,40,1144
en-mm,41,1210
en-mm,42,1316
en-mm,43,1217
en-mm,44,1330
en-mm,45,1441
en-mm,46,1501
en-mm,47,1572
en-mm,48,1461
en-mm,49,1460
en-mm,50,1481
en-mm,51,1034
en-mm,52,1026
en-mt,1,978
en-mt,2,874
en-mt,3,349
en-mt,4,225
en-mt,5,103
en-mt,7,109
en-mt,10,102
en-mt,17,216
en-mt,19,107
en-mt,20,211
en-mt,21,132
en-mt,23,114
en-mt,26,102
en-mt,29,541
en-mt,30,331
en-mt,31,118
en-mt,46,116
en-mt,47,106
en-mu,1,1488
en-mu,2,1953
en-mu,3,1842
en-mu,4,1739
en-mu,5,1476
en-mu,6,2105
en-mu,7,2129
en-mu,8,1867
en-mu,9,1670
en-mu,10,1560
en-mu,11,1570
en-mu,12,1308
en-mu,13,1191
en-mu,14,1228
en-mu,15,1460
en-mu,16,1571
en-mu,17,1411
en-mu,18,1293
en-mu,19,1627
en-mu,20,1528
en-mu,21,1528
en-mu,22,1600
en-mu,23,1473
en-mu,24,1455
en-mu,25,1416
en-mu,26,1257
en-mu,27,1274
en-mu,28,1372
en-mu,29,1652
en-mu,30,1589
en-mu,31,1415
en-mu,32,1296
en-mu,33,1353
en-mu,34,1450
en-mu,35,1243
en-mu,36,1390
en-mu,37,1476
en-mu,38,1380
en-mu,39,1241
en-mu,40,1264
en-mu,41,1465
en-mu,42,1390
en-mu,43,1372
en-mu,44,1302
en-mu,45,1445
en-mu,46,1415
en-mu,47,1311
en-mu,48,1321
en-mu,49,1349
en-mu,50,1201
en-mu,51,1008
en-mu,52,751
en-mw,19,341
en-mw,20,110
en-mw,21,353
en-mw,23,306
en-mw,24,543
en-mw,25,465
en-mw,26,324
en-mw,27,220
en-mw,28,328
en-mw,29,917
en-mw,30,840
en-mw,31,778
en-mw,32,458
en-mw,33,311
en-mw,34,451
en-mw,35,415
en-mw,36,316
en-mw,37,577
en-mw,38,523
en-mw,39,607
en-mw,40,526
en-mw,41,500
en-mw,42,575
en-mw,43,608
en-mw,44,649
en-mw,45,740
en-mw,46,611
en-mw,47,578
en-mw,48,403
en-mw,49,234
en-mw,50,261
en-mx,1,6474
en-mx,2,7299
en-mx,3,7015
en-mx,4,6682
en-mx,5,6919
en-mx,6,6239
en-mx,7,6417
en-mx,8,6363
en-mx,9,6549
en-mx,10,6320
en-mx,11,6246
en-mx,12,6072
en-mx,13,6192
en-mx,14,5477
en-mx,15,4213
en-mx,16,5414
en-mx,17,5908
en-mx,18,5663
en-mx,19,5568
en-mx,20,6152
en-mx,21,5771
en-mx,22,5329
en-mx,23,5572
en-mx,24,5030
en-mx,25,4656
en-mx,26,4827
en-mx,27,4589
en-mx,28,4417
en-mx,29,4726
en-mx,30,4599
en-mx,31,4477
en-mx,32,4741
en-mx,33,5021
en-mx,34,5516
en-mx,35,5584
en-mx,36,5765
en-mx,37,5411
en-mx,38,6176
en-mx,39,6304
en-mx,40,5940
en-mx,41,5692
en-mx,42,5852
en-mx,43,5720
en-mx,44,5510
en-mx,45,6155
en-mx,46,6028
en-mx,47,5633
en-mx,48,5450
en-mx,49,4887
en-mx,50,4171
en-mx,51,3298
en-mx,52,3069
en-my,1,22071
en-my,2,22231
en-my,3,21325
en-my,4,19547
en-my,5,18725
en-my,6,27165
en-my,7,25901
en-my,8,24474
en-my,9,23670
en-my,10,23851
en-my,11,23953
en-my,12,19471
en-my,13,17244
en-my,14,16920
en-my,15,19680
en-my,16,19397
en-my,17,16290
en-my,18,13783
en-my,19,17932
en-my,20,19173
en-my,21,18843
en-my,22,18096
en-my,23,18430
en-my,24,19476
en-my,25,21078
en-my,26,20636
en-my,27,18811
en-my,28,20773
en-my,29,20340
en-my,30,19517
en-my,31,19245
en-my,32,18502
en-my,33,17413
en-my,34,16979
en-my,35,15616
en-my,36,16959
en-my,37,16809
en-my,38,18363
en-my,39,18205
en-my,40,17504
en-my,41,19119
en-my,42,19526
en-my,43,20357
en-my,44,22242
en-my,45,22359
en-my,46,18813
en-my,47,20247
en-my,48,20284
en-my,49,20214
en-my,50,19974
en-my,51,17479
en-my,52,16088
en-na,1,345
en-na,2,595
en-na,3,630
en-na,4,546
en-na,5,484
en-na,6,599
en-na,7,812
en-na,8,752
en-na,9,966
en-na,10,1025
en-na,11,972
en-na,12,938
en-na,13,876
en-na,14,731
en-na,15,1061
en-na,16,1209
en-na,17,1282
en-na,18,1200
en-na,19,1252
en-na,20,1107
en-na,21,791
en-na,22,722
en-na,23,745
en-na,24,626
en-na,25,451
en-na,26,460
en-na,27,107
en-na,28,500
en-na,29,1040
en-na,30,1056
en-na,31,1018
en-na,32,696
en-na,33,813
en-na,34,519
en-na,35,711
en-na,36,961
en-na,37,828
en-na,38,914
en-na,39,775
en-na,40,839
en-na,41,1009
en-na,42,1062
en-na,43,967
en-na,44,975
en-na,45,1032
en-na,46,860
en-na,47,477
en-na,48,399
en-na,49,218
en-ng,1,5812
en-ng,2,6916
en-ng,3,7428
en-ng,4,7417
en-ng,5,7546
en-ng,6,7836
en-ng,7,7034
en-ng,8,6353
en-ng,9,6415
en-ng,10,6739
en-ng,11,6522
en-ng,12,5365
en-ng,13,4685
en-ng,14,4468
en-ng,15,5373
en-ng,16,6003
en-ng,17,5798
en-ng,18,5639
en-ng,19,6089
en-ng,20,6372
en-ng,21,6344
en-ng,22,6160
en-ng,23,6530
en-ng,24,6203
en-ng,25,6561
en-ng,26,6473
en-ng,27,5990
en-ng,28,6097
en-ng,29,6973
en-ng,30,6442
en-ng,31,6544
en-ng,32,6627
en-ng,33,6279
en-ng,34,6670
en-ng,35,6269
en-ng,36,6521
en-ng,37,7054
en-ng,38,7347
en-ng,39,7085
en-ng,40,7309
en-ng,41,7584
en-ng,42,8060
en-ng,43,8274
en-ng,44,8499
en-ng,45,8800
en-ng,46,8734
en-ng,47,8854
en-ng,48,8617
en-ng,49,8625
en-ng,50,7537
en-ng,51,5657
en-ng,52,4989
en-nl,1,4888
en-nl,2,5444
en-nl,3,5825
en-nl,4,5027
en-nl,5,4859
en-nl,6,4714
en-nl,7,4726
en-nl,8,4412
en-nl,9,3953
en-nl,10,4318
en-nl,11,4578
en-nl,12,3820
en-nl,13,3962
en-nl,14,3947
en-nl,15,4028
en-nl,16,3862
en-nl,17,3650
en-nl,18,3862
en-nl,19,4642
en-nl,20,4629
en-nl,21,4212
en-nl,22,4066
en-nl,23,4507
en-nl,24,4267
en-nl,25,4460
en-nl,26,3920
en-nl,27,3588
en-nl,28,3602
en-nl,29,3638
en-nl,30,3470
en-nl,31,3540
en-nl,32,3407
en-nl,33,3262
en-nl,34,3340
en-nl,35,3401
en-nl,36,3928
en-nl,37,4578
en-nl,38,4407
en-nl,39,4480
en-nl,40,4715
en-nl,41,4936
en-nl,42,4935
en-nl,43,4335
en-nl,44,4423
en-nl,45,4501
en-nl,46,4489
en-nl,47,4745
en-nl,48,4518
en-nl,49,4421
en-nl,50,4490
en-nl,51,3894
en-nl,52,2450
en-no,1,109
en-no,2,327
en-no,3,220
en-no,4,347
en-no,5,109
en-no,6,104
en-no,7,108
en-no,8,107
en-no,11,101
en-no,12,203
en-no,13,110
en-no,29,342
en-no,30,213
en-no,31,101
en-no,46,113
en-np,36,105
en-np,37,108
en-np,38,101
en-np,50,103
en-np,51,108
en-nz,1,49234
en-nz,2,55047
en-nz,3,54110
en-nz,4,54203
en-nz,5,52852
en-nz,6,54216
en-nz,7,54924
en-nz,8,56879
en-nz,9,60054
en-nz,10,63242
en-nz,11,62722
en-nz,12,52873
en-nz,13,51191
en-nz,14,49004
en-nz,15,51071
en-nz,16,53165
en-nz,17,55997
en-nz,18,56537
en-nz,19,59322
en-nz,20,64324
en-nz,21,61373
en-nz,22,58297
en-nz,23,60434
en-nz,24,57080
en-nz,25,50588
en-nz,26,52369
en-nz,27,51440
en-nz,28,51013
en-nz,29,52822
en-nz,30,54686
en-nz,31,56399
en-nz,32,56300
en-nz,33,58472
en-nz,34,56400
en-nz,35,54309
en-nz,36,54907
en-nz,37,61827
en-nz,38,67429
en-nz,39,70114
en-nz,40,68875
en-nz,41,73987
en-nz,42,73054
en-nz,43,76822
en-nz,44,78246
en-nz,45,78443
en-nz,46,80793
en-nz,47,92141
en-nz,48,95132
en-nz,49,95362
en-nz,50,93806
en-nz,51,81600
en-nz,52,69557
en-om,3,103
en-om,4,101
en-om,5,103
en-om,6,236
en-om,7,231
en-om,8,257
en-om,9,212
en-om,10,127
en-om,16,101
en-om,22,109
en-om,29,106
en-om,36,103
en-om,38,104
en-om,39,423
en-om,40,317
en-om,41,596
en-om,42,451
en-om,43,265
en-om,44,358
en-om,45,436
en-om,46,560
en-om,47,492
en-om,48,339
en-om,49,821
en-om,50,488
en-om,51,423
en-pa,2,104
en-pa,19,101
