language,week,visits
ar-ar,11,1087
ar-ar,12,1376
ar-ar,13,1015
ar-ar,14,1086
ar-ar,15,782
ar-ar,16,1361
ar-ar,17,165
ar-ar,43,134
ar-bh,4,237
ar-bh,16,105
ar-bh,17,104
ar-bh,18,1602
ar-bh,19,550
ar-bh,20,109
ar-bh,51,126
ar-dz,1,727
ar-dz,2,981
ar-dz,3,1000
ar-dz,4,1037
ar-dz,5,1197
ar-dz,6,1299
ar-dz,7,1198
ar-dz,8,1191
ar-dz,9,1064
ar-dz,10,940
ar-dz,11,1057
ar-dz,12,939
ar-dz,13,1012
ar-dz,14,1108
ar-dz,15,839
ar-dz,16,1325
ar-dz,17,1379
ar-dz,18,950
ar-dz,19,851
ar-dz,20,1435
ar-dz,21,1459
ar-dz,22,1412
ar-dz,23,1258
ar-dz,24,1326
ar-dz,25,997
ar-dz,26,904
ar-dz,27,909
ar-dz,28,629
ar-dz,29,343
ar-dz,30,715
ar-dz,31,1037
ar-dz,32,463
ar-dz,33,576
ar-dz,34,674
ar-dz,35,319
ar-dz,36,795
ar-dz,37,705
ar-dz,38,440
ar-dz,39,216
ar-dz,40,110
ar-dz,41,614
ar-dz,42,775
ar-dz,43,1015
ar-dz,44,1185
ar-dz,45,1207
ar-dz,46,1123
ar-dz,47,1067
ar-dz,48,1105
ar-dz,49,1086
ar-dz,50,966
ar-dz,51,1077
ar-dz,52,1225
ar-eg,1,53992
ar-eg,2,51998
ar-eg,3,47059
ar-eg,4,47629
ar-eg,5,50688
ar-eg,6,47395
ar-eg,7,49587
ar-eg,8,52756
ar-eg,9,53783
ar-eg,10,54669
ar-eg,11,51099
ar-eg,12,51876
ar-eg,13,53606
ar-eg,14,55213
ar-eg,15,50655
ar-eg,16,89971
ar-eg,17,72667
ar-eg,18,56858
ar-eg,19,48508
ar-eg,20,70558
ar-eg,21,66765
ar-eg,22,63354
ar-eg,23,60357
ar-eg,24,59186
ar-eg,25,55245
ar-eg,26,52334
ar-eg,27,51622
ar-eg,28,45512
ar-eg,29,36157
ar-eg,30,47396
ar-eg,31,49037
ar-eg,32,46310
ar-eg,33,46362
ar-eg,34,49982
ar-eg,35,49069
ar-eg,36,49780
ar-eg,37,49794
ar-eg,38,49621
ar-eg,39,49492
ar-eg,40,49210
ar-eg,41,55823
ar-eg,42,63434
ar-eg,43,65070
ar-eg,44,70443
ar-eg,45,79114
ar-eg,46,76633
ar-eg,47,76134
ar-eg,48,81357
ar-eg,49,81629
ar-eg,50,79595
ar-eg,51,78363
ar-eg,52,71412
ar-il,1,466
ar-il,2,461
ar-il,3,344
ar-il,4,334
ar-il,5,326
ar-il,7,344
ar-il,8,209
ar-il,9,382
ar-il,10,588
ar-il,11,473
ar-il,12,338
ar-il,13,101
ar-il,14,432
ar-il,15,109
ar-il,16,526
ar-il,17,459
ar-il,18,318
ar-il,20,417
ar-il,21,460
ar-il,22,312
ar-il,24,320
ar-il,25,209
ar-il,26,326
ar-il,43,129
ar-il,44,112
ar-il,46,322
ar-il,47,367
ar-il,48,500
ar-il,49,588
ar-il,50,105
ar-il,51,231
ar-iq,1,7714
ar-iq,2,8812
ar-iq,3,8572
ar-iq,4,8925
ar-iq,5,9188
ar-iq,6,8955
ar-iq,7,10288
ar-iq,8,11652
ar-iq,9,11202
ar-iq,10,10954
ar-iq,11,8602
ar-iq,12,8605
ar-iq,13,7644
ar-iq,14,6403
ar-iq,15,6466
ar-iq,16,7312
ar-iq,17,8025
ar-iq,18,8019
ar-iq,19,6921
ar-iq,20,10209
ar-iq,21,11135
ar-iq,22,11060
ar-iq,23,11013
ar-iq,24,12070
ar-iq,25,11327
ar-iq,26,10754
ar-iq,27,9037
ar-iq,28,7240
ar-iq,29,6552
ar-iq,30,8109
ar-iq,31,7705
ar-iq,32,6585
ar-iq,33,5606
ar-iq,34,5706
ar-iq,35,5416
ar-iq,36,5752
ar-iq,37,5953
ar-iq,38,5618
ar-iq,39,5409
ar-iq,40,5002
ar-iq,41,5496
ar-iq,42,7126
ar-iq,43,7168
ar-iq,44,8011
ar-iq,45,8360
ar-iq,46,8506
ar-iq,47,8470
ar-iq,48,8793
ar-iq,49,8652
ar-iq,50,8537
ar-iq,51,8500
ar-iq,52,7564
ar-jo,1,5807
ar-jo,2,5696
ar-jo,3,5420
ar-jo,4,5284
ar-jo,5,4763
ar-jo,6,3984
ar-jo,7,3769
ar-jo,8,4368
ar-jo,9,5311
ar-jo,10,6748
ar-jo,11,7462
ar-jo,12,7834
ar-jo,13,7207
ar-jo,14,6620
ar-jo,15,6216
ar-jo,16,7337
ar-jo,17,7184
ar-jo,18,6713
ar-jo,19,4381
ar-jo,20,6674
ar-jo,21,6200
ar-jo,22,6370
ar-jo,23,6226
ar-jo,24,5301
ar-jo,25,4324
ar-jo,26,3938
ar-jo,27,4854
ar-jo,28,4439
ar-jo,29,3551
ar-jo,30,6090
ar-jo,31,5920
ar-jo,32,5756
ar-jo,33,6295
ar-jo,34,5947
ar-jo,35,5124
ar-jo,36,4428
ar-jo,37,4132
ar-jo,38,3881
ar-jo,39,3637
ar-jo,40,3786
ar-jo,41,4324
ar-jo,42,4876
ar-jo,43,5952
ar-jo,44,6638
ar-jo,45,6818
ar-jo,46,6662
ar-jo,47,6428
ar-jo,48,6286
ar-jo,49,6561
ar-jo,50,6843
ar-jo,51,7263
ar-jo,52,7077
ar-kw,1,257
ar-kw,3,101
ar-kw,4,214
ar-kw,9,452
ar-kw,10,233
ar-kw,16,621
ar-kw,17,636
ar-kw,21,205
ar-kw,22,360
ar-kw,23,113
ar-kw,24,234
ar-kw,25,110
ar-kw,27,109
ar-kw,29,147
ar-kw,30,258
ar-kw,31,111
ar-kw,32,101
ar-kw,34,101
ar-kw,45,105
ar-kw,51,243
ar-kw,52,130
ar-lb,1,133
ar-lb,2,720
ar-lb,3,631
ar-lb,4,760
ar-lb,5,690
ar-lb,6,321
ar-lb,7,228
ar-lb,8,676
ar-lb,9,663
ar-lb,10,558
ar-lb,11,467
ar-lb,12,690
ar-lb,13,217
ar-lb,14,346
ar-lb,15,339
ar-lb,16,517
ar-lb,17,221
ar-lb,20,339
ar-lb,21,674
ar-lb,22,334
ar-lb,23,207
ar-lb,24,131
ar-lb,25,111
ar-lb,49,111
ar-ly,1,2315
ar-ly,2,2143
ar-ly,3,2064
ar-ly,4,2096
ar-ly,5,2195
ar-ly,6,2187
ar-ly,7,2247
ar-ly,8,2670
ar-ly,9,2636
ar-ly,10,2583
ar-ly,11,2510
ar-ly,12,2513
ar-ly,13,2612
ar-ly,14,2314
ar-ly,15,1759
ar-ly,16,2341
ar-ly,17,1740
ar-ly,18,1595
ar-ly,19,1409
ar-ly,20,2190
ar-ly,21,2305
ar-ly,22,2424
ar-ly,23,2761
ar-ly,24,2895
ar-ly,25,2717
ar-ly,26,2795
ar-ly,27,2548
ar-ly,28,2078
ar-ly,29,1466
ar-ly,30,2107
ar-ly,31,2206
ar-ly,32,2261
ar-ly,33,2261
ar-ly,34,2266
ar-ly,35,2277
ar-ly,36,2489
ar-ly,37,2652
ar-ly,38,2535
ar-ly,39,2522
ar-ly,40,2424
ar-ly,41,2532
ar-ly,42,2201
ar-ly,43,3020
ar-ly,44,2469
ar-ly,45,2690
ar-ly,46,2370
ar-ly,47,2188
ar-ly,48,2573
ar-ly,49,2580
ar-ly,50,2608
ar-ly,51,2587
ar-ly,52,2779
ar-ma,1,1000
ar-ma,2,970
ar-ma,3,1028
ar-ma,4,1030
ar-ma,5,1113
ar-ma,6,1059
ar-ma,7,1167
ar-ma,8,1211
ar-ma,9,1224
ar-ma,10,1359
ar-ma,11,1180
ar-ma,12,1165
ar-ma,13,1238
ar-ma,14,1163
ar-ma,15,904
ar-ma,16,1114
ar-ma,17,1095
ar-ma,18,988
ar-ma,19,860
ar-ma,20,1283
ar-ma,21,1247
ar-ma,22,1272
ar-ma,23,1302
ar-ma,24,1389
ar-ma,25,1419
ar-ma,26,1217
ar-ma,27,1134
ar-ma,28,1135
ar-ma,29,844
ar-ma,30,1214
ar-ma,31,1048
ar-ma,32,1141
ar-ma,33,1090
ar-ma,34,1051
ar-ma,35,1064
ar-ma,36,1136
ar-ma,37,1310
ar-ma,38,1098
ar-ma,39,1173
ar-ma,40,1096
ar-ma,41,1087
ar-ma,42,1262
ar-ma,43,1320
ar-ma,44,1303
ar-ma,45,1106
ar-ma,46,1131
ar-ma,47,1091
ar-ma,48,1195
ar-ma,49,1204
ar-ma,50,1269
ar-ma,51,1379
ar-ma,52,1278
ar-om,1,964
ar-om,2,942
ar-om,3,490
ar-om,4,1186
ar-om,5,1138
ar-om,6,1402
ar-om,7,1526
ar-om,8,1504
ar-om,9,1692
ar-om,10,1608
ar-om,11,1629
ar-om,12,1644
ar-om,13,1625
ar-om,14,1476
ar-om,15,1313
ar-om,16,1490
ar-om,17,1352
ar-om,18,970
ar-om,19,701
ar-om,20,1170
ar-om,21,1053
ar-om,22,1149
ar-om,23,1294
ar-om,24,1358
ar-om,25,1325
ar-om,26,1371
ar-om,27,1354
ar-om,28,978
ar-om,29,736
ar-om,30,1349
ar-om,31,937
ar-om,32,932
ar-om,33,991
ar-om,34,908
ar-om,35,691
ar-om,36,780
ar-om,37,800
ar-om,38,967
ar-om,39,1232
ar-om,40,1151
ar-om,41,1308
ar-om,42,1293
ar-om,43,1304
ar-om,44,1495
ar-om,45,1544
ar-om,46,1335
ar-om,47,1217
ar-om,48,1417
ar-om,49,1314
ar-om,50,1306
ar-om,51,1204
ar-om,52,842
ar-ps,1,1050
ar-ps,2,1010
ar-ps,3,861
ar-ps,4,465
ar-ps,5,695
ar-ps,6,685
ar-ps,7,679
ar-ps,8,872
ar-ps,9,898
ar-ps,10,995
ar-ps,11,1098
ar-ps,12,999
ar-ps,13,1001
ar-ps,14,988
ar-ps,15,926
ar-ps,16,1152
ar-ps,17,1141
ar-ps,18,981
ar-ps,19,108
ar-ps,20,434
ar-ps,21,1001
ar-ps,22,810
ar-ps,23,928
ar-ps,24,1047
ar-ps,25,962
ar-ps,26,814
ar-ps,27,684
ar-ps,28,316
ar-ps,30,334
ar-ps,32,227
ar-ps,33,317
ar-ps,34,223
ar-ps,35,406
ar-ps,37,117
ar-ps,38,102
ar-ps,39,128
ar-ps,40,335
ar-ps,41,696
ar-ps,42,770
ar-ps,43,717
ar-ps,44,736
ar-ps,45,896
ar-ps,46,839
ar-ps,47,811
ar-ps,48,1057
ar-ps,49,820
ar-ps,50,857
ar-ps,51,751
ar-ps,52,738
ar-qa,12,364
ar-qa,16,308
ar-qa,17,234
ar-sa,1,8423
ar-sa,2,8512
ar-sa,3,9499
ar-sa,4,10801
ar-sa,5,11288
ar-sa,6,11586
ar-sa,7,11888
ar-sa,8,12379
ar-sa,9,12641
ar-sa,10,12371
ar-sa,11,12226
ar-sa,12,13342
ar-sa,13,13520
ar-sa,14,11851
ar-sa,15,9171
ar-sa,16,15069
ar-sa,17,11697
ar-sa,18,8992
ar-sa,19,7445
ar-sa,20,9040
ar-sa,21,8499
ar-sa,22,8360
ar-sa,23,9209
ar-sa,24,9080
ar-sa,25,9263
ar-sa,26,9632
ar-sa,27,9160
ar-sa,28,8423
ar-sa,29,6855
ar-sa,30,10384
ar-sa,31,9216
ar-sa,32,8941
ar-sa,33,9021
ar-sa,34,9363
ar-sa,35,9714
ar-sa,36,10750
ar-sa,37,11585
ar-sa,38,10777
ar-sa,39,11161
ar-sa,40,11593
ar-sa,41,11317
ar-sa,42,10999
ar-sa,43,11019
ar-sa,44,11817
ar-sa,45,12358
ar-sa,46,12270
ar-sa,47,11649
ar-sa,48,11811
ar-sa,49,11874
ar-sa,50,10812
ar-sa,51,17485
ar-sa,52,14033
ar-sd,1,3077
ar-sd,2,3462
ar-sd,3,3474
ar-sd,4,3571
ar-sd,5,3385
ar-sd,6,3832
ar-sd,7,3669
ar-sd,8,4274
ar-sd,9,4248
ar-sd,10,4190
ar-sd,11,4061
ar-sd,12,4102
ar-sd,13,4157
ar-sd,14,3444
ar-sd,15,2860
ar-sd,16,2980
ar-sd,17,3109
ar-sd,18,2305
ar-sd,19,1605
ar-sd,20,2469
ar-sd,21,2960
ar-sd,22,2996
ar-sd,23,3557
ar-sd,24,3701
ar-sd,25,3811
ar-sd,26,4493
ar-sd,27,5187
ar-sd,28,3666
ar-sd,29,2257
ar-sd,30,4934
ar-sd,31,5444
ar-sd,32,5417
ar-sd,33,5500
ar-sd,34,5359
ar-sd,35,5450
ar-sd,36,5177
ar-sd,37,5192
ar-sd,38,5130
ar-sd,39,5106
ar-sd,40,5320
ar-sd,41,5344
ar-sd,42,5090
ar-sd,44,117
ar-sd,45,445
ar-sd,46,1395
ar-sd,47,3655
ar-sd,48,4440
ar-sd,49,4609
ar-sd,50,4744
ar-sd,51,4353
ar-sd,52,4189
ar-sy,1,1575
ar-sy,2,1748
ar-sy,3,1599
ar-sy,4,1608
ar-sy,5,1670
ar-sy,6,1716
ar-sy,7,1724
ar-sy,8,1704
ar-sy,9,1861
ar-sy,10,2062
ar-sy,11,1791
ar-sy,12,2010
ar-sy,13,2048
ar-sy,14,1846
ar-sy,15,1794
ar-sy,16,1928
ar-sy,17,1753
ar-sy,18,1675
ar-sy,19,1701
ar-sy,20,2214
ar-sy,21,2192
ar-sy,22,2093
ar-sy,23,2153
ar-sy,24,2022
ar-sy,25,1737
ar-sy,26,1624
ar-sy,27,1707
ar-sy,28,1448
ar-sy,29,1348
ar-sy,30,1475
ar-sy,31,1426
ar-sy,32,1423
ar-sy,33,1545
ar-sy,34,1504
ar-sy,35,1530
ar-sy,36,1751
ar-sy,37,1805
ar-sy,38,1814
ar-sy,39,1794
ar-sy,40,1800
ar-sy,41,1805
ar-sy,42,1972
ar-sy,43,2040
ar-sy,44,2236
ar-sy,45,2096
ar-sy,46,2180
ar-sy,47,2144
ar-sy,48,2693
ar-sy,49,2040
ar-sy,50,1809
ar-sy,51,1842
ar-sy,52,1705
ar-us,1,1076
ar-us,2,1074
ar-us,3,986
ar-us,4,1431
ar-us,5,1097
ar-us,6,1174
ar-us,7,1244
ar-us,8,1391
ar-us,9,1513
ar-us,10,1444
ar-us,11,1322
ar-us,12,1348
ar-us,13,1283
ar-us,14,1350
ar-us,15,1153
ar-us,16,1844
ar-us,17,1761
ar-us,18,1278
ar-us,19,1106
ar-us,20,1381
ar-us,21,1479
ar-us,22,1448
ar-us,23,1410
ar-us,24,1420
ar-us,25,1480
ar-us,26,1305
ar-us,27,1348
ar-us,28,1228
ar-us,29,1101
ar-us,30,1464
ar-us,31,1394
ar-us,32,1330
ar-us,33,1351
ar-us,34,1447
ar-us,35,1466
ar-us,36,1481
ar-us,37,1419
ar-us,38,1347
ar-us,39,1405
ar-us,40,1360
ar-us,41,1469
ar-us,42,1597
ar-us,43,1216
ar-us,44,1335
ar-us,45,1472
ar-us,46,1445
ar-us,47,1672
ar-us,48,1777
ar-us,49,1681
ar-us,50,1611
ar-us,51,1769
ar-us,52,1638
ar-ye,1,2669
ar-ye,2,2653
ar-ye,3,2783
ar-ye,4,2890
ar-ye,5,2741
ar-ye,6,2901
ar-ye,7,2986
ar-ye,8,3007
ar-ye,9,3115
ar-ye,10,3032
ar-ye,11,2862
ar-ye,12,3050
ar-ye,13,2723
ar-ye,14,2255
ar-ye,15,1643
ar-ye,16,1931
ar-ye,17,1752
ar-ye,18,1366
ar-ye,19,1309
ar-ye,20,1815
ar-ye,21,2231
ar-ye,22,2645
ar-ye,23,3078
ar-ye,24,3235
ar-ye,25,3235
ar-ye,26,2918
ar-ye,27,3024
ar-ye,28,2372
ar-ye,29,1573
ar-ye,30,2322
ar-ye,31,2540
ar-ye,32,2871
ar-ye,33,2955
ar-ye,34,2934
ar-ye,35,2640
ar-ye,36,2817
ar-ye,37,2867
ar-ye,38,2896
ar-ye,39,3565
ar-ye,40,3145
ar-ye,41,3042
ar-ye,42,3224
ar-ye,43,3214
ar-ye,44,3370
ar-ye,45,3482
ar-ye,46,3510
ar-ye,47,3453
ar-ye,48,3342
ar-ye,49,3421
ar-ye,50,3225
ar-ye,51,3186
ar-ye,52,3276
az,1,678
az,2,695
az,3,949
az,4,357
az,5,228
az,6,210
az,7,315
az,8,106
az,9,335
az,10,437
az,11,857
az,12,766
az,13,719
az,14,751
az,15,813
az,16,741
az,17,956
az,18,727
az,19,561
az,20,624
az,21,340
az,22,327
az,23,331
az,24,208
az,25,218
az,27,102
az,28,103
az,30,102
az,32,335
az,33,674
az,34,234
az,35,565
az,36,705
az,37,531
az,38,439
az,39,431
az,40,318
az,41,713
az,42,850
az,43,901
az,44,900
az,45,1015
az,46,883
az,47,1123
az,48,1268
az,49,1432
az,50,1405
az,51,1168
az,52,677
az-az,1,1491
az-az,2,1432
az-az,3,1514
az-az,4,1354
az-az,5,1229
az-az,6,1219
az-az,7,1358
az-az,8,1156
az-az,9,1353
az-az,10,1237
az-az,11,1342
az-az,12,1349
az-az,13,1375
az-az,14,1515
az-az,15,1623
az-az,16,1516
az-az,17,1529
az-az,18,1366
az-az,19,1371
az-az,20,1407
az-az,21,1212
az-az,22,1294
az-az,23,1239
az-az,24,1085
az-az,25,1091
az-az,26,1014
az-az,27,956
az-az,28,1060
az-az,29,1077
az-az,30,1160
az-az,31,1110
az-az,32,1242
az-az,33,1190
az-az,34,1373
az-az,35,1369
az-az,36,1371
az-az,37,1250
az-az,38,1180
az-az,39,1212
az-az,40,1455
az-az,41,1337
az-az,42,1581
az-az,43,1489
az-az,44,1614
az-az,45,1526
az-az,46,1687
az-az,47,1757
az-az,48,1848
az-az,49,2118
az-az,50,2134
az-az,51,1817
az-az,52,1329
bg,1,8204
bg,2,8138
bg,3,8126
bg,4,7838
bg,5,7380
bg,6,7410
bg,7,7617
bg,8,7362
bg,9,7340
bg,10,7785
bg,11,8112
bg,12,7978
bg,13,7439
bg,14,6725
bg,15,6894
bg,16,6940
bg,17,5727
bg,18,5664
bg,19,6375
bg,20,5748
bg,21,5849
bg,22,5946
bg,23,6151
bg,24,6212
bg,25,5529
bg,26,5230
bg,27,5122
bg,28,5047
bg,29,5109
bg,30,5686
bg,31,5457
bg,32,5674
bg,33,5628
bg,34,6391
bg,35,5871
bg,36,5234
bg,37,5926
bg,38,5570
bg,39,5985
bg,40,6344
bg,41,6771
bg,42,8261
bg,43,9102
bg,44,8470
bg,45,7965
bg,46,7225
bg,47,7439
bg,48,7217
bg,49,6663
bg,50,7073
bg,51,5292
bg,52,5344
bg-bg,1,24147
bg-bg,2,23841
bg-bg,3,23387
bg-bg,4,22653
bg-bg,5,21679
bg-bg,6,22133
bg-bg,7,22507
bg-bg,8,22167
bg-bg,9,22169
bg-bg,10,23040
bg-bg,11,24567
bg-bg,12,24369
bg-bg,13,22199
bg-bg,14,21093
bg-bg,15,22443
bg-bg,16,21056
bg-bg,17,17065
bg-bg,18,16880
bg-bg,19,19219
bg-bg,20,18295
bg-bg,21,17229
bg-bg,22,17227
bg-bg,23,18316
bg-bg,24,19113
bg-bg,25,16252
bg-bg,26,15480
bg-bg,27,15113
bg-bg,28,15060
bg-bg,29,16054
bg-bg,30,21032
bg-bg,31,16164
bg-bg,32,18850
bg-bg,33,17264
bg-bg,34,18207
bg-bg,35,17198
bg-bg,36,15859
bg-bg,37,17280
bg-bg,38,16920
bg-bg,39,17902
bg-bg,40,18117
bg-bg,41,19312
bg-bg,42,26928
bg-bg,43,29970
bg-bg,44,27491
bg-bg,45,25268
bg-bg,46,22683
bg-bg,47,23288
bg-bg,48,22663
bg-bg,49,20246
bg-bg,50,20494
bg-bg,51,15471
bg-bg,52,15525
bn,1,993
bn,2,1035
bn,3,1059
bn,4,1030
bn,5,1057
bn,6,1011
bn,7,1036
bn,8,1095
bn,9,1012
bn,10,1171
bn,11,1256
bn,12,1135
bn,13,1026
bn,14,1107
bn,15,964
bn,16,1138
bn,17,1090
bn,18,1144
bn,19,1104
bn,20,1293
bn,21,1128
bn,22,1140
bn,23,1173
bn,24,1204
bn,25,1242
bn,26,1293
bn,27,1313
bn,28,1496
bn,29,1491
bn,30,1660
bn,31,1617
bn,32,1552
bn,33,1330
bn,34,1388
bn,35,1399
bn,36,1383
bn,37,1476
bn,38,1347
bn,39,1195
bn,40,1261
bn,41,1055
bn,42,1101
bn,43,1239
bn,44,1196
bn,45,1321
bn,46,1273
bn,47,1220
bn,48,1187
bn,49,1135
bn,50,1153
bn,51,1108
bn,52,1157
bn-bd,1,686
bn-bd,2,485
bn-bd,3,436
bn-bd,4,680
bn-bd,5,331
bn-bd,6,512
bn-bd,7,489
bn-bd,8,634
bn-bd,9,846
bn-bd,10,341
bn-bd,11,490
bn-bd,12,234
bn-bd,13,575
bn-bd,14,350
bn-bd,16,333
bn-bd,17,644
bn-bd,18,452
bn-bd,19,453
bn-bd,20,574
bn-bd,21,559
bn-bd,22,792
bn-bd,23,699
bn-bd,24,865
bn-bd,25,844
bn-bd,26,727
bn-bd,27,948
bn-bd,28,1139
bn-bd,29,1059
bn-bd,30,1133
bn-bd,31,1227
bn-bd,32,1104
bn-bd,33,1086
bn-bd,34,1049
bn-bd,35,1153
bn-bd,36,1206
bn-bd,37,1231
bn-bd,38,1087
bn-bd,39,1053
bn-bd,40,1017
bn-bd,41,597
bn-bd,42,920
bn-bd,43,1008
bn-bd,44,917
bn-bd,45,922
bn-bd,46,920
bn-bd,47,935
bn-bd,48,796
bn-bd,49,596
bn-bd,50,851
bn-bd,51,821
bn-bd,52,1010
bn-in,1,772
bn-in,2,559
bn-in,3,350
bn-in,4,755
bn-in,5,228
bn-in,6,796
bn-in,7,601
bn-in,8,676
bn-in,9,372
bn-in,10,860
bn-in,11,883
bn-in,12,592
bn-in,13,206
bn-in,14,489
bn-in,15,586
bn-in,16,918
bn-in,17,668
bn-in,18,817
bn-in,19,800
bn-in,20,878
bn-in,21,766
bn-in,22,960
bn-in,23,920
bn-in,24,994
bn-in,25,1310
bn-in,26,935
bn-in,27,1046
bn-in,28,1126
bn-in,29,931
bn-in,30,1035
bn-in,31,1072
bn-in,32,913
bn-in,33,950
bn-in,34,1086
bn-in,35,942
bn-in,36,1085
bn-in,37,1099
bn-in,38,1048
bn-in,39,1103
bn-in,40,723
bn-in,41,844
bn-in,42,750
bn-in,43,880
bn-in,44,447
bn-in,45,855
bn-in,46,857
bn-in,47,1005
bn-in,48,1011
bn-in,49,889
bn-in,50,870
bn-in,51,461
bn-in,52,498
bs,1,951
bs,2,1091
bs,3,1019
bs,4,1064
bs,5,998
bs,6,873
bs,7,969
bs,8,974
bs,9,1004
bs,10,1093
bs,11,1227
bs,12,1307
bs,13,1237
bs,14,1209
bs,15,1183
bs,16,1116
bs,17,1083
bs,18,1010
bs,19,753
bs,20,982
bs,21,871
bs,22,1053
bs,23,993
bs,24,643
bs,25,734
bs,26,906
bs,27,929
bs,28,708
bs,29,785
bs,30,821
bs,31,643
bs,32,853
bs,33,905
bs,34,1150
bs,35,1055
bs,36,952
bs,37,1065
bs,38,977
bs,39,951
bs,40,997
bs,41,1014
bs,42,1172
bs,43,1205
bs,44,1210
bs,45,1318
bs,46,1300
bs,47,1278
bs,48,1432
bs,49,1497
bs,50,1400
bs,51,1334
bs,52,1076
bs-ba,1,1787
bs-ba,2,1945
bs-ba,3,1815
bs-ba,4,1762
bs-ba,5,1810
bs-ba,6,1874
bs-ba,7,1825
bs-ba,8,1755
bs-ba,9,1874
bs-ba,10,2114
bs-ba,11,2286
bs-ba,12,2573
bs-ba,13,2443
bs-ba,14,2262
bs-ba,15,2228
bs-ba,16,2105
bs-ba,17,1898
bs-ba,18,1806
bs-ba,19,1712
bs-ba,20,2109
bs-ba,21,1948
bs-ba,22,1743
bs-ba,23,1721
bs-ba,24,1607
bs-ba,25,1564
bs-ba,26,1704
bs-ba,27,1506
bs-ba,28,1522
