report_name,report_agency,domain,visits,week,year
domain,health-human-services,covid.cdc.gov,63297,49,2022
domain,health-human-services,covid.gov,45561,49,2022
domain,health-human-services,vacunas.gov,13820,49,2022
domain,health-human-services,cdc.gov,2673748,49,2022
domain,health-human-services,vaccines.gov,115938,49,2022
domain,health-human-services,covid.cdc.gov,61802,49,2022
domain,health-human-services,covid.gov,53165,49,2022
domain,health-human-services,vacunas.gov,11924,49,2022
domain,health-human-services,cdc.gov,2844016,49,2022
domain,health-human-services,vaccines.gov,113500,49,2022
domain,health-human-services,covid.gov,53516,49,2022
domain,health-human-services,covid.cdc.gov,53397,49,2022
domain,health-human-services,vacunas.gov,12414,49,2022
domain,health-human-services,cdc.gov,2982971,49,2022
domain,health-human-services,vaccines.gov,108263,49,2022
domain,health-human-services,covid.gov,52776,49,2022
domain,health-human-services,covid.cdc.gov,51343,49,2022
domain,health-human-services,vacunas.gov,11939,49,2022
domain,health-human-services,cdc.gov,3031388,49,2022
domain,health-human-services,vaccines.gov,109809,49,2022
domain,health-human-services,covid.cdc.gov,59178,49,2022
domain,health-human-services,covid.gov,54299,49,2022
domain,health-human-services,vacunas.gov,10894,49,2022
domain,health-human-services,cdc.gov,2190732,48,2022
domain,health-human-services,vaccines.gov,107415,48,2022
domain,health-human-services,covid.gov,40246,48,2022
domain,health-human-services,covid.cdc.gov,30948,48,2022
domain,health-human-services,vacunas.gov,11664,48,2022
domain,health-human-services,cdc.gov,1980347,48,2022
domain,health-human-services,vaccines.gov,105613,48,2022
domain,health-human-services,covid.cdc.gov,37548,48,2022
domain,health-human-services,covid.gov,35186,48,2022
domain,health-human-services,vacunas.gov,11337,48,2022
domain,health-human-services,cdc.gov,2543789,48,2022
domain,health-human-services,vaccines.gov,111106,48,2022
domain,health-human-services,covid.cdc.gov,66789,48,2022
domain,health-human-services,covid.gov,42042,48,2022
domain,health-human-services,vacunas.gov,10510,48,2022
domain,health-human-services,cdc.gov,2743677,48,2022
domain,health-human-services,vaccines.gov,111382,48,2022
domain,health-human-services,covid.cdc.gov,51580,48,2022
domain,health-human-services,covid.gov,47896,48,2022
domain,health-human-services,vacunas.gov,11233,48,2022
domain,health-human-services,cdc.gov,2875003,48,2022
domain,health-human-services,vaccines.gov,89333,48,2022
domain,health-human-services,covid.gov,53795,48,2022
domain,health-human-services,covid.cdc.gov,45344,48,2022
domain,health-human-services,vacunas.gov,11035,48,2022
domain,health-human-services,cdc.gov,2921770,48,2022
domain,health-human-services,vaccines.gov,87213,48,2022
domain,health-human-services,covid.gov,57025,48,2022
domain,health-human-services,covid.cdc.gov,48424,48,2022
domain,health-human-services,vacunas.gov,10211,48,2022
domain,health-human-services,cdc.gov,2989351,48,2022
domain,health-human-services,vaccines.gov,87309,48,2022
domain,health-human-services,covid.cdc.gov,63078,48,2022
domain,health-human-services,covid.gov,62770,48,2022
domain,health-human-services,vacunas.gov,8951,48,2022
domain,health-human-services,cdc.gov,2266690,47,2022
domain,health-human-services,vaccines.gov,83751,47,2022
domain,health-human-services,covid.gov,45291,47,2022
domain,health-human-services,covid.cdc.gov,33818,47,2022
domain,health-human-services,vacunas.gov,11411,47,2022
domain,health-human-services,cdc.gov,1910784,47,2022
domain,health-human-services,vaccines.gov,77680,47,2022
domain,health-human-services,covid.gov,34098,47,2022
domain,health-human-services,covid.cdc.gov,31002,47,2022
domain,health-human-services,vacunas.gov,10448,47,2022
domain,health-human-services,cdc.gov,2041630,47,2022
domain,health-human-services,vaccines.gov,77560,47,2022
domain,health-human-services,covid.cdc.gov,39287,47,2022
domain,health-human-services,covid.gov,32688,47,2022
domain,health-human-services,vacunas.gov,11271,47,2022
domain,health-human-services,cdc.gov,2045792,47,2022
domain,health-human-services,vaccines.gov,77006,47,2022
domain,health-human-services,covid.gov,26976,47,2022
domain,health-human-services,covid.cdc.gov,26850,47,2022
domain,health-human-services,vacunas.gov,12216,47,2022
domain,health-human-services,cdc.gov,2542245,47,2022
domain,health-human-services,vaccines.gov,95347,47,2022
domain,health-human-services,covid.cdc.gov,40191,47,2022
domain,health-human-services,covid.gov,35483,47,2022
domain,health-human-services,vacunas.gov,11703,47,2022
domain,health-human-services,cdc.gov,2751779,47,2022
domain,health-human-services,vaccines.gov,91642,47,2022
domain,health-human-services,covid.cdc.gov,45625,47,2022
domain,health-human-services,covid.gov,39583,47,2022
domain,health-human-services,vacunas.gov,12115,47,2022
domain,health-human-services,cdc.gov,2773841,47,2022
domain,health-human-services,vaccines.gov,90713,47,2022
domain,health-human-services,covid.cdc.gov,49264,47,2022
domain,health-human-services,covid.gov,40536,47,2022
domain,health-human-services,vacunas.gov,10666,47,2022
domain,health-human-services,cdc.gov,2113761,46,2022
domain,health-human-services,vaccines.gov,84318,46,2022
domain,health-human-services,covid.gov,33115,46,2022
domain,health-human-services,covid.cdc.gov,24770,46,2022
domain,health-human-services,vacunas.gov,12057,46,2022
domain,health-human-services,cdc.gov,1912659,46,2022
domain,health-human-services,vaccines.gov,84540,46,2022
domain,health-human-services,covid.gov,30636,46,2022
domain,health-human-services,covid.cdc.gov,24627,46,2022
domain,health-human-services,vacunas.gov,11633,46,2022
domain,health-human-services,cdc.gov,2455931,46,2022
domain,health-human-services,vaccines.gov,92732,46,2022
domain,health-human-services,covid.cdc.gov,53695,46,2022
domain,health-human-services,covid.gov,32981,46,2022
domain,health-human-services,vacunas.gov,10002,46,2022
domain,health-human-services,cdc.gov,2762671,46,2022
domain,health-human-services,vaccines.gov,97450,46,2022
domain,health-human-services,covid.cdc.gov,50133,46,2022
domain,health-human-services,covid.gov,36751,46,2022
domain,health-human-services,vacunas.gov,10407,46,2022
domain,health-human-services,cdc.gov,2886134,46,2022
domain,health-human-services,vaccines.gov,103818,46,2022
domain,health-human-services,covid.cdc.gov,41451,46,2022
domain,health-human-services,covid.gov,39943,46,2022
domain,health-human-services,vacunas.gov,10979,46,2022
domain,health-human-services,cdc.gov,2948657,46,2022
domain,health-human-services,vaccines.gov,150766,46,2022
domain,health-human-services,covid.cdc.gov,46445,46,2022
domain,health-human-services,covid.gov,39618,46,2022
domain,health-human-services,vacunas.gov,10939,46,2022
domain,health-human-services,cdc.gov,3014435,46,2022
domain,health-human-services,vaccines.gov,113178,46,2022
domain,health-human-services,covid.cdc.gov,54444,46,2022
domain,health-human-services,covid.gov,43047,46,2022
domain,health-human-services,vacunas.gov,9062,46,2022
domain,health-human-services,cdc.gov,2180429,45,2022
domain,health-human-services,vaccines.gov,94621,45,2022
domain,health-human-services,covid.gov,31530,45,2022
domain,health-human-services,covid.cdc.gov,26234,45,2022
domain,health-human-services,vacunas.gov,10748,45,2022
domain,health-human-services,cdc.gov,1964061,45,2022
domain,health-human-services,vaccines.gov,97710,45,2022
domain,health-human-services,covid.gov,28890,45,2022
domain,health-human-services,covid.cdc.gov,26757,45,2022
domain,health-human-services,vacunas.gov,10448,45,2022
domain,health-human-services,cdc.gov,2478732,45,2022
domain,health-human-services,vaccines.gov,104752,45,2022
domain,health-human-services,covid.cdc.gov,46823,45,2022
domain,health-human-services,covid.gov,30262,45,2022
domain,health-human-services,vacunas.gov,10112,45,2022
domain,health-human-services,cdc.gov,2931245,45,2022
domain,health-human-services,vaccines.gov,109555,45,2022
domain,health-human-services,covid.cdc.gov,51434,45,2022
domain,health-human-services,covid.gov,32336,45,2022
domain,health-human-services,vacunas.gov,9573,45,2022
domain,health-human-services,cdc.gov,2912776,45,2022
domain,health-human-services,vaccines.gov,94293,45,2022
domain,health-human-services,covid.cdc.gov,41526,45,2022
domain,health-human-services,covid.gov,34260,45,2022
domain,health-human-services,vacunas.gov,9745,45,2022
domain,health-human-services,cdc.gov,2851609,45,2022
domain,health-human-services,vaccines.gov,95952,45,2022
domain,health-human-services,covid.cdc.gov,43355,45,2022
domain,health-human-services,covid.gov,35389,45,2022
domain,health-human-services,vacunas.gov,11056,45,2022
domain,health-human-services,cdc.gov,2991342,45,2022
domain,health-human-services,vaccines.gov,101718,45,2022
domain,health-human-services,covid.cdc.gov,55335,45,2022
domain,health-human-services,covid.gov,39226,45,2022
domain,health-human-services,vacunas.gov,9116,45,2022
domain,health-human-services,cdc.gov,2304517,44,2022
domain,health-human-services,vaccines.gov,93524,44,2022
domain,health-human-services,covid.gov,32899,44,2022
domain,health-human-services,covid.cdc.gov,28369,44,2022
domain,health-human-services,vacunas.gov,11061,44,2022
domain,health-human-services,cdc.gov,2018072,44,2022
domain,health-human-services,vaccines.gov,95229,44,2022
domain,health-human-services,covid.gov,29143,44,2022
domain,health-human-services,covid.cdc.gov,28499,44,2022
domain,health-human-services,vacunas.gov,9393,44,2022
domain,health-human-services,cdc.gov,2646208,44,2022
domain,health-human-services,vaccines.gov,121072,44,2022
domain,health-human-services,covid.cdc.gov,61051,44,2022
domain,health-human-services,covid.gov,36399,44,2022
domain,health-human-services,vacunas.gov,9395,44,2022
domain,health-human-services,cdc.gov,2919783,44,2022
domain,health-human-services,vaccines.gov,95708,44,2022
domain,health-human-services,covid.cdc.gov,55254,44,2022
domain,health-human-services,covid.gov,38365,44,2022
domain,health-human-services,vacunas.gov,8277,44,2022
domain,health-human-services,cdc.gov,2970516,44,2022
domain,health-human-services,vaccines.gov,97379,44,2022
domain,health-human-services,covid.cdc.gov,47318,44,2022
domain,health-human-services,covid.gov,39635,44,2022
domain,health-human-services,vacunas.gov,7551,44,2022
domain,health-human-services,cdc.gov,2851148,44,2022
domain,health-human-services,vaccines.gov,98762,44,2022
domain,health-human-services,covid.cdc.gov,48203,44,2022
domain,health-human-services,covid.gov,39570,44,2022
domain,health-human-services,vacunas.gov,8088,44,2022
domain,health-human-services,cdc.gov,2674773,44,2022
domain,health-human-services,vaccines.gov,94107,44,2022
domain,health-human-services,covid.cdc.gov,54089,44,2022
domain,health-human-services,covid.gov,36223,44,2022
domain,health-human-services,vacunas.gov,7308,44,2022
domain,health-human-services,cdc.gov,2100400,43,2022
domain,health-human-services,vaccines.gov,80236,43,2022
domain,health-human-services,covid.gov,29971,43,2022
domain,health-human-services,covid.cdc.gov,26689,43,2022
domain,health-human-services,vacunas.gov,7223,43,2022
domain,health-human-services,cdc.gov,1917104,43,2022
domain,health-human-services,vaccines.gov,86254,43,2022
domain,health-human-services,covid.cdc.gov,27388,43,2022
domain,health-human-services,covid.gov,26293,43,2022
domain,health-human-services,vacunas.gov,6491,43,2022
domain,health-human-services,cdc.gov,2555485,43,2022
domain,health-human-services,vaccines.gov,107560,43,2022
domain,health-human-services,covid.cdc.gov,59804,43,2022
domain,health-human-services,covid.gov,32059,43,2022
domain,health-human-services,vacunas.gov,6405,43,2022
domain,health-human-services,cdc.gov,2958561,43,2022
domain,health-human-services,vaccines.gov,105171,43,2022
domain,health-human-services,covid.cdc.gov,59769,43,2022
domain,health-human-services,covid.gov,36484,43,2022
domain,health-human-services,vacunas.gov,6580,43,2022
domain,health-human-services,cdc.gov,3113881,43,2022
domain,health-human-services,vaccines.gov,123031,43,2022
domain,health-human-services,covid.cdc.gov,50792,43,2022
domain,health-human-services,covid.gov,39938,43,2022
domain,health-human-services,vacunas.gov,7056,43,2022
domain,health-human-services,cdc.gov,3138787,43,2022
domain,health-human-services,vaccines.gov,133883,43,2022
domain,health-human-services,covid.cdc.gov,56215,43,2022
domain,health-human-services,covid.gov,42813,43,2022
domain,health-human-services,vacunas.gov,8462,43,2022
domain,health-human-services,cdc.gov,3046654,43,2022
domain,health-human-services,vaccines.gov,107594,43,2022
domain,health-human-services,covid.cdc.gov,63235,43,2022
domain,health-human-services,covid.gov,42987,43,2022
domain,health-human-services,vacunas.gov,3910,43,2022
domain,health-human-services,cdc.gov,2173329,42,2022
domain,health-human-services,vaccines.gov,87370,42,2022
domain,health-human-services,covid.gov,32043,42,2022
domain,health-human-services,covid.cdc.gov,31323,42,2022
domain,health-human-services,vacunas.gov,8628,42,2022
domain,health-human-services,cdc.gov,1978162,42,2022
domain,health-human-services,vaccines.gov,111630,42,2022
domain,health-human-services,covid.cdc.gov,32935,42,2022
domain,health-human-services,covid.gov,28302,42,2022
domain,health-human-services,vacunas.gov,10012,42,2022
domain,health-human-services,cdc.gov,2621971,42,2022
domain,health-human-services,vaccines.gov,145851,42,2022
domain,health-human-services,covid.cdc.gov,70209,42,2022
domain,health-human-services,covid.gov,33561,42,2022
domain,health-human-services,vacunas.gov,11965,42,2022
domain,health-human-services,cdc.gov,2947102,42,2022
domain,health-human-services,vaccines.gov,117665,42,2022
domain,health-human-services,covid.cdc.gov,66361,42,2022
domain,health-human-services,covid.gov,37893,42,2022
domain,health-human-services,vacunas.gov,11810,42,2022
domain,health-human-services,cdc.gov,3024158,42,2022
domain,health-human-services,vaccines.gov,114855,42,2022
domain,health-human-services,covid.cdc.gov,57479,42,2022
domain,health-human-services,covid.gov,40471,42,2022
domain,health-human-services,vacunas.gov,10575,42,2022
domain,health-human-services,cdc.gov,2957750,42,2022
domain,health-human-services,vaccines.gov,123183,42,2022
domain,health-human-services,covid.cdc.gov,64986,42,2022
domain,health-human-services,covid.gov,42029,42,2022
domain,health-human-services,vacunas.gov,10569,42,2022
domain,health-human-services,cdc.gov,2951327,42,2022
domain,health-human-services,vaccines.gov,125895,42,2022
domain,health-human-services,covid.cdc.gov,72228,42,2022
domain,health-human-services,covid.gov,44087,42,2022
domain,health-human-services,vacunas.gov,9807,42,2022
domain,health-human-services,cdc.gov,2115738,41,2022
domain,health-human-services,vaccines.gov,95436,41,2022
domain,health-human-services,covid.gov,33015,41,2022
domain,health-human-services,covid.cdc.gov,31130,41,2022
domain,health-human-services,vacunas.gov,11415,41,2022
domain,health-human-services,cdc.gov,1919789,41,2022
domain,health-human-services,vaccines.gov,98889,41,2022
domain,health-human-services,covid.cdc.gov,33542,41,2022
domain,health-human-services,covid.gov,28899,41,2022
domain,health-human-services,vacunas.gov,11403,41,2022
domain,health-human-services,cdc.gov,2514428,41,2022
domain,health-human-services,vaccines.gov,128624,41,2022
domain,health-human-services,covid.cdc.gov,63202,41,2022
domain,health-human-services,covid.gov,34520,41,2022
domain,health-human-services,vacunas.gov,12214,41,2022
domain,health-human-services,cdc.gov,2831980,41,2022
domain,health-human-services,vaccines.gov,154111,41,2022
domain,health-human-services,covid.cdc.gov,60567,41,2022
domain,health-human-services,covid.gov,39875,41,2022
domain,health-human-services,vacunas.gov,20075,41,2022
domain,health-human-services,cdc.gov,2882977,41,2022
domain,health-human-services,vaccines.gov,158363,41,2022
domain,health-human-services,covid.cdc.gov,63063,41,2022
domain,health-human-services,covid.gov,41729,41,2022
domain,health-human-services,vacunas.gov,16149,41,2022
domain,health-human-services,cdc.gov,2885758,41,2022
domain,health-human-services,vaccines.gov,161670,41,2022
domain,health-human-services,covid.cdc.gov,68073,41,2022
domain,health-human-services,covid.gov,42537,41,2022
domain,health-human-services,vacunas.gov,15296,41,2022
domain,health-human-services,cdc.gov,2743155,41,2022
domain,health-human-services,vaccines.gov,167813,41,2022
domain,health-human-services,covid.cdc.gov,63705,41,2022
domain,health-human-services,covid.gov,42405,41,2022
domain,health-human-services,vacunas.gov,13280,41,2022
domain,health-human-services,cdc.gov,2044734,40,2022
domain,health-human-services,vaccines.gov,141370,40,2022
domain,health-human-services,covid.gov,32393,40,2022
domain,health-human-services,covid.cdc.gov,30263,40,2022
domain,health-human-services,vacunas.gov,13590,40,2022
domain,health-human-services,cdc.gov,1876971,40,2022
domain,health-human-services,vaccines.gov,155026,40,2022
domain,health-human-services,covid.cdc.gov,31953,40,2022
domain,health-human-services,covid.gov,29766,40,2022
domain,health-human-services,vacunas.gov,13086,40,2022
domain,health-human-services,cdc.gov,2500786,40,2022
domain,health-human-services,vaccines.gov,228039,40,2022
domain,health-human-services,covid.cdc.gov,74953,40,2022
domain,health-human-services,covid.gov,36994,40,2022
domain,health-human-services,vacunas.gov,13841,40,2022
domain,health-human-services,cdc.gov,2788083,40,2022
domain,health-human-services,vaccines.gov,167247,40,2022
domain,health-human-services,covid.cdc.gov,71593,40,2022
domain,health-human-services,covid.gov,41228,40,2022
domain,health-human-services,vacunas.gov,13198,40,2022
domain,health-human-services,cdc.gov,2825968,40,2022
domain,health-human-services,vaccines.gov,169960,40,2022
domain,health-human-services,covid.cdc.gov,65591,40,2022
domain,health-human-services,covid.gov,43848,40,2022
domain,health-human-services,vacunas.gov,14059,40,2022
domain,health-human-services,cdc.gov,2802529,40,2022
domain,health-human-services,vaccines.gov,160120,40,2022
domain,health-human-services,covid.cdc.gov,58035,40,2022
domain,health-human-services,covid.gov,44028,40,2022
domain,health-human-services,vacunas.gov,13123,40,2022
domain,health-human-services,cdc.gov,2789691,40,2022
domain,health-human-services,vaccines.gov,166299,40,2022
domain,health-human-services,covid.cdc.gov,64844,40,2022
domain,health-human-services,covid.gov,46394,40,2022
domain,health-human-services,vacunas.gov,13770,40,2022
domain,health-human-services,cdc.gov,1992285,39,2022
domain,health-human-services,vaccines.gov,137957,39,2022
domain,health-human-services,covid.gov,36576,39,2022
domain,health-human-services,covid.cdc.gov,29063,39,2022
domain,health-human-services,vacunas.gov,15051,39,2022
domain,health-human-services,cdc.gov,1826540,39,2022
domain,health-human-services,vaccines.gov,138681,39,2022
domain,health-human-services,covid.gov,33540,39,2022
domain,health-human-services,covid.cdc.gov,30909,39,2022
domain,health-human-services,vacunas.gov,14732,39,2022
domain,health-human-services,cdc.gov,2420891,39,2022
domain,health-human-services,vaccines.gov,128477,39,2022
domain,health-human-services,covid.cdc.gov,64850,39,2022
domain,health-human-services,covid.gov,39190,39,2022
domain,health-human-services,vacunas.gov,14113,39,2022
domain,health-human-services,cdc.gov,2742489,39,2022
domain,health-human-services,vaccines.gov,142719,39,2022
domain,health-human-services,covid.cdc.gov,62595,39,2022
domain,health-human-services,covid.gov,44144,39,2022
domain,health-human-services,vacunas.gov,14187,39,2022
domain,health-human-services,cdc.gov,2871874,39,2022
domain,health-human-services,vaccines.gov,148374,39,2022
domain,health-human-services,covid.cdc.gov,57309,39,2022
domain,health-human-services,covid.gov,48648,39,2022
domain,health-human-services,vacunas.gov,15117,39,2022
domain,health-human-services,cdc.gov,2970862,39,2022
domain,health-human-services,vaccines.gov,160731,39,2022
domain,health-human-services,covid.cdc.gov,62329,39,2022
domain,health-human-services,covid.gov,53193,39,2022
domain,health-human-services,vacunas.gov,13512,39,2022
domain,health-human-services,cdc.gov,3003300,39,2022
domain,health-human-services,vaccines.gov,183184,39,2022
domain,health-human-services,covid.cdc.gov,65319,39,2022
domain,health-human-services,covid.gov,58248,39,2022
domain,health-human-services,vacunas.gov,12841,39,2022
domain,health-human-services,cdc.gov,2087445,38,2022
domain,health-human-services,vaccines.gov,134315,38,2022
domain,health-human-services,covid.gov,45194,38,2022
domain,health-human-services,covid.cdc.gov,29669,38,2022
domain,health-human-services,vacunas.gov,12748,38,2022
domain,health-human-services,cdc.gov,1901531,38,2022
domain,health-human-services,vaccines.gov,142712,38,2022
domain,health-human-services,covid.gov,40356,38,2022
domain,health-human-services,covid.cdc.gov,32013,38,2022
domain,health-human-services,vacunas.gov,14690,38,2022
domain,health-human-services,cdc.gov,2502198,38,2022
domain,health-human-services,vaccines.gov,208336,38,2022
domain,health-human-services,covid.cdc.gov,62355,38,2022
domain,health-human-services,covid.gov,48581,38,2022
domain,health-human-services,vacunas.gov,11133,38,2022
domain,health-human-services,cdc.gov,2880991,38,2022
domain,health-human-services,vaccines.gov,372945,38,2022
domain,health-human-services,covid.cdc.gov,63823,38,2022
domain,health-human-services,covid.gov,57721,38,2022
domain,health-human-services,vacunas.gov,10581,38,2022
domain,health-human-services,cdc.gov,2893774,38,2022
domain,health-human-services,vaccines.gov,157149,38,2022
domain,health-human-services,covid.gov,62819,38,2022
domain,health-human-services,covid.cdc.gov,52644,38,2022
domain,health-human-services,vacunas.gov,8517,38,2022
domain,health-human-services,cdc.gov,2963837,38,2022
domain,health-human-services,vaccines.gov,177621,38,2022
domain,health-human-services,covid.gov,67169,38,2022
domain,health-human-services,covid.cdc.gov,58040,38,2022
domain,health-human-services,vacunas.gov,7654,38,2022
domain,health-human-services,cdc.gov,2916285,38,2022
domain,health-human-services,vaccines.gov,175041,38,2022
domain,health-human-services,covid.gov,70400,38,2022
domain,health-human-services,covid.cdc.gov,68995,38,2022
domain,health-human-services,vacunas.gov,7252,38,2022
domain,health-human-services,cdc.gov,2090752,37,2022
domain,health-human-services,vaccines.gov,134575,37,2022
domain,health-human-services,covid.gov,54583,37,2022
domain,health-human-services,covid.cdc.gov,32021,37,2022
domain,health-human-services,vacunas.gov,6710,37,2022
domain,health-human-services,cdc.gov,1868662,37,2022
domain,health-human-services,vaccines.gov,131258,37,2022
domain,health-human-services,covid.gov,49449,37,2022
domain,health-human-services,covid.cdc.gov,30907,37,2022
domain,health-human-services,vacunas.gov,6625,37,2022
domain,health-human-services,cdc.gov,2469958,37,2022
domain,health-human-services,vaccines.gov,153375,37,2022
domain,health-human-services,covid.cdc.gov,63161,37,2022
domain,health-human-services,covid.gov,60469,37,2022
domain,health-human-services,vacunas.gov,6200,37,2022
domain,health-human-services,cdc.gov,2749263,37,2022
domain,health-human-services,vaccines.gov,149654,37,2022
domain,health-human-services,covid.gov,71603,37,2022
domain,health-human-services,covid.cdc.gov,64692,37,2022
domain,health-human-services,vacunas.gov,5898,37,2022
domain,health-human-services,cdc.gov,2824791,37,2022
domain,health-human-services,vaccines.gov,144529,37,2022
domain,health-human-services,covid.gov,76356,37,2022
domain,health-human-services,covid.cdc.gov,52650,37,2022
domain,health-human-services,vacunas.gov,5897,37,2022
domain,health-human-services,cdc.gov,2798310,37,2022
domain,health-human-services,vaccines.gov,143663,37,2022
domain,health-human-services,covid.gov,80383,37,2022
domain,health-human-services,covid.cdc.gov,54420,37,2022
domain,health-human-services,vacunas.gov,7219,37,2022
domain,health-human-services,cdc.gov,2803805,37,2022
domain,health-human-services,vaccines.gov,147896,37,2022
domain,health-human-services,covid.gov,84085,37,2022
domain,health-human-services,covid.cdc.gov,63884,37,2022
domain,health-human-services,vacunas.gov,7250,37,2022
domain,health-human-services,cdc.gov,2007783,36,2022
domain,health-human-services,vaccines.gov,105411,36,2022
domain,health-human-services,covid.gov,66427,36,2022
