,date,cases,deaths,daily_cases,daily_deaths
569,2021-08-12,36448857,619723,138709.0,1022.0
570,2021-08-13,36636249,620809,187392.0,1086.0
571,2021-08-14,36686066,621051,49817.0,242.0
572,2021-08-15,36729884,621228,43818.0,177.0
573,2021-08-16,36989377,622244,259493.0,1016.0
574,2021-08-17,37133674,623237,144297.0,993.0
575,2021-08-18,37298543,624365,164869.0,1128.0
576,2021-08-19,37458349,626099,159806.0,1734.0
577,2021-08-20,37657643,627631,199294.0,1532.0
578,2021-08-21,37737034,628100,79391.0,469.0
579,2021-08-22,37777607,628285,40573.0,185.0
580,2021-08-23,38043754,629644,266147.0,1359.0
581,2021-08-24,38193951,631057,150197.0,1413.0
582,2021-08-25,38364887,632522,170936.0,1465.0
583,2021-08-26,38552648,634735,187761.0,2213.0
584,2021-08-27,38748559,636509,195911.0,1774.0
585,2021-08-28,38833818,637076,85259.0,567.0
586,2021-08-29,38875976,637356,42158.0,280.0
587,2021-08-30,39156379,639081,280403.0,1725.0
588,2021-08-31,39316629,640519,160250.0,1438.0
589,2021-09-01,39527624,642454,210995.0,1935.0
590,2021-09-02,39703320,645391,175696.0,2937.0
591,2021-09-03,39894795,647370,191475.0,1979.0
592,2021-09-04,39960849,647896,66054.0,526.0
593,2021-09-05,40005266,648273,44417.0,377.0
594,2021-09-06,40082242,648788,76976.0,515.0
595,2021-09-07,40383380,651014,301138.0,2226.0
596,2021-09-08,40567569,653216,184189.0,2202.0
597,2021-09-09,40738140,656448,170571.0,3232.0
598,2021-09-10,40914456,658865,176316.0,2417.0
599,2021-09-11,40988382,659556,73926.0,691.0
600,2021-09-12,41027940,659854,39558.0,298.0
601,2021-09-13,41312998,661579,285058.0,1725.0
602,2021-09-14,41465694,664235,152696.0,2656.0
603,2021-09-15,41635889,666816,170195.0,2581.0
604,2021-09-16,41790772,670234,154883.0,3418.0
605,2021-09-17,41957710,672813,166938.0,2579.0
606,2021-09-18,42025890,673637,68180.0,824.0
607,2021-09-19,42065846,673939,39956.0,302.0
608,2021-09-20,42274012,676191,208166.0,2252.0
609,2021-09-21,42403987,678556,129975.0,2365.0
610,2021-09-22,42551480,681343,147493.0,2787.0
611,2021-09-23,42679344,684498,127864.0,3155.0
612,2021-09-24,42819355,687247,140011.0,2749.0
613,2021-09-25,42870947,687876,51592.0,629.0
614,2021-09-26,42905182,688178,34235.0,302.0
615,2021-09-27,43099971,690559,194789.0,2381.0
616,2021-09-28,43213311,692878,113340.0,2319.0
617,2021-09-29,43341823,695393,128512.0,2515.0
618,2021-09-30,43458032,698136,116209.0,2743.0
619,2021-10-01,43583808,700583,125776.0,2447.0
620,2021-10-02,43628030,701231,44222.0,648.0
621,2021-10-03,43653869,701480,25839.0,249.0
622,2021-10-04,43826568,703515,172699.0,2035.0
623,2021-10-05,43925170,705543,98602.0,2028.0
624,2021-10-06,44051125,708073,125955.0,2530.0
625,2021-10-07,44156527,710522,105402.0,2449.0
626,2021-10-08,44269453,712967,112926.0,2445.0
627,2021-10-09,44306787,713480,37334.0,513.0
628,2021-10-10,44329826,713961,23039.0,481.0
629,2021-10-11,44453506,715123,123680.0,1162.0
630,2021-10-12,44565082,717648,111576.0,2525.0
631,2021-10-13,44671639,719887,106557.0,2239.0
632,2021-10-14,44760608,721929,88969.0,2042.0
633,2021-10-15,44859168,724104,98560.0,2175.0
634,2021-10-16,44892709,724491,33541.0,387.0
635,2021-10-17,44914861,724673,22152.0,182.0
636,2021-10-18,45036894,726545,122033.0,1872.0
637,2021-10-19,45120577,728682,83683.0,2137.0
638,2021-10-20,45207199,731688,86622.0,3006.0
639,2021-10-21,45289145,733564,81946.0,1876.0
640,2021-10-22,45376442,735699,87297.0,2135.0
641,2021-10-23,45406266,736148,29824.0,449.0
642,2021-10-24,45423368,736296,17102.0,148.0
643,2021-10-25,45528929,737709,105561.0,1413.0
644,2021-10-26,45616352,739445,87423.0,1736.0
645,2021-10-27,45710896,741460,94544.0,2015.0
646,2021-10-28,45797081,743242,86185.0,1782.0
647,2021-10-29,45885804,745262,88723.0,2020.0
648,2021-10-30,45915215,745586,29411.0,324.0
649,2021-10-31,45934098,745743,18883.0,157.0
650,2021-11-01,46058668,746894,124570.0,1151.0
651,2021-11-02,46135611,748410,76943.0,1516.0
652,2021-11-03,46220455,750290,84844.0,1880.0
653,2021-11-04,46303542,751413,83087.0,1123.0
654,2021-11-05,46395310,753734,91768.0,2321.0
655,2021-11-06,46427249,754136,31939.0,402.0
656,2021-11-07,46449334,754268,22085.0,132.0
657,2021-11-08,46575795,755489,126461.0,1221.0
658,2021-11-09,46659446,757205,83651.0,1716.0
659,2021-11-10,46757836,758841,98390.0,1636.0
660,2021-11-11,46822437,759563,64601.0,722.0
661,2021-11-12,46951788,761624,129351.0,2061.0
662,2021-11-13,47013185,762092,61397.0,468.0
663,2021-11-14,47036794,762234,23609.0,142.0
664,2021-11-15,47185418,763425,148624.0,1191.0
665,2021-11-16,47275904,764871,90486.0,1446.0
666,2021-11-17,47390261,766489,114357.0,1618.0
667,2021-11-18,47500534,769820,110273.0,3331.0
668,2021-11-19,47620182,771811,119648.0,1991.0
669,2021-11-20,47661246,772136,41064.0,325.0
670,2021-11-21,47692618,772259,31372.0,123.0
671,2021-11-22,47851516,773402,158898.0,1143.0
672,2021-11-23,47944287,774880,92771.0,1478.0
673,2021-11-24,48064179,776516,119892.0,1636.0
674,2021-11-25,48095032,776893,30853.0,377.0
675,2021-11-26,48146557,777437,51525.0,544.0
676,2021-11-27,48171236,777629,24679.0,192.0
677,2021-11-28,48195186,777750,23950.0,121.0
678,2021-11-29,48411498,779624,216312.0,1874.0
679,2021-11-30,48520792,781183,109294.0,1559.0
680,2021-12-01,48660112,783149,139320.0,1966.0
681,2021-12-02,48798824,784506,138712.0,1357.0
682,2021-12-03,48952069,786667,153245.0,2161.0
683,2021-12-04,49010213,787157,58144.0,490.0
684,2021-12-05,49044786,787318,34573.0,161.0
685,2021-12-06,49242230,788660,197444.0,1342.0
686,2021-12-07,49356227,790434,113997.0,1774.0
687,2021-12-08,49505272,792313,149045.0,1879.0
688,2021-12-09,49628777,793608,123505.0,1295.0
689,2021-12-10,49793839,795711,165062.0,2103.0
690,2021-12-11,49845184,796127,51345.0,416.0
691,2021-12-12,49881540,796322,36356.0,195.0
692,2021-12-13,50084423,797611,202883.0,1289.0
693,2021-12-14,50201282,799345,116859.0,1734.0
694,2021-12-15,50346558,801438,145276.0,2093.0
695,2021-12-16,50492877,802601,146319.0,1163.0
696,2021-12-17,50664022,804697,171145.0,2096.0
697,2021-12-18,50738685,805171,74663.0,474.0
698,2021-12-19,50811164,805334,72479.0,163.0
699,2021-12-20,51114064,806753,302900.0,1419.0
700,2021-12-21,51303535,808841,189471.0,2088.0
701,2021-12-22,51547227,810927,243692.0,2086.0
702,2021-12-23,51812442,814211,265215.0,3284.0
703,2021-12-24,51996367,815213,183925.0,1002.0
704,2021-12-25,52054715,815312,58348.0,99.0
705,2021-12-26,52244429,815391,189714.0,79.0
706,2021-12-27,52787969,817134,543540.0,1743.0
707,2021-12-28,53168681,819630,380712.0,2496.0
708,2021-12-29,53657745,821731,489064.0,2101.0
709,2021-12-30,54242800,823141,585055.0,1410.0
710,2021-12-31,54689367,824336,446567.0,1195.0
711,2022-01-01,54850427,824609,161060.0,273.0
712,2022-01-02,55137064,824841,286637.0,232.0
713,2022-01-03,56155999,826491,1018935.0,1650.0
714,2022-01-04,57041905,828853,885906.0,2362.0
715,2022-01-05,57745969,830981,704064.0,2128.0
716,2022-01-06,58505187,832953,759218.0,1972.0
717,2022-01-07,59405357,835637,900170.0,2684.0
718,2022-01-08,59851597,836327,446240.0,690.0
719,2022-01-09,60166932,836728,315335.0,401.0
720,2022-01-10,61600909,838412,1433977.0,1684.0
721,2022-01-11,62370837,841092,769928.0,2680.0
722,2022-01-12,63251819,843853,880982.0,2761.0
723,2022-01-13,64120526,846110,868707.0,2257.0
724,2022-01-14,65053852,849101,933326.0,2991.0
725,2022-01-15,65477079,850099,423227.0,998.0
726,2022-01-16,65814886,850509,337807.0,410.0
727,2022-01-17,66526937,851283,712051.0,774.0
728,2022-01-18,67705340,854268,1178403.0,2985.0
729,2022-01-19,68557295,857644,851955.0,3376.0
730,2022-01-20,69305615,860316,748320.0,2672.0
731,2022-01-21,70130930,864182,825315.0,3866.0
732,2022-01-22,70468314,865116,337384.0,934.0
733,2022-01-23,70667795,865687,199481.0,571.0
734,2022-01-24,71699954,867866,1032159.0,2179.0
735,2022-01-25,72210867,870838,510913.0,2972.0
736,2022-01-26,72895313,874733,684446.0,3895.0
737,2022-01-27,73425577,877824,530264.0,3091.0
738,2022-01-28,73981352,881703,555775.0,3879.0
739,2022-01-29,74223465,883009,242113.0,1306.0
740,2022-01-30,74327523,883370,104058.0,361.0
741,2022-01-31,74989495,885943,661972.0,2573.0
742,2022-02-01,75285900,889525,296405.0,3582.0
743,2022-02-02,75610929,893156,325029.0,3631.0
744,2022-02-03,75923171,896178,312242.0,3022.0
745,2022-02-04,76236151,900154,312980.0,3976.0
746,2022-02-05,76359918,901022,123767.0,868.0
747,2022-02-06,76418395,901400,58477.0,378.0
748,2022-02-07,76766514,904139,348119.0,2739.0
749,2022-02-08,76961010,907497,194496.0,3358.0
750,2022-02-09,77187359,911067,226349.0,3570.0
751,2022-02-10,77360952,914328,173593.0,3261.0
752,2022-02-11,77530775,917135,169823.0,2807.0
753,2022-02-12,77594737,917896,63962.0,761.0
754,2022-02-13,77629125,918368,34388.0,472.0
755,2022-02-14,77835449,920954,206324.0,2586.0
756,2022-02-15,77950961,923804,115512.0,2850.0
757,2022-02-16,78092141,927110,141180.0,3306.0
758,2022-02-17,78196006,930297,103865.0,3187.0
759,2022-02-18,78305615,932788,109609.0,2491.0
760,2022-02-19,78351826,933480,46211.0,692.0
761,2022-02-20,78377993,933894,26167.0,414.0
762,2022-02-21,78433652,934654,55659.0,760.0
763,2022-02-22,78556769,937380,123117.0,2726.0
764,2022-02-23,78641313,940404,84544.0,3024.0
765,2022-02-24,78714719,943312,73406.0,2908.0
766,2022-02-25,78800705,946121,85986.0,2809.0
767,2022-02-26,78825927,946686,25222.0,565.0
768,2022-02-27,78835013,946883,9086.0,197.0
769,2022-02-28,78942813,948855,107800.0,1972.0
770,2022-03-01,78986396,950788,43583.0,1933.0
771,2022-03-02,79044542,953136,58146.0,2348.0
772,2022-03-03,79096279,955018,51737.0,1882.0
773,2022-03-04,79145866,956910,49587.0,1892.0
774,2022-03-05,79162481,957217,16615.0,307.0
775,2022-03-06,79169256,957429,6775.0,212.0
776,2022-03-07,79232308,959115,63052.0,1686.0
777,2022-03-08,79266324,960690,34016.0,1575.0
778,2022-03-09,79314028,962503,47704.0,1813.0
779,2022-03-10,79352221,964062,38193.0,1559.0
780,2022-03-11,79396596,965746,44375.0,1684.0
781,2022-03-12,79407518,966218,10922.0,472.0
782,2022-03-13,79413908,966361,6390.0,143.0
783,2022-03-14,79462956,963926,49048.0,-2435.0
784,2022-03-15,79511352,965449,48396.0,1523.0
785,2022-03-16,79550748,967482,39396.0,2033.0
786,2022-03-17,79586734,968690,35986.0,1208.0
787,2022-03-18,79623203,969733,36469.0,1043.0
788,2022-03-19,79635322,970065,12119.0,332.0
789,2022-03-20,79643175,970148,7853.0,83.0
790,2022-03-21,79689310,971107,46135.0,959.0
791,2022-03-22,79714979,972104,25669.0,997.0
792,2022-03-23,79762066,973459,47087.0,1355.0
793,2022-03-24,79799812,974441,37746.0,982.0
794,2022-03-25,79833549,975273,33737.0,832.0
795,2022-03-26,79845604,975436,12055.0,163.0
796,2022-03-27,79853102,975486,7498.0,50.0
797,2022-03-28,79895338,976396,42236.0,910.0
798,2022-03-29,79920966,977153,25628.0,757.0
799,2022-03-30,79966408,978361,45442.0,1208.0
800,2022-03-31,80004185,979236,37777.0,875.0
801,2022-04-01,80036620,979881,32435.0,645.0
802,2022-04-02,80048015,980018,11395.0,137.0
803,2022-04-03,80052942,980057,4927.0,39.0
804,2022-04-04,80093982,980682,41040.0,625.0
805,2022-04-05,80124875,981146,30893.0,464.0
806,2022-04-06,80174198,982263,49323.0,1117.0
807,2022-04-07,80209904,982971,35706.0,708.0
808,2022-04-08,80254009,983514,44105.0,543.0
809,2022-04-09,80267530,983786,13521.0,272.0
810,2022-04-10,80275715,983813,8185.0,27.0
811,2022-04-11,80325700,984247,49985.0,434.0
812,2022-04-12,80354734,984838,29034.0,591.0
813,2022-04-13,80408643,985832,53909.0,994.0
814,2022-04-14,80466106,986448,57463.0,616.0
815,2022-04-15,80513724,987171,47618.0,723.0
816,2022-04-16,80524627,987211,10903.0,40.0
817,2022-04-17,80535906,987228,11279.0,17.0
818,2022-04-18,80595982,987545,60076.0,317.0
819,2022-04-19,80646004,987999,50022.0,454.0
820,2022-04-20,80708901,988610,62897.0,611.0
821,2022-04-21,80768167,989094,59266.0,484.0
822,2022-04-22,80836264,989584,68097.0,490.0
823,2022-04-23,80855181,989681,18917.0,97.0
824,2022-04-24,80867572,989709,12391.0,28.0
825,2022-04-25,80942184,990062,74612.0,353.0
826,2022-04-26,80996837,990368,54653.0,306.0
827,2022-04-27,81081307,991039,84470.0,671.0
828,2022-04-28,81154876,991502,73569.0,463.0
829,2022-04-29,81236707,991921,81831.0,419.0
830,2022-04-30,81259033,992010,22326.0,89.0
831,2022-05-01,81274401,992033,15368.0,23.0
832,2022-05-02,81370245,992424,95844.0,391.0
833,2022-05-03,81439579,993088,69334.0,664.0
834,2022-05-04,81541535,995021,101956.0,1933.0
835,2022-05-05,81634962,995715,93427.0,694.0
836,2022-05-06,81730174,996168,95212.0,453.0
837,2022-05-07,81760532,996264,30358.0,96.0
838,2022-05-08,81772325,996283,11793.0,19.0
839,2022-05-09,81884978,996612,112653.0,329.0
840,2022-05-10,81978601,996916,93623.0,304.0
841,2022-05-11,82140136,997481,161535.0,565.0
842,2022-05-12,82255493,997853,115357.0,372.0
843,2022-05-13,82369958,998279,114465.0,426.0
844,2022-05-14,82395023,998325,25065.0,46.0
845,2022-05-15,82414462,998352,19439.0,27.0
846,2022-05-16,82564280,998673,149818.0,321.0
847,2022-05-17,82698373,999027,134093.0,354.0
848,2022-05-18,82867288,999607,168915.0,580.0
849,2022-05-19,82988450,1000013,121162.0,406.0
850,2022-05-20,83128466,1000411,140016.0,398.0
851,2022-05-21,83165773,1000526,37307.0,115.0
852,2022-05-22,83187760,1000577,21987.0,51.0
853,2022-05-23,83320644,1000826,132884.0,249.0
854,2022-05-24,83453009,1001375,132365.0,549.0
855,2022-05-25,83640103,1002179,187094.0,804.0
856,2022-05-26,83764744,1002522,124641.0,343.0
857,2022-05-27,83903655,1003124,138911.0,602.0
858,2022-05-28,83917417,1003159,13762.0,35.0
859,2022-05-29,83926462,1003167,9045.0,8.0
860,2022-05-30,83958614,1003189,32152.0,22.0
861,2022-05-31,84140997,1003571,182383.0,382.0
862,2022-06-01,84360023,1004163,219026.0,592.0
863,2022-06-02,84471393,1004534,111370.0,371.0
864,2022-06-03,84613605,1004941,142212.0,407.0
865,2022-06-04,84657255,1005134,43650.0,193.0
866,2022-06-05,84673734,1005152,16479.0,18.0
867,2022-06-06,84810837,1005473,137103.0,321.0
868,2022-06-07,84953650,1005943,142813.0,470.0
869,2022-06-08,85132456,1006988,178806.0,1045.0
870,2022-06-09,85250167,1007331,117711.0,343.0
871,2022-06-10,85386208,1007702,136041.0,371.0
872,2022-06-11,85421581,1007826,35373.0,124.0
873,2022-06-12,85439974,1007845,18393.0,19.0
874,2022-06-13,85565377,1008116,125403.0,271.0
875,2022-06-14,85700792,1008554,135415.0,438.0
876,2022-06-15,85872596,1009208,171804.0,654.0
877,2022-06-16,85976793,1009543,104197.0,335.0
878,2022-06-17,86093350,1009847,116557.0,304.0
879,2022-06-18,86108115,1009871,14765.0,24.0
880,2022-06-19,86122722,1009893,14607.0,22.0
881,2022-06-20,86176918,1009982,54196.0,89.0
882,2022-06-21,86386656,1010552,209738.0,570.0
883,2022-06-22,86557097,1011326,170441.0,774.0
884,2022-06-23,86673590,1011825,116493.0,499.0
885,2022-06-24,86829149,1012317,155559.0,492.0
886,2022-06-25,86876818,1012480,47669.0,163.0
887,2022-06-26,86895056,1012486,18238.0,6.0
888,2022-06-27,87027295,1012765,132239.0,279.0
889,2022-06-28,87149583,1013306,122288.0,541.0
890,2022-06-29,87345359,1013999,195776.0,693.0
891,2022-06-30,87469077,1014452,123718.0,453.0
892,2022-07-01,87621338,1014974,152261.0,522.0
893,2022-07-02,87633658,1014995,12320.0,21.0
894,2022-07-03,87640519,1014998,6861.0,3.0
895,2022-07-04,87676181,1015062,35662.0,64.0
896,2022-07-05,87857067,1015488,180886.0,426.0
897,2022-07-06,88097358,1016205,240291.0,717.0
898,2022-07-07,88221970,1016680,124612.0,475.0
899,2022-07-08,88390029,1017242,168059.0,562.0
900,2022-07-09,88413615,1017278,23586.0,36.0
901,2022-07-10,88436184,1017286,22569.0,8.0
902,2022-07-11,88611513,1017837,175329.0,551.0
903,2022-07-12,88795782,1018359,184269.0,522.0
904,2022-07-13,88986908,1019239,191126.0,880.0
905,2022-07-14,89131091,1019697,144183.0,458.0
906,2022-07-15,89300973,1020230,169882.0,533.0
907,2022-07-16,89322015,1020272,21042.0,42.0
908,2022-07-17,89343986,1020283,21971.0,11.0
909,2022-07-18,89514434,1020803,170448.0,520.0
910,2022-07-19,89675305,1021350,160871.0,547.0
911,2022-07-20,89879921,1022142,204616.0,792.0
912,2022-07-21,90033432,1022693,153511.0,551.0
913,2022-07-22,90199121,1023273,165689.0,580.0
914,2022-07-23,90223372,1023329,24251.0,56.0
915,2022-07-24,90244872,1023343,21500.0,14.0
916,2022-07-25,90412575,1023855,167703.0,512.0
917,2022-07-26,90576810,1024374,164235.0,519.0
918,2022-07-27,90803295,1025198,226485.0,824.0
919,2022-07-28,90952402,1025682,149107.0,484.0
920,2022-07-29,91091698,1026300,139296.0,618.0
921,2022-07-30,91103665,1026322,11967.0,22.0
922,2022-07-31,91114530,1026331,10865.0,9.0
923,2022-08-01,91291256,1026937,176726.0,606.0
924,2022-08-02,91399466,1027382,108210.0,445.0
925,2022-08-03,91616745,1028439,217279.0,1057.0
926,2022-08-04,91781476,1029112,164731.0,673.0
927,2022-08-05,91913390,1029769,131914.0,657.0
928,2022-08-06,91924176,1029797,10786.0,28.0
929,2022-08-07,91934257,1029808,10081.0,11.0
930,2022-08-08,92079701,1030371,145444.0,563.0
931,2022-08-09,92208348,1030933,128647.0,562.0
932,2022-08-10,92383180,1031805,174832.0,872.0
933,2022-08-11,92520198,1032506,137018.0,701.0
934,2022-08-12,92641966,1033177,121768.0,671.0
935,2022-08-13,92648820,1033195,6854.0,18.0
936,2022-08-14,92659524,1033207,10704.0,12.0
937,2022-08-15,92788886,1033762,129362.0,555.0
938,2022-08-16,92909503,1034234,120617.0,472.0
939,2022-08-17,93069322,1035194,159819.0,960.0
940,2022-08-18,93195688,1035802,126366.0,608.0
941,2022-08-19,93304179,1036333,108491.0,531.0
942,2022-08-20,93312106,1036360,7927.0,27.0
943,2022-08-21,93320628,1036368,8522.0,8.0
944,2022-08-22,93441270,1036961,120642.0,593.0
945,2022-08-23,93546473,1037466,105203.0,505.0
946,2022-08-24,93720590,1038392,174117.0,926.0
947,2022-08-25,93831767,1039036,111177.0,644.0
948,2022-08-26,93934199,1039673,102432.0,637.0
949,2022-08-27,93943022,1039703,8823.0,30.0
950,2022-08-28,93951561,1039706,8539.0,3.0
951,2022-08-29,94063866,1040297,112305.0,591.0
952,2022-08-30,94180902,1040764,117036.0,467.0
953,2022-08-31,94335008,1042167,154106.0,1403.0
954,2022-09-01,94443668,1042880,108660.0,713.0
955,2022-09-02,94532021,1043382,88353.0,502.0
956,2022-09-03,94539458,1043401,7437.0,19.0
957,2022-09-04,94545281,1043402,5823.0,1.0
958,2022-09-05,94563745,1043455,18464.0,53.0
959,2022-09-06,94689639,1044083,125894.0,628.0
960,2022-09-07,94833490,1044912,143851.0,829.0
961,2022-09-08,94921915,1045586,88425.0,674.0
962,2022-09-09,94995800,1046119,73885.0,533.0
963,2022-09-10,94999027,1046145,3227.0,26.0
964,2022-09-11,95010491,1046164,11464.0,19.0
965,2022-09-12,95098004,1046733,87513.0,569.0
966,2022-09-13,95159646,1047221,61642.0,488.0
967,2022-09-14,95275075,1048141,115429.0,920.0
968,2022-09-15,95369503,1048765,94428.0,624.0
969,2022-09-16,95428258,1049213,58755.0,448.0
970,2022-09-17,95434981,1049235,6723.0,22.0
971,2022-09-18,95440240,1049243,5259.0,8.0
972,2022-09-19,95507606,1049750,67366.0,507.0
973,2022-09-20,95559194,1050158,51588.0,408.0
974,2022-09-21,95666528,1051083,107334.0,925.0
975,2022-09-22,95760230,1051601,93702.0,518.0
976,2022-09-23,95804726,1052056,44496.0,455.0
977,2022-09-24,95812817,1052093,8091.0,37.0
978,2022-09-25,95819136,1052099,6319.0,6.0
979,2022-09-26,95877656,1052503,58520.0,404.0
980,2022-09-27,95919539,1052948,41883.0,445.0
981,2022-09-28,96019867,1054260,100328.0,1312.0
982,2022-09-29,96104859,1054893,84992.0,633.0
983,2022-09-30,96144226,1055290,39367.0,397.0
984,2022-10-01,96150643,1055316,6417.0,26.0
985,2022-10-02,96156591,1055316,5948.0,0.0
986,2022-10-03,96204427,1055596,47836.0,280.0
987,2022-10-04,96240281,1056073,35854.0,477.0
988,2022-10-05,96320795,1057185,80514.0,1112.0
989,2022-10-06,96394630,1057889,73835.0,704.0
990,2022-10-07,96429284,1058206,34654.0,317.0
991,2022-10-08,96422344,1058156,-6940.0,-50.0
992,2022-10-09,96428398,1058159,6054.0,3.0
993,2022-10-10,96452692,1058322,24294.0,163.0
994,2022-10-11,96493867,1058919,41175.0,597.0
995,2022-10-12,96567547,1059706,73680.0,787.0
996,2022-10-13,96643191,1060345,75644.0,639.0
997,2022-10-14,96672841,1060730,29650.0,385.0
998,2022-10-15,96675617,1060748,2776.0,18.0
999,2022-10-16,96682663,1060760,7046.0,12.0
1000,2022-10-17,96729811,1061118,47148.0,358.0
1001,2022-10-18,96757935,1061498,28124.0,380.0
1002,2022-10-19,96826394,1062203,68459.0,705.0
1003,2022-10-20,96887495,1062741,61101.0,538.0
1004,2022-10-21,96921457,1063369,33962.0,628.0
1005,2022-10-22,96924033,1063379,2576.0,10.0
1006,2022-10-23,96931008,1063380,6975.0,1.0
1007,2022-10-24,96970800,1063613,39792.0,233.0
1008,2022-10-25,96996456,1063993,25656.0,380.0
1009,2022-10-26,97077271,1065118,80815.0,1125.0
1010,2022-10-27,97146134,1065706,68863.0,588.0
1011,2022-10-28,97179235,1065942,33101.0,236.0
1012,2022-10-29,97182927,1065964,3692.0,22.0
1013,2022-10-30,97186606,1065966,3679.0,2.0
1014,2022-10-31,97233018,1066150,46412.0,184.0
1015,2022-11-01,97262328,1066491,29310.0,341.0
1016,2022-11-02,97338475,1067366,76147.0,875.0
1017,2022-11-03,97416551,1067922,78076.0,556.0
1018,2022-11-04,97465910,1068411,49359.0,489.0
1019,2022-11-05,97469639,1068432,3729.0,21.0
1020,2022-11-06,97476278,1068437,6639.0,5.0
1021,2022-11-07,97515570,1068574,39292.0,137.0
1022,2022-11-08,97536711,1068787,21141.0,213.0
1023,2022-11-09,97630397,1069707,93686.0,920.0
1024,2022-11-10,97718317,1070288,87920.0,581.0
1025,2022-11-11,97729641,1083006,11324.0,12718.0
1026,2022-11-12,97732216,1083008,2575.0,2.0
1027,2022-11-13,97734170,1083009,1954.0,1.0
1028,2022-11-14,97785091,1083181,50921.0,172.0
1029,2022-11-15,97818155,1083484,33064.0,303.0
1030,2022-11-16,97896481,1083989,78326.0,505.0
1031,2022-11-17,97979502,1084415,83021.0,426.0
1032,2022-11-18,98030190,1084931,50688.0,516.0
1033,2022-11-19,98033687,1084942,3497.0,11.0
1034,2022-11-20,98036926,1084942,3239.0,0.0
1035,2022-11-21,98080590,1085106,43664.0,164.0
1036,2022-11-22,98117917,1085553,37327.0,447.0
1037,2022-11-23,98228602,1086524,110685.0,971.0
1038,2022-11-24,98264632,1086674,36030.0,150.0
1039,2022-11-25,98290350,1086893,25718.0,219.0
1040,2022-11-26,98291540,1086894,1190.0,1.0
1041,2022-11-27,98298369,1086908,6829.0,14.0
1042,2022-11-28,98356317,1087098,57948.0,190.0
1043,2022-11-29,98404190,1087415,47873.0,317.0
1044,2022-11-30,98516131,1087873,111941.0,458.0
1045,2022-12-01,98613271,1088564,97140.0,691.0
1046,2022-12-02,98686737,1088978,73466.0,414.0
1047,2022-12-03,98691598,1088997,4861.0,19.0
1048,2022-12-04,98696204,1088997,4606.0,0.0
1049,2022-12-05,98750243,1089181,54039.0,184.0
1050,2022-12-06,98798681,1089662,48438.0,481.0
1051,2022-12-07,98949011,1090599,150330.0,937.0
1052,2022-12-08,99089404,1092099,140393.0,1500.0
1053,2022-12-09,99122963,1092393,33559.0,294.0
1054,2022-12-10,99128018,1092410,5055.0,17.0
1055,2022-12-11,99133303,1092410,5285.0,0.0
1056,2022-12-12,99187602,1092595,54299.0,185.0
1057,2022-12-13,99245874,1093064,58272.0,469.0
1058,2022-12-14,99400962,1093869,155088.0,805.0
1059,2022-12-15,99527716,1094509,126754.0,640.0
1060,2022-12-16,99601910,1095062,74194.0,553.0
1061,2022-12-17,99606838,1095074,4928.0,12.0
1062,2022-12-18,99612758,1095074,5920.0,0.0
1063,2022-12-19,99669991,1095297,57233.0,223.0
1064,2022-12-20,99726822,1095749,56831.0,452.0
1065,2022-12-21,99907293,1096760,180471.0,1011.0
1066,2022-12-22,100055824,1097361,148531.0,601.0
1067,2022-12-23,100087194,1097537,31370.0,176.0
1068,2022-12-24,100092117,1097539,4923.0,2.0
1069,2022-12-25,100095566,1097539,3449.0,0.0
1070,2022-12-26,100104798,1097550,9232.0,11.0
1071,2022-12-27,100190406,1097812,85608.0,262.0
1072,2022-12-28,100313378,1098651,122972.0,839.0
1073,2022-12-29,100423471,1099302,110093.0,651.0
1074,2022-12-30,100456662,1099824,33191.0,522.0
1075,2022-12-31,100462184,1099837,5522.0,13.0
1076,2023-01-01,100447989,1099837,-14195.0,0.0
1077,2023-01-02,100458882,1099837,10893.0,0.0
1078,2023-01-03,100535564,1100152,76682.0,315.0
1079,2023-01-04,100743731,1102278,208167.0,2126.0
1080,2023-01-05,100859561,1102956,115830.0,678.0
1081,2023-01-06,100969155,1103517,109594.0,561.0
1082,2023-01-07,100972762,1103530,3607.0,13.0
1083,2023-01-08,100978862,1103533,6100.0,3.0
1084,2023-01-09,101023334,1103732,44472.0,199.0
1085,2023-01-10,101067331,1104459,43997.0,727.0
1086,2023-01-11,101225546,1105982,158215.0,1523.0
1087,2023-01-12,101322776,1106738,97230.0,756.0
1088,2023-01-13,101353503,1107013,30727.0,275.0
1089,2023-01-14,101357407,1107039,3904.0,26.0
1090,2023-01-15,101361142,1107040,3735.0,1.0
1091,2023-01-16,101369550,1107051,8408.0,11.0
1092,2023-01-17,101428192,1107788,58642.0,737.0
1093,2023-01-18,101573353,1109270,145161.0,1482.0
1094,2023-01-19,101641282,1110084,67929.0,814.0
1095,2023-01-20,101724115,1111004,82833.0,920.0
1096,2023-01-21,101726588,1111011,2473.0,7.0
1097,2023-01-22,101731541,1111020,4953.0,9.0
1098,2023-01-23,101763953,1111290,32412.0,270.0
1099,2023-01-24,101795726,1111991,31773.0,701.0
1100,2023-01-25,101909009,1113234,113283.0,1243.0
1101,2023-01-26,101987861,1114038,78852.0,804.0
1102,2023-01-27,102002032,1114217,14171.0,179.0
1103,2023-01-28,102004232,1114224,2200.0,7.0
1104,2023-01-29,102008656,1114228,4424.0,4.0
1105,2023-01-30,102039105,1114413,30449.0,185.0
