cases,deaths,daily_cases,daily_deaths
2037666117,26440378,20300128.0,61607.0
2173725838,25818487,3953318.0,62912.0
2465286532,29979138,1061372.0,30381.0
2416616245,29590230,1254848.0,12774.0
2562588439,30962760,2881964.0,11561.0
2575997226,30273554,3328080.0,10881.0
2769305619,31631120,3645453.0,11879.0
2879851473,32068656,3220478.0,15836.0
2859276626,31456814,1809218.0,13123.0
2997886391,32891566,1088792.0,10860.0
2936454873,32390260,1283113.0,21723.0
3085428799,33924295,1946053.0,11964.0
