report_name,report_agency,domain,visits,week,year
domain,health-human-services,vacunas.gov,10828,21,2021
domain,health-human-services,cdc.gov,3356266,21,2021
domain,health-human-services,vaccines.gov,222455,21,2021
domain,health-human-services,covid.cdc.gov,164277,21,2021
domain,health-human-services,vacunas.gov,13375,21,2021
domain,health-human-services,cdc.gov,3490523,21,2021
domain,health-human-services,vaccines.gov,244261,21,2021
domain,health-human-services,covid.cdc.gov,180228,21,2021
domain,health-human-services,vacunas.gov,13845,21,2021
domain,health-human-services,cdc.gov,3676626,21,2021
domain,health-human-services,vaccines.gov,227089,21,2021
domain,health-human-services,covid.cdc.gov,212663,21,2021
domain,health-human-services,vacunas.gov,12227,21,2021
domain,health-human-services,cdc.gov,3768220,21,2021
domain,health-human-services,vaccines.gov,241276,21,2021
domain,health-human-services,covid.cdc.gov,228076,21,2021
domain,health-human-services,vacunas.gov,12831,21,2021
domain,health-human-services,cdc.gov,2716044,20,2021
domain,health-human-services,vaccines.gov,172556,20,2021
domain,health-human-services,covid.cdc.gov,166994,20,2021
domain,health-human-services,vacunas.gov,10553,20,2021
domain,health-human-services,cdc.gov,2567288,20,2021
domain,health-human-services,vaccines.gov,170837,20,2021
domain,health-human-services,covid.cdc.gov,148383,20,2021
domain,health-human-services,vacunas.gov,10664,20,2021
domain,health-human-services,cdc.gov,3342127,20,2021
domain,health-human-services,vaccines.gov,259251,20,2021
domain,health-human-services,covid.cdc.gov,190617,20,2021
domain,health-human-services,vacunas.gov,10729,20,2021
domain,health-human-services,cdc.gov,3731840,20,2021
domain,health-human-services,vaccines.gov,258190,20,2021
domain,health-human-services,covid.cdc.gov,187091,20,2021
domain,health-human-services,vacunas.gov,8721,20,2021
domain,health-human-services,cdc.gov,3894700,20,2021
domain,health-human-services,vaccines.gov,294497,20,2021
domain,health-human-services,covid.cdc.gov,206588,20,2021
domain,health-human-services,vacunas.gov,9388,20,2021
domain,health-human-services,cdc.gov,4093161,20,2021
domain,health-human-services,vaccines.gov,295218,20,2021
domain,health-human-services,covid.cdc.gov,244553,20,2021
domain,health-human-services,vacunas.gov,8119,20,2021
domain,health-human-services,cdc.gov,4239006,20,2021
domain,health-human-services,vaccines.gov,344642,20,2021
domain,health-human-services,covid.cdc.gov,253735,20,2021
domain,health-human-services,vacunas.gov,5809,20,2021
domain,health-human-services,cdc.gov,2988291,19,2021
domain,health-human-services,vaccines.gov,211740,19,2021
domain,health-human-services,covid.cdc.gov,158093,19,2021
domain,health-human-services,vacunas.gov,4700,19,2021
domain,health-human-services,cdc.gov,3052174,19,2021
domain,health-human-services,vaccines.gov,234724,19,2021
domain,health-human-services,covid.cdc.gov,150716,19,2021
domain,health-human-services,vacunas.gov,4022,19,2021
domain,health-human-services,cdc.gov,4641912,19,2021
domain,health-human-services,vaccines.gov,402175,19,2021
domain,health-human-services,covid.cdc.gov,215360,19,2021
domain,health-human-services,vacunas.gov,5054,19,2021
domain,health-human-services,cdc.gov,5532437,19,2021
domain,health-human-services,vaccines.gov,490757,19,2021
domain,health-human-services,covid.cdc.gov,230291,19,2021
domain,health-human-services,vacunas.gov,5618,19,2021
domain,health-human-services,cdc.gov,3737625,19,2021
domain,health-human-services,vaccines.gov,418162,19,2021
domain,health-human-services,covid.cdc.gov,194845,19,2021
domain,health-human-services,vacunas.gov,4929,19,2021
domain,health-human-services,cdc.gov,3811159,19,2021
domain,health-human-services,vaccines.gov,299457,19,2021
domain,health-human-services,covid.cdc.gov,226296,19,2021
domain,health-human-services,vacunas.gov,4420,19,2021
domain,health-human-services,cdc.gov,3858240,19,2021
domain,health-human-services,vaccines.gov,313680,19,2021
domain,health-human-services,covid.cdc.gov,231155,19,2021
domain,health-human-services,vacunas.gov,4169,19,2021
domain,health-human-services,cdc.gov,2670573,18,2021
domain,health-human-services,covid.cdc.gov,146899,18,2021
domain,health-human-services,vaccines.gov,143241,18,2021
domain,health-human-services,vacunas.gov,3038,18,2021
domain,health-human-services,cdc.gov,2749122,18,2021
domain,health-human-services,vaccines.gov,145308,18,2021
domain,health-human-services,covid.cdc.gov,134207,18,2021
domain,health-human-services,vacunas.gov,2814,18,2021
domain,health-human-services,cdc.gov,3455003,18,2021
domain,health-human-services,vaccines.gov,222895,18,2021
domain,health-human-services,covid.cdc.gov,178847,18,2021
domain,health-human-services,vacunas.gov,3255,18,2021
domain,health-human-services,cdc.gov,3818848,18,2021
domain,health-human-services,vaccines.gov,254321,18,2021
domain,health-human-services,covid.cdc.gov,201476,18,2021
domain,health-human-services,vacunas.gov,4191,18,2021
domain,health-human-services,cdc.gov,3945790,18,2021
domain,health-human-services,vaccines.gov,287038,18,2021
domain,health-human-services,covid.cdc.gov,202160,18,2021
domain,health-human-services,vacunas.gov,4827,18,2021
domain,health-human-services,cdc.gov,4062696,18,2021
domain,health-human-services,vaccines.gov,341679,18,2021
domain,health-human-services,covid.cdc.gov,254722,18,2021
domain,health-human-services,vacunas.gov,5171,18,2021
domain,health-human-services,cdc.gov,4209623,18,2021
domain,health-human-services,vaccines.gov,292950,18,2021
domain,health-human-services,covid.cdc.gov,248971,18,2021
domain,health-human-services,vacunas.gov,5126,18,2021
domain,health-human-services,cdc.gov,3020452,17,2021
domain,health-human-services,covid.cdc.gov,180594,17,2021
domain,health-human-services,vaccines.gov,167985,17,2021
domain,health-human-services,vacunas.gov,3108,17,2021
domain,health-human-services,cdc.gov,2883136,17,2021
domain,health-human-services,vaccines.gov,196758,17,2021
domain,health-human-services,covid.cdc.gov,165428,17,2021
domain,health-human-services,vacunas.gov,2787,17,2021
domain,health-human-services,cdc.gov,3766887,17,2021
domain,health-human-services,vaccines.gov,213326,17,2021
domain,health-human-services,covid.cdc.gov,200847,17,2021
domain,health-human-services,cdc.gov,4245632,17,2021
domain,health-human-services,covid.cdc.gov,223441,17,2021
domain,health-human-services,vaccines.gov,29315,17,2021
domain,health-human-services,cdc.gov,4799827,17,2021
domain,health-human-services,covid.cdc.gov,244036,17,2021
domain,health-human-services,vaccines.gov,34626,17,2021
domain,health-human-services,cdc.gov,5074119,17,2021
domain,health-human-services,covid.cdc.gov,266080,17,2021
domain,health-human-services,vaccines.gov,33160,17,2021
domain,health-human-services,cdc.gov,4299026,17,2021
domain,health-human-services,covid.cdc.gov,259352,17,2021
domain,health-human-services,vaccines.gov,31349,17,2021
domain,health-human-services,cdc.gov,3111944,16,2021
domain,health-human-services,covid.cdc.gov,189534,16,2021
domain,health-human-services,vaccines.gov,21222,16,2021
domain,health-human-services,cdc.gov,2974359,16,2021
domain,health-human-services,covid.cdc.gov,162651,16,2021
domain,health-human-services,vaccines.gov,21509,16,2021
domain,health-human-services,cdc.gov,3867023,16,2021
domain,health-human-services,covid.cdc.gov,212048,16,2021
domain,health-human-services,vaccines.gov,29124,16,2021
domain,health-human-services,cdc.gov,4223514,16,2021
domain,health-human-services,covid.cdc.gov,217301,16,2021
domain,health-human-services,vaccines.gov,33599,16,2021
domain,health-human-services,cdc.gov,4321555,16,2021
domain,health-human-services,covid.cdc.gov,227002,16,2021
domain,health-human-services,vaccines.gov,33248,16,2021
domain,health-human-services,cdc.gov,4400064,16,2021
domain,health-human-services,covid.cdc.gov,249749,16,2021
domain,health-human-services,vaccines.gov,29895,16,2021
domain,health-human-services,cdc.gov,4410621,16,2021
domain,health-human-services,covid.cdc.gov,264369,16,2021
domain,health-human-services,vaccines.gov,41066,16,2021
domain,health-human-services,cdc.gov,3224468,15,2021
domain,health-human-services,covid.cdc.gov,181011,15,2021
domain,health-human-services,vaccines.gov,23676,15,2021
domain,health-human-services,cdc.gov,3060164,15,2021
domain,health-human-services,covid.cdc.gov,159236,15,2021
domain,health-human-services,vaccines.gov,23451,15,2021
domain,health-human-services,cdc.gov,3975306,15,2021
domain,health-human-services,covid.cdc.gov,212093,15,2021
domain,health-human-services,vaccines.gov,34422,15,2021
domain,health-human-services,cdc.gov,4597903,15,2021
domain,health-human-services,covid.cdc.gov,225489,15,2021
domain,health-human-services,vaccines.gov,43091,15,2021
domain,health-human-services,cdc.gov,4587917,15,2021
domain,health-human-services,covid.cdc.gov,217703,15,2021
domain,health-human-services,vaccines.gov,41909,15,2021
domain,health-human-services,cdc.gov,5180947,15,2021
domain,health-human-services,covid.cdc.gov,251566,15,2021
domain,health-human-services,vaccines.gov,51524,15,2021
domain,health-human-services,cdc.gov,4732937,15,2021
domain,health-human-services,covid.cdc.gov,265871,15,2021
domain,health-human-services,vaccines.gov,51172,15,2021
domain,health-human-services,cdc.gov,3658858,14,2021
domain,health-human-services,covid.cdc.gov,201272,14,2021
domain,health-human-services,vaccines.gov,33870,14,2021
domain,health-human-services,cdc.gov,3543222,14,2021
domain,health-human-services,covid.cdc.gov,186978,14,2021
domain,health-human-services,vaccines.gov,33333,14,2021
domain,health-human-services,cdc.gov,4508980,14,2021
domain,health-human-services,covid.cdc.gov,215633,14,2021
domain,health-human-services,vaccines.gov,46440,14,2021
domain,health-human-services,cdc.gov,4987059,14,2021
domain,health-human-services,covid.cdc.gov,226308,14,2021
domain,health-human-services,vaccines.gov,58264,14,2021
domain,health-human-services,cdc.gov,5286369,14,2021
domain,health-human-services,covid.cdc.gov,256759,14,2021
domain,health-human-services,vaccines.gov,68939,14,2021
domain,health-human-services,cdc.gov,5353523,14,2021
domain,health-human-services,covid.cdc.gov,262831,14,2021
domain,health-human-services,vaccines.gov,81385,14,2021
domain,health-human-services,cdc.gov,5042129,14,2021
domain,health-human-services,covid.cdc.gov,262594,14,2021
domain,health-human-services,vaccines.gov,79777,14,2021
domain,health-human-services,cdc.gov,3226336,13,2021
domain,health-human-services,covid.cdc.gov,168841,13,2021
domain,health-human-services,vaccines.gov,39937,13,2021
domain,health-human-services,cdc.gov,3430561,13,2021
domain,health-human-services,covid.cdc.gov,163177,13,2021
domain,health-human-services,vaccines.gov,40692,13,2021
domain,health-human-services,cdc.gov,4475763,13,2021
domain,health-human-services,covid.cdc.gov,201195,13,2021
domain,health-human-services,vaccines.gov,59320,13,2021
domain,health-human-services,cdc.gov,4733041,13,2021
domain,health-human-services,covid.cdc.gov,223509,13,2021
domain,health-human-services,vaccines.gov,67736,13,2021
domain,health-human-services,cdc.gov,5138794,13,2021
domain,health-human-services,covid.cdc.gov,241554,13,2021
domain,health-human-services,vaccines.gov,73490,13,2021
domain,health-human-services,cdc.gov,5205829,13,2021
domain,health-human-services,covid.cdc.gov,279868,13,2021
domain,health-human-services,vaccines.gov,76163,13,2021
domain,health-human-services,cdc.gov,5219696,13,2021
domain,health-human-services,covid.cdc.gov,323885,13,2021
domain,health-human-services,vaccines.gov,82184,13,2021
domain,health-human-services,cdc.gov,3574472,12,2021
domain,health-human-services,covid.cdc.gov,194262,12,2021
domain,health-human-services,vaccines.gov,41937,12,2021
domain,health-human-services,cdc.gov,3333612,12,2021
domain,health-human-services,covid.cdc.gov,171784,12,2021
domain,health-human-services,vaccines.gov,39752,12,2021
domain,health-human-services,cdc.gov,4439518,12,2021
domain,health-human-services,covid.cdc.gov,211162,12,2021
domain,health-human-services,vaccines.gov,63426,12,2021
domain,health-human-services,cdc.gov,4986223,12,2021
domain,health-human-services,covid.cdc.gov,238239,12,2021
domain,health-human-services,vaccines.gov,78882,12,2021
domain,health-human-services,cdc.gov,5022016,12,2021
domain,health-human-services,covid.cdc.gov,231128,12,2021
domain,health-human-services,vaccines.gov,84547,12,2021
domain,health-human-services,cdc.gov,5178534,12,2021
domain,health-human-services,covid.cdc.gov,235466,12,2021
domain,health-human-services,vaccines.gov,88471,12,2021
domain,health-human-services,cdc.gov,5261203,12,2021
domain,health-human-services,covid.cdc.gov,254470,12,2021
domain,health-human-services,vaccines.gov,98816,12,2021
domain,health-human-services,cdc.gov,3596999,11,2021
domain,health-human-services,covid.cdc.gov,179290,11,2021
domain,health-human-services,vaccines.gov,51919,11,2021
domain,health-human-services,cdc.gov,3523434,11,2021
domain,health-human-services,covid.cdc.gov,163736,11,2021
domain,health-human-services,vaccines.gov,50958,11,2021
domain,health-human-services,cdc.gov,4730271,11,2021
domain,health-human-services,covid.cdc.gov,209552,11,2021
domain,health-human-services,vaccines.gov,85297,11,2021
domain,health-human-services,cdc.gov,5270438,11,2021
domain,health-human-services,covid.cdc.gov,223669,11,2021
domain,health-human-services,vaccines.gov,86894,11,2021
domain,health-human-services,cdc.gov,5146100,11,2021
domain,health-human-services,covid.cdc.gov,212771,11,2021
domain,health-human-services,vaccines.gov,82867,11,2021
domain,health-human-services,cdc.gov,5215581,11,2021
domain,health-human-services,covid.cdc.gov,228522,11,2021
domain,health-human-services,vaccines.gov,81833,11,2021
domain,health-human-services,cdc.gov,5244597,11,2021
domain,health-human-services,covid.cdc.gov,246647,11,2021
domain,health-human-services,vaccines.gov,86835,11,2021
domain,health-human-services,cdc.gov,3601075,10,2021
domain,health-human-services,covid.cdc.gov,176347,10,2021
domain,health-human-services,vaccines.gov,52173,10,2021
domain,health-human-services,cdc.gov,3723436,10,2021
domain,health-human-services,covid.cdc.gov,178099,10,2021
domain,health-human-services,vaccines.gov,49632,10,2021
domain,health-human-services,cdc.gov,5097933,10,2021
domain,health-human-services,covid.cdc.gov,207439,10,2021
domain,health-human-services,vaccines.gov,66532,10,2021
domain,health-human-services,cdc.gov,5646295,10,2021
domain,health-human-services,covid.cdc.gov,230691,10,2021
domain,health-human-services,vaccines.gov,91175,10,2021
domain,health-human-services,cdc.gov,5576504,10,2021
domain,health-human-services,covid.cdc.gov,225884,10,2021
domain,health-human-services,vaccines.gov,98650,10,2021
domain,health-human-services,cdc.gov,5791955,10,2021
domain,health-human-services,covid.cdc.gov,247352,10,2021
domain,health-human-services,vaccines.gov,106869,10,2021
domain,health-human-services,cdc.gov,6398553,10,2021
domain,health-human-services,covid.cdc.gov,252456,10,2021
domain,health-human-services,vaccines.gov,101014,10,2021
domain,health-human-services,cdc.gov,3766086,9,2021
domain,health-human-services,covid.cdc.gov,167751,9,2021
domain,health-human-services,vaccines.gov,53399,9,2021
domain,health-human-services,cdc.gov,3750323,9,2021
domain,health-human-services,covid.cdc.gov,157203,9,2021
domain,health-human-services,vaccines.gov,54636,9,2021
domain,health-human-services,cdc.gov,4722399,9,2021
domain,health-human-services,covid.cdc.gov,215385,9,2021
domain,health-human-services,vaccines.gov,79480,9,2021
domain,health-human-services,cdc.gov,5281638,9,2021
domain,health-human-services,covid.cdc.gov,217980,9,2021
domain,health-human-services,vaccines.gov,85838,9,2021
domain,health-human-services,cdc.gov,5108368,9,2021
domain,health-human-services,covid.cdc.gov,251402,9,2021
domain,health-human-services,vaccines.gov,81608,9,2021
domain,health-human-services,cdc.gov,4899666,9,2021
domain,health-human-services,covid.cdc.gov,258824,9,2021
domain,health-human-services,vaccines.gov,76604,9,2021
domain,health-human-services,cdc.gov,4492804,9,2021
domain,health-human-services,covid.cdc.gov,233209,9,2021
domain,health-human-services,vaccines.gov,61306,9,2021
domain,health-human-services,cdc.gov,3356047,8,2021
domain,health-human-services,covid.cdc.gov,163585,8,2021
domain,health-human-services,vaccines.gov,37763,8,2021
domain,health-human-services,cdc.gov,3289413,8,2021
domain,health-human-services,covid.cdc.gov,147463,8,2021
domain,health-human-services,vaccines.gov,30051,8,2021
domain,health-human-services,cdc.gov,4073823,8,2021
domain,health-human-services,covid.cdc.gov,181491,8,2021
domain,health-human-services,vaccines.gov,47613,8,2021
domain,health-human-services,cdc.gov,4347342,8,2021
domain,health-human-services,covid.cdc.gov,200335,8,2021
domain,health-human-services,vaccines.gov,57210,8,2021
domain,health-human-services,cdc.gov,4375084,8,2021
domain,health-human-services,covid.cdc.gov,206942,8,2021
domain,health-human-services,vaccines.gov,46426,8,2021
domain,health-human-services,cdc.gov,4317177,8,2021
domain,health-human-services,covid.cdc.gov,218108,8,2021
domain,health-human-services,vaccines.gov,40809,8,2021
domain,health-human-services,cdc.gov,4368564,8,2021
domain,health-human-services,covid.cdc.gov,237822,8,2021
domain,health-human-services,vaccines.gov,41472,8,2021
domain,health-human-services,cdc.gov,3152792,7,2021
domain,health-human-services,covid.cdc.gov,161432,7,2021
domain,health-human-services,vaccines.gov,25300,7,2021
domain,health-human-services,cdc.gov,2971148,7,2021
domain,health-human-services,covid.cdc.gov,141648,7,2021
domain,health-human-services,vaccines.gov,24134,7,2021
domain,health-human-services,cdc.gov,3820745,7,2021
domain,health-human-services,covid.cdc.gov,184404,7,2021
domain,health-human-services,vaccines.gov,32171,7,2021
domain,health-human-services,cdc.gov,4187238,7,2021
domain,health-human-services,covid.cdc.gov,181424,7,2021
domain,health-human-services,vaccines.gov,37247,7,2021
domain,health-human-services,cdc.gov,4273116,7,2021
domain,health-human-services,covid.cdc.gov,197976,7,2021
domain,health-human-services,vaccines.gov,36359,7,2021
domain,health-human-services,cdc.gov,4131863,7,2021
domain,health-human-services,covid.cdc.gov,225887,7,2021
domain,health-human-services,vaccines.gov,36998,7,2021
domain,health-human-services,cdc.gov,3749025,7,2021
domain,health-human-services,covid.cdc.gov,202646,7,2021
domain,health-human-services,vaccines.gov,40172,7,2021
domain,health-human-services,cdc.gov,2901841,6,2021
domain,health-human-services,covid.cdc.gov,161107,6,2021
domain,health-human-services,vaccines.gov,25479,6,2021
domain,health-human-services,cdc.gov,3103240,6,2021
domain,health-human-services,covid.cdc.gov,153849,6,2021
domain,health-human-services,vaccines.gov,24376,6,2021
domain,health-human-services,cdc.gov,4293455,6,2021
domain,health-human-services,covid.cdc.gov,188455,6,2021
domain,health-human-services,vaccines.gov,40908,6,2021
domain,health-human-services,cdc.gov,5275044,6,2021
domain,health-human-services,covid.cdc.gov,208856,6,2021
domain,health-human-services,vaccines.gov,53499,6,2021
domain,health-human-services,cdc.gov,4652095,6,2021
domain,health-human-services,covid.cdc.gov,208829,6,2021
domain,health-human-services,vaccines.gov,51798,6,2021
domain,health-human-services,cdc.gov,4456203,6,2021
domain,health-human-services,covid.cdc.gov,224053,6,2021
domain,health-human-services,vaccines.gov,52123,6,2021
domain,health-human-services,cdc.gov,4376072,6,2021
domain,health-human-services,covid.cdc.gov,228118,6,2021
domain,health-human-services,vaccines.gov,52838,6,2021
domain,health-human-services,cdc.gov,3220701,5,2021
domain,health-human-services,covid.cdc.gov,152234,5,2021
domain,health-human-services,vaccines.gov,30416,5,2021
domain,health-human-services,cdc.gov,3220317,5,2021
domain,health-human-services,covid.cdc.gov,146323,5,2021
domain,health-human-services,vaccines.gov,33466,5,2021
domain,health-human-services,cdc.gov,4224801,5,2021
domain,health-human-services,covid.cdc.gov,195252,5,2021
domain,health-human-services,vaccines.gov,47059,5,2021
domain,health-human-services,cdc.gov,4575333,5,2021
domain,health-human-services,covid.cdc.gov,213863,5,2021
domain,health-human-services,vaccines.gov,50156,5,2021
domain,health-human-services,cdc.gov,4681322,5,2021
domain,health-human-services,covid.cdc.gov,200339,5,2021
domain,health-human-services,vaccines.gov,53230,5,2021
domain,health-human-services,cdc.gov,4667974,5,2021
domain,health-human-services,covid.cdc.gov,214343,5,2021
domain,health-human-services,vaccines.gov,57292,5,2021
domain,health-human-services,cdc.gov,4623740,5,2021
domain,health-human-services,covid.cdc.gov,228333,5,2021
domain,health-human-services,vaccines.gov,58177,5,2021
domain,health-human-services,cdc.gov,3566608,4,2021
domain,health-human-services,covid.cdc.gov,158241,4,2021
domain,health-human-services,vaccines.gov,38291,4,2021
domain,health-human-services,cdc.gov,3493627,4,2021
domain,health-human-services,covid.cdc.gov,155542,4,2021
domain,health-human-services,vaccines.gov,43983,4,2021
domain,health-human-services,cdc.gov,4484734,4,2021
domain,health-human-services,covid.cdc.gov,200517,4,2021
domain,health-human-services,vaccines.gov,63453,4,2021
domain,health-human-services,cdc.gov,4963983,4,2021
domain,health-human-services,covid.cdc.gov,209419,4,2021
domain,health-human-services,vaccines.gov,63577,4,2021
domain,health-human-services,cdc.gov,5348452,4,2021
domain,health-human-services,covid.cdc.gov,233105,4,2021
domain,health-human-services,vaccines.gov,71940,4,2021
domain,health-human-services,cdc.gov,5321492,4,2021
domain,health-human-services,covid.cdc.gov,259708,4,2021
domain,health-human-services,vaccines.gov,80039,4,2021
domain,health-human-services,cdc.gov,5366819,4,2021
domain,health-human-services,covid.cdc.gov,287693,4,2021
domain,health-human-services,vaccines.gov,90074,4,2021
domain,health-human-services,cdc.gov,3887145,3,2021
domain,health-human-services,covid.cdc.gov,180569,3,2021
domain,health-human-services,vaccines.gov,53080,3,2021
domain,health-human-services,cdc.gov,3892742,3,2021
domain,health-human-services,covid.cdc.gov,169086,3,2021
domain,health-human-services,vaccines.gov,57855,3,2021
domain,health-human-services,cdc.gov,4944299,3,2021
domain,health-human-services,covid.cdc.gov,224332,3,2021
domain,health-human-services,vaccines.gov,79878,3,2021
domain,health-human-services,cdc.gov,5069943,3,2021
domain,health-human-services,covid.cdc.gov,242094,3,2021
domain,health-human-services,vaccines.gov,81509,3,2021
domain,health-human-services,cdc.gov,4739339,3,2021
domain,health-human-services,covid.cdc.gov,242906,3,2021
domain,health-human-services,vaccines.gov,70244,3,2021
domain,health-human-services,cdc.gov,5239136,3,2021
domain,health-human-services,covid.cdc.gov,317502,3,2021
domain,health-human-services,vaccines.gov,92748,3,2021
domain,health-human-services,cdc.gov,4641739,3,2021
domain,health-human-services,covid.cdc.gov,239702,3,2021
domain,health-human-services,vaccines.gov,77048,3,2021
domain,health-human-services,cdc.gov,3653606,2,2021
domain,health-human-services,covid.cdc.gov,175933,2,2021
domain,health-human-services,vaccines.gov,43489,2,2021
domain,health-human-services,cdc.gov,3786593,2,2021
domain,health-human-services,covid.cdc.gov,181177,2,2021
domain,health-human-services,vaccines.gov,50899,2,2021
domain,health-human-services,cdc.gov,5013374,2,2021
domain,health-human-services,covid.cdc.gov,238153,2,2021
domain,health-human-services,vaccines.gov,75900,2,2021
domain,health-human-services,cdc.gov,5457372,2,2021
domain,health-human-services,covid.cdc.gov,245870,2,2021
domain,health-human-services,vaccines.gov,93601,2,2021
domain,health-human-services,cdc.gov,5774015,2,2021
domain,health-human-services,covid.cdc.gov,255667,2,2021
domain,health-human-services,vaccines.gov,96438,2,2021
domain,health-human-services,cdc.gov,5622860,2,2021
domain,health-human-services,covid.cdc.gov,275320,2,2021
domain,health-human-services,vaccines.gov,82354,2,2021
domain,health-human-services,cdc.gov,5061185,2,2021
domain,health-human-services,covid.cdc.gov,281538,2,2021
domain,health-human-services,vaccines.gov,62866,2,2021
domain,health-human-services,cdc.gov,3651061,1,2021
domain,health-human-services,covid.cdc.gov,186905,1,2021
domain,health-human-services,vaccines.gov,31436,1,2021
domain,health-human-services,cdc.gov,3625123,1,2021
domain,health-human-services,covid.cdc.gov,188045,1,2021
domain,health-human-services,vaccines.gov,28925,1,2021
domain,health-human-services,cdc.gov,4697095,1,2021
domain,health-human-services,covid.cdc.gov,245406,1,2021
domain,health-human-services,vaccines.gov,39526,1,2021
domain,health-human-services,cdc.gov,4637076,1,2021
domain,health-human-services,covid.cdc.gov,228205,1,2021
domain,health-human-services,vaccines.gov,36981,1,2021
domain,health-human-services,cdc.gov,4650290,1,2021
domain,health-human-services,covid.cdc.gov,225759,1,2021
domain,health-human-services,vaccines.gov,34491,1,2021
domain,health-human-services,cdc.gov,5276114,1,2021
domain,health-human-services,covid.cdc.gov,309579,1,2021
domain,health-human-services,vaccines.gov,38618,1,2021
domain,health-human-services,cdc.gov,5170598,1,2021
domain,health-human-services,covid.cdc.gov,315196,1,2021
domain,health-human-services,vaccines.gov,38353,1,2021
