date,visits
2020-01-01 00:00:00,6618401
2020-01-02 00:00:00,10517348
2020-01-03 00:00:00,10080389
2020-01-04 00:00:00,7609581
2020-01-05 00:00:00,8128221
2020-01-06 00:00:00,11919942
2020-01-07 00:00:00,12750120
2020-01-08 00:00:00,13047661
2020-01-09 00:00:00,12846280
2020-01-10 00:00:00,11042723
2020-01-11 00:00:00,7631938
2020-01-12 00:00:00,8765079
2020-01-13 00:00:00,13128332
2020-01-14 00:00:00,13298980
2020-01-15 00:00:00,13238846
2020-01-16 00:00:00,12956435
2020-01-17 00:00:00,11177820
2020-01-18 00:00:00,7964449
2020-01-19 00:00:00,8727050
2020-01-20 00:00:00,12209220
2020-01-21 00:00:00,14466446
2020-01-22 00:00:00,14660241
2020-01-23 00:00:00,14546654
2020-01-24 00:00:00,12996306
2020-01-25 00:00:00,9968042
2020-01-26 00:00:00,11389494
2020-01-27 00:00:00,16514174
2020-01-28 00:00:00,16918561
2020-01-29 00:00:00,16924967
2020-01-30 00:00:00,17073962
2020-01-31 00:00:00,14947863
2020-02-01 00:00:00,10690727
2020-02-02 00:00:00,11211803
2020-02-03 00:00:00,16137568
2020-02-04 00:00:00,16455121
2020-02-05 00:00:00,16261945
2020-02-06 00:00:00,16083927
2020-02-07 00:00:00,13766418
2020-02-08 00:00:00,10124029
2020-02-09 00:00:00,11292031
2020-02-10 00:00:00,16237794
2020-02-11 00:00:00,16108474
2020-02-12 00:00:00,15896654
2020-02-13 00:00:00,15182083
2020-02-14 00:00:00,12046126
2020-02-15 00:00:00,9274609
2020-02-16 00:00:00,10543892
2020-02-17 00:00:00,14570196
2020-02-18 00:00:00,15849081
2020-02-19 00:00:00,16426571
2020-02-20 00:00:00,15700022
2020-02-21 00:00:00,13120713
2020-02-22 00:00:00,10008552
2020-02-23 00:00:00,11712108
2020-02-24 00:00:00,16932635
2020-02-25 00:00:00,19660513
2020-02-26 00:00:00,22320959
2020-02-27 00:00:00,21744043
2020-02-28 00:00:00,19322716
2020-02-29 00:00:00,14324210
2020-03-01 00:00:00,15186947
2020-03-02 00:00:00,23420341
2020-03-03 00:00:00,23401887
2020-03-04 00:00:00,24231025
