cases,deaths,daily_cases,daily_deaths
729984096,12216246,6196874.0,95249.0
773617710,13511297,2402486.0,71680.0
916857453,16598944,1854725.0,38682.0
944997168,16938795,1883488.0,23979.0
1020501942,18153720,915538.0,18681.0
1003878600,18001792,361852.0,10139.0
1059339596,18857887,1378800.0,8459.0
1148978762,19355736,4298065.0,27600.0
1247666206,20063233,4141403.0,57617.0
1390097002,22446279,2476066.0,47607.0
1417533896,22952318,2586694.0,35440.0
1575677425,24890789,6168575.0,43153.0
